Year,Statistische Region,Nationalität,Schulform,Units,GeoCode,Value
2005,Statistische Region Hannover,Deutsche,Integrierte Gesamtschule,Prozent,SR032,91.4648910411622
2005,Statistische Region Lüneburg,Deutsche,Integrierte Gesamtschule,Prozent,SR033,100.0
2005,Statistische Region Weser-Ems,Deutsche,Integrierte Gesamtschule,Prozent,SR034,96.6772151898734
2005,Niedersachsen,Deutsche,Integrierte Gesamtschule,Prozent,SR0,94.2449355432781
2021,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR031,9.22425032594524
2021,Statistische Region Hannover,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR032,15.7441016333938
2021,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR033,8.04878048780488
2021,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR034,8.92318014089232
2021,Niedersachsen,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR0,11.2576956904134
2020,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR031,7.68803774632251
2020,Statistische Region Hannover,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR032,12.6055229646587
2020,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR033,7.38556585228868
2020,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR034,6.95631528964862
2020,Niedersachsen,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR0,9.33297032398584
2019,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR031,6.01626016260163
2019,Statistische Region Hannover,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR032,10.8236308753773
2019,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR033,6.14525139664804
2019,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR034,6.21836587129429
2019,Niedersachsen,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR0,7.90705267740531
2018,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR031,7.00843608046723
2018,Statistische Region Hannover,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR032,10.0694444444444
2018,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR033,6.10421836228288
2018,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR034,5.55370801463252
2018,Niedersachsen,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR0,7.57405022537025
2017,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR031,5.19351637446245
2017,Statistische Region Hannover,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR032,8.98692810457516
2017,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR033,4.67191601049869
2017,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR034,4.41540091840339
2017,Niedersachsen,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR0,6.27750560491572
2016,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR031,3.94397346111316
2016,Statistische Region Hannover,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR032,7.55782678859602
2016,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR033,2.7190332326284
2016,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR034,4.37956204379562
2016,Niedersachsen,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR0,5.11741042192909
2015,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR031,4.35585086747877
2015,Statistische Region Hannover,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR032,8.32379862700229
2015,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR033,2.91450777202073
2015,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR034,2.68048606147248
2015,Niedersachsen,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR0,5.015644259031
2014,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR031,3.72188139059305
2014,Statistische Region Hannover,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR032,7.37142857142857
2014,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR033,3.04114490161002
2014,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR034,2.43370868143843
2014,Niedersachsen,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR0,4.58435207823961
2013,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR031,3.14836678473042
2013,Statistische Region Hannover,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR032,7.30419477852743
2013,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR033,1.6969696969697
2013,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR034,1.80321442571541
2013,Niedersachsen,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR0,4.17113446279219
2012,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR031,5.3885422575156
2012,Statistische Region Hannover,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR032,8.49286460146189
2012,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR033,1.27970749542962
2012,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR034,1.45413870246085
2012,Niedersachsen,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR0,5.33639363075599
2011,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR031,5.1927616050354
2011,Statistische Region Hannover,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR032,10.0379815518177
2011,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR033,0.260416666666667
2011,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR034,1.44230769230769
2011,Niedersachsen,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR0,5.51069842551474
2010,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR031,4.89566613162119
2010,Statistische Region Hannover,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR032,8.2122905027933
2010,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR033,0.56980056980057
2010,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR034,1.64547494390426
2010,Niedersachsen,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR0,4.91109229466554
2005,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR031,6.02517985611511
2005,Statistische Region Hannover,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR032,8.53510895883777
2005,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR033,0.0
2005,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR034,3.32278481012658
2005,Niedersachsen,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Prozent,SR0,5.75506445672192
2021,Statistische Region Braunschweig,Deutsche,Förderschule,Prozent,SR031,91.4948453608247
2021,Statistische Region Hannover,Deutsche,Förderschule,Prozent,SR032,83.6879432624114
2021,Statistische Region Lüneburg,Deutsche,Förderschule,Prozent,SR033,94.8453608247423
2021,Statistische Region Weser-Ems,Deutsche,Förderschule,Prozent,SR034,89.2193308550186
2021,Niedersachsen,Deutsche,Förderschule,Prozent,SR0,89.3137768465165
2020,Statistische Region Braunschweig,Deutsche,Förderschule,Prozent,SR031,89.0070921985816
2020,Statistische Region Hannover,Deutsche,Förderschule,Prozent,SR032,86.1963190184049
2020,Statistische Region Lüneburg,Deutsche,Förderschule,Prozent,SR033,96.7391304347826
2020,Statistische Region Weser-Ems,Deutsche,Förderschule,Prozent,SR034,88.8888888888889
2020,Niedersachsen,Deutsche,Förderschule,Prozent,SR0,89.3217893217893
2019,Statistische Region Braunschweig,Deutsche,Förderschule,Prozent,SR031,89.7435897435898
2019,Statistische Region Hannover,Deutsche,Förderschule,Prozent,SR032,93.4306569343066
2019,Statistische Region Lüneburg,Deutsche,Förderschule,Prozent,SR033,91.8079096045198
2019,Statistische Region Weser-Ems,Deutsche,Förderschule,Prozent,SR034,92.6206244087039
2019,Niedersachsen,Deutsche,Förderschule,Prozent,SR0,92.1691792294807
2018,Statistische Region Braunschweig,Deutsche,Förderschule,Prozent,SR031,88.6039886039886
2018,Statistische Region Hannover,Deutsche,Förderschule,Prozent,SR032,92.0517560073937
2018,Statistische Region Lüneburg,Deutsche,Förderschule,Prozent,SR033,90.9657320872274
2018,Statistische Region Weser-Ems,Deutsche,Förderschule,Prozent,SR034,91.0628019323672
2018,Niedersachsen,Deutsche,Förderschule,Prozent,SR0,90.8868201861832
2017,Statistische Region Braunschweig,Deutsche,Förderschule,Prozent,SR031,89.0756302521009
2017,Statistische Region Hannover,Deutsche,Förderschule,Prozent,SR032,91.1877394636015
2017,Statistische Region Lüneburg,Deutsche,Förderschule,Prozent,SR033,93.5275080906149
2017,Statistische Region Weser-Ems,Deutsche,Förderschule,Prozent,SR034,92.1673819742489
2017,Niedersachsen,Deutsche,Förderschule,Prozent,SR0,91.6037735849057
2016,Statistische Region Braunschweig,Deutsche,Förderschule,Prozent,SR031,90.1960784313726
2016,Statistische Region Hannover,Deutsche,Förderschule,Prozent,SR032,92.1996879875195
2016,Statistische Region Lüneburg,Deutsche,Förderschule,Prozent,SR033,92.9577464788732
2016,Statistische Region Weser-Ems,Deutsche,Förderschule,Prozent,SR034,93.1640625
2016,Niedersachsen,Deutsche,Förderschule,Prozent,SR0,92.3805601317957
2015,Statistische Region Braunschweig,Deutsche,Förderschule,Prozent,SR031,89.5551257253385
2015,Statistische Region Hannover,Deutsche,Förderschule,Prozent,SR032,90.7012195121951
2015,Statistische Region Lüneburg,Deutsche,Förderschule,Prozent,SR033,92.6881720430108
2015,Statistische Region Weser-Ems,Deutsche,Förderschule,Prozent,SR034,93.2246998284734
2015,Niedersachsen,Deutsche,Förderschule,Prozent,SR0,91.8687589158345
2014,Statistische Region Braunschweig,Deutsche,Förderschule,Prozent,SR031,91.8406072106262
2014,Statistische Region Hannover,Deutsche,Förderschule,Prozent,SR032,86.5265760197775
2014,Statistische Region Lüneburg,Deutsche,Förderschule,Prozent,SR033,90.1213171577123
2014,Statistische Region Weser-Ems,Deutsche,Förderschule,Prozent,SR034,91.8168168168168
2014,Niedersachsen,Deutsche,Förderschule,Prozent,SR0,90.2003081664099
2013,Statistische Region Braunschweig,Deutsche,Förderschule,Prozent,SR031,88.047138047138
2013,Statistische Region Hannover,Deutsche,Förderschule,Prozent,SR032,86.7718446601942
2013,Statistische Region Lüneburg,Deutsche,Förderschule,Prozent,SR033,91.2568306010929
2013,Statistische Region Weser-Ems,Deutsche,Förderschule,Prozent,SR034,91.3907284768212
2013,Niedersachsen,Deutsche,Förderschule,Prozent,SR0,89.6271797955502
2012,Statistische Region Braunschweig,Deutsche,Förderschule,Prozent,SR031,87.220447284345
2012,Statistische Region Hannover,Deutsche,Förderschule,Prozent,SR032,83.1460674157303
2012,Statistische Region Lüneburg,Deutsche,Förderschule,Prozent,SR033,89.9053627760252
2012,Statistische Region Weser-Ems,Deutsche,Förderschule,Prozent,SR034,89.9777282850779
2012,Niedersachsen,Deutsche,Förderschule,Prozent,SR0,87.6185164528723
2011,Statistische Region Braunschweig,Deutsche,Förderschule,Prozent,SR031,83.2
2011,Statistische Region Hannover,Deutsche,Förderschule,Prozent,SR032,81.2260536398467
2011,Statistische Region Lüneburg,Deutsche,Förderschule,Prozent,SR033,87.8787878787879
2011,Statistische Region Weser-Ems,Deutsche,Förderschule,Prozent,SR034,89.0261627906977
2011,Niedersachsen,Deutsche,Förderschule,Prozent,SR0,85.6607811663991
2010,Statistische Region Braunschweig,Deutsche,Förderschule,Prozent,SR031,83.2288401253918
2010,Statistische Region Hannover,Deutsche,Förderschule,Prozent,SR032,80.3231939163498
2010,Statistische Region Lüneburg,Deutsche,Förderschule,Prozent,SR033,91.2908242612753
2010,Statistische Region Weser-Ems,Deutsche,Förderschule,Prozent,SR034,90.1041666666667
2010,Niedersachsen,Deutsche,Förderschule,Prozent,SR0,86.3203698667392
2005,Statistische Region Braunschweig,Deutsche,Förderschule,Prozent,SR031,82.4654622741764
2005,Statistische Region Hannover,Deutsche,Förderschule,Prozent,SR032,77.0614692653673
2005,Statistische Region Lüneburg,Deutsche,Förderschule,Prozent,SR033,85.6544502617801
2005,Statistische Region Weser-Ems,Deutsche,Förderschule,Prozent,SR034,86.9656992084433
2005,Niedersachsen,Deutsche,Förderschule,Prozent,SR0,83.3170731707317
2021,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Förderschule,Prozent,SR031,8.50515463917526
2021,Statistische Region Hannover,Ausländerinnen und Ausländer,Förderschule,Prozent,SR032,16.3120567375887
2021,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Förderschule,Prozent,SR033,5.15463917525773
2021,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Förderschule,Prozent,SR034,10.7806691449814
2021,Niedersachsen,Ausländerinnen und Ausländer,Förderschule,Prozent,SR0,10.6862231534835
2020,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Förderschule,Prozent,SR031,10.9929078014184
2020,Statistische Region Hannover,Ausländerinnen und Ausländer,Förderschule,Prozent,SR032,13.8036809815951
2020,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Förderschule,Prozent,SR033,3.26086956521739
2020,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Förderschule,Prozent,SR034,11.1111111111111
2020,Niedersachsen,Ausländerinnen und Ausländer,Förderschule,Prozent,SR0,10.6782106782107
2019,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Förderschule,Prozent,SR031,10.2564102564103
2019,Statistische Region Hannover,Ausländerinnen und Ausländer,Förderschule,Prozent,SR032,6.56934306569343
2019,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Förderschule,Prozent,SR033,8.19209039548022
2019,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Förderschule,Prozent,SR034,7.37937559129612
2019,Niedersachsen,Ausländerinnen und Ausländer,Förderschule,Prozent,SR0,7.83082077051926
2018,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Förderschule,Prozent,SR031,11.3960113960114
2018,Statistische Region Hannover,Ausländerinnen und Ausländer,Förderschule,Prozent,SR032,7.94824399260628
2018,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Förderschule,Prozent,SR033,9.03426791277258
2018,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Förderschule,Prozent,SR034,8.93719806763285
2018,Niedersachsen,Ausländerinnen und Ausländer,Förderschule,Prozent,SR0,9.11317981381676
2017,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Förderschule,Prozent,SR031,10.9243697478992
2017,Statistische Region Hannover,Ausländerinnen und Ausländer,Förderschule,Prozent,SR032,8.81226053639847
2017,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Förderschule,Prozent,SR033,6.47249190938511
2017,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Förderschule,Prozent,SR034,7.83261802575107
2017,Niedersachsen,Ausländerinnen und Ausländer,Förderschule,Prozent,SR0,8.39622641509434
2016,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Förderschule,Prozent,SR031,9.80392156862745
2016,Statistische Region Hannover,Ausländerinnen und Ausländer,Förderschule,Prozent,SR032,7.8003120124805
2016,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Förderschule,Prozent,SR033,7.04225352112676
2016,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Förderschule,Prozent,SR034,6.8359375
2016,Niedersachsen,Ausländerinnen und Ausländer,Förderschule,Prozent,SR0,7.61943986820428
2015,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Förderschule,Prozent,SR031,10.4448742746615
2015,Statistische Region Hannover,Ausländerinnen und Ausländer,Förderschule,Prozent,SR032,9.29878048780488
2015,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Förderschule,Prozent,SR033,7.31182795698925
2015,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Förderschule,Prozent,SR034,6.77530017152659
2015,Niedersachsen,Ausländerinnen und Ausländer,Förderschule,Prozent,SR0,8.13124108416548
2014,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Förderschule,Prozent,SR031,8.15939278937381
2014,Statistische Region Hannover,Ausländerinnen und Ausländer,Förderschule,Prozent,SR032,13.4734239802225
2014,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Förderschule,Prozent,SR033,9.8786828422877
2014,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Förderschule,Prozent,SR034,8.18318318318318
2014,Niedersachsen,Ausländerinnen und Ausländer,Förderschule,Prozent,SR0,9.79969183359014
2013,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Förderschule,Prozent,SR031,11.952861952862
2013,Statistische Region Hannover,Ausländerinnen und Ausländer,Förderschule,Prozent,SR032,13.2281553398058
2013,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Förderschule,Prozent,SR033,8.7431693989071
2013,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Förderschule,Prozent,SR034,8.60927152317881
2013,Niedersachsen,Ausländerinnen und Ausländer,Förderschule,Prozent,SR0,10.3728202044498
2012,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Förderschule,Prozent,SR031,12.779552715655
2012,Statistische Region Hannover,Ausländerinnen und Ausländer,Förderschule,Prozent,SR032,16.8539325842697
2012,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Förderschule,Prozent,SR033,10.0946372239748
2012,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Förderschule,Prozent,SR034,10.022271714922
2012,Niedersachsen,Ausländerinnen und Ausländer,Förderschule,Prozent,SR0,12.3814835471277
2011,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Förderschule,Prozent,SR031,16.8
2011,Statistische Region Hannover,Ausländerinnen und Ausländer,Förderschule,Prozent,SR032,18.7739463601533
2011,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Förderschule,Prozent,SR033,12.1212121212121
2011,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Förderschule,Prozent,SR034,10.9738372093023
2011,Niedersachsen,Ausländerinnen und Ausländer,Förderschule,Prozent,SR0,14.3392188336009
2010,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Förderschule,Prozent,SR031,16.7711598746081
2010,Statistische Region Hannover,Ausländerinnen und Ausländer,Förderschule,Prozent,SR032,19.6768060836502
2010,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Förderschule,Prozent,SR033,8.70917573872473
2010,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Förderschule,Prozent,SR034,9.89583333333333
2010,Niedersachsen,Ausländerinnen und Ausländer,Förderschule,Prozent,SR0,13.6796301332608
2005,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Förderschule,Prozent,SR031,17.5345377258236
2005,Statistische Region Hannover,Ausländerinnen und Ausländer,Förderschule,Prozent,SR032,22.9385307346327
2005,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Förderschule,Prozent,SR033,14.3455497382199
2005,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Förderschule,Prozent,SR034,13.0343007915567
2005,Niedersachsen,Ausländerinnen und Ausländer,Förderschule,Prozent,SR0,16.6829268292683
2021,Statistische Region Braunschweig,Deutsche,Insgesamt,Prozent,SR031,87.4506306535864
2021,Statistische Region Hannover,Deutsche,Insgesamt,Prozent,SR032,86.7343534010201
2021,Statistische Region Lüneburg,Deutsche,Insgesamt,Prozent,SR033,91.2872304005478
2021,Statistische Region Weser-Ems,Deutsche,Insgesamt,Prozent,SR034,87.6615478181542
2021,Niedersachsen,Deutsche,Insgesamt,Prozent,SR0,88.1680764119189
2020,Statistische Region Braunschweig,Deutsche,Insgesamt,Prozent,SR031,89.7811236581626
2020,Statistische Region Hannover,Deutsche,Insgesamt,Prozent,SR032,88.0279930017496
2020,Statistische Region Lüneburg,Deutsche,Insgesamt,Prozent,SR033,91.8166263496371
2020,Statistische Region Weser-Ems,Deutsche,Insgesamt,Prozent,SR034,89.3063467054498
2020,Niedersachsen,Deutsche,Insgesamt,Prozent,SR0,89.6190814300554
2019,Statistische Region Braunschweig,Deutsche,Insgesamt,Prozent,SR031,90.7313442933496
2019,Statistische Region Hannover,Deutsche,Insgesamt,Prozent,SR032,88.9458272327965
2019,Statistische Region Lüneburg,Deutsche,Insgesamt,Prozent,SR033,92.8559142251018
2019,Statistische Region Weser-Ems,Deutsche,Insgesamt,Prozent,SR034,90.6781950824102
2019,Niedersachsen,Deutsche,Insgesamt,Prozent,SR0,90.7198005571172
2018,Statistische Region Braunschweig,Deutsche,Insgesamt,Prozent,SR031,91.4063034114993
2018,Statistische Region Hannover,Deutsche,Insgesamt,Prozent,SR032,89.8930765881272
2018,Statistische Region Lüneburg,Deutsche,Insgesamt,Prozent,SR033,93.3273421702988
2018,Statistische Region Weser-Ems,Deutsche,Insgesamt,Prozent,SR034,91.7752995252807
2018,Niedersachsen,Deutsche,Insgesamt,Prozent,SR0,91.5660078852867
2017,Statistische Region Braunschweig,Deutsche,Insgesamt,Prozent,SR031,92.0952896589063
2017,Statistische Region Hannover,Deutsche,Insgesamt,Prozent,SR032,90.5361396004472
2017,Statistische Region Lüneburg,Deutsche,Insgesamt,Prozent,SR033,94.2263538108305
2017,Statistische Region Weser-Ems,Deutsche,Insgesamt,Prozent,SR034,92.5999252895032
2017,Niedersachsen,Deutsche,Insgesamt,Prozent,SR0,92.3389516855056
2016,Statistische Region Braunschweig,Deutsche,Insgesamt,Prozent,SR031,92.9464834939512
2016,Statistische Region Hannover,Deutsche,Insgesamt,Prozent,SR032,92.1888198757764
2016,Statistische Region Lüneburg,Deutsche,Insgesamt,Prozent,SR033,94.8085251880556
2016,Statistische Region Weser-Ems,Deutsche,Insgesamt,Prozent,SR034,93.5966010394143
2016,Niedersachsen,Deutsche,Insgesamt,Prozent,SR0,93.3858768194241
2015,Statistische Region Braunschweig,Deutsche,Insgesamt,Prozent,SR031,94.408050246505
2015,Statistische Region Hannover,Deutsche,Insgesamt,Prozent,SR032,92.4890485800069
2015,Statistische Region Lüneburg,Deutsche,Insgesamt,Prozent,SR033,95.9311075190903
2015,Statistische Region Weser-Ems,Deutsche,Insgesamt,Prozent,SR034,94.8556256223034
2015,Niedersachsen,Deutsche,Insgesamt,Prozent,SR0,94.4139582449926
2014,Statistische Region Braunschweig,Deutsche,Insgesamt,Prozent,SR031,94.77636092951
2014,Statistische Region Hannover,Deutsche,Insgesamt,Prozent,SR032,92.926230691497
2014,Statistische Region Lüneburg,Deutsche,Insgesamt,Prozent,SR033,96.1239895069329
2014,Statistische Region Weser-Ems,Deutsche,Insgesamt,Prozent,SR034,95.0181422351234
2014,Niedersachsen,Deutsche,Insgesamt,Prozent,SR0,94.6961888709697
2013,Statistische Region Braunschweig,Deutsche,Insgesamt,Prozent,SR031,94.1678520625889
2013,Statistische Region Hannover,Deutsche,Insgesamt,Prozent,SR032,92.2913785154449
2013,Statistische Region Lüneburg,Deutsche,Insgesamt,Prozent,SR033,96.5196380834876
2013,Statistische Region Weser-Ems,Deutsche,Insgesamt,Prozent,SR034,95.3841920616358
2013,Niedersachsen,Deutsche,Insgesamt,Prozent,SR0,94.6356427620536
2012,Statistische Region Braunschweig,Deutsche,Insgesamt,Prozent,SR031,93.6959587907034
2012,Statistische Region Hannover,Deutsche,Insgesamt,Prozent,SR032,91.5316117542297
2012,Statistische Region Lüneburg,Deutsche,Insgesamt,Prozent,SR033,96.0788297440065
2012,Statistische Region Weser-Ems,Deutsche,Insgesamt,Prozent,SR034,95.1435178887226
2012,Niedersachsen,Deutsche,Insgesamt,Prozent,SR0,94.161099033679
2011,Statistische Region Braunschweig,Deutsche,Insgesamt,Prozent,SR031,93.6190196653948
2011,Statistische Region Hannover,Deutsche,Insgesamt,Prozent,SR032,91.4069591527988
2011,Statistische Region Lüneburg,Deutsche,Insgesamt,Prozent,SR033,95.8447818751506
2011,Statistische Region Weser-Ems,Deutsche,Insgesamt,Prozent,SR034,94.9094102722571
2011,Niedersachsen,Deutsche,Insgesamt,Prozent,SR0,93.9972506491523
2010,Statistische Region Braunschweig,Deutsche,Insgesamt,Prozent,SR031,93.4072881940453
2010,Statistische Region Hannover,Deutsche,Insgesamt,Prozent,SR032,91.4045940217156
2010,Statistische Region Lüneburg,Deutsche,Insgesamt,Prozent,SR033,96.0743999234962
2010,Statistische Region Weser-Ems,Deutsche,Insgesamt,Prozent,SR034,95.3753695847795
2010,Niedersachsen,Deutsche,Insgesamt,Prozent,SR0,94.1714841428494
2005,Statistische Region Braunschweig,Deutsche,Insgesamt,Prozent,SR031,92.663769178405
2005,Statistische Region Hannover,Deutsche,Insgesamt,Prozent,SR032,90.1237121933055
2005,Statistische Region Lüneburg,Deutsche,Insgesamt,Prozent,SR033,95.0958702064897
2005,Statistische Region Weser-Ems,Deutsche,Insgesamt,Prozent,SR034,94.8427672955975
2005,Niedersachsen,Deutsche,Insgesamt,Prozent,SR0,93.3034021136361
2021,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR031,12.5493693464136
2021,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR032,13.2656465989799
2021,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR033,8.71276959945224
2021,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR034,12.3384521818458
2021,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR0,11.8319235880811
2020,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR031,10.2188763418374
2020,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR032,11.9720069982504
2020,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR033,8.18337365036285
2020,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR034,10.6936532945502
2020,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR0,10.3809185699446
2019,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR031,9.26865570665043
2019,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR032,11.0541727672035
2019,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR033,7.14408577489823
