Year,Berufsgruppe,Geschlecht,Verfahren,Entscheidung vor Rechtsbehelf,Value
2020,alle Berufsgruppen,Frauen,Noch keine Entscheidung,,786.0
2020,alle Berufsgruppen,Insgesamt,Noch keine Entscheidung,,1191.0
2020,darunter medizinische Gesundheitsberufe,Männer,Noch keine Entscheidung,,252.0
2020,darunter medizinische Gesundheitsberufe,Frauen,Noch keine Entscheidung,,645.0
2020,darunter medizinische Gesundheitsberufe,Insgesamt,Noch keine Entscheidung,,897.0
2019,alle Berufsgruppen,Männer,Noch keine Entscheidung,,384.0
2019,alle Berufsgruppen,Frauen,Noch keine Entscheidung,,726.0
2019,alle Berufsgruppen,Insgesamt,Noch keine Entscheidung,,1107.0
2019,darunter medizinische Gesundheitsberufe,Männer,Noch keine Entscheidung,,237.0
2019,darunter medizinische Gesundheitsberufe,Frauen,Noch keine Entscheidung,,525.0
2019,darunter medizinische Gesundheitsberufe,Insgesamt,Noch keine Entscheidung,,765.0
2018,alle Berufsgruppen,Männer,Noch keine Entscheidung,,333.0
2018,alle Berufsgruppen,Frauen,Noch keine Entscheidung,,525.0
2018,alle Berufsgruppen,Insgesamt,Noch keine Entscheidung,,858.0
2018,darunter medizinische Gesundheitsberufe,Männer,Noch keine Entscheidung,,198.0
2018,darunter medizinische Gesundheitsberufe,Frauen,Noch keine Entscheidung,,369.0
2018,darunter medizinische Gesundheitsberufe,Insgesamt,Noch keine Entscheidung,,567.0
2017,alle Berufsgruppen,Männer,Noch keine Entscheidung,,279.0
2017,alle Berufsgruppen,Frauen,Noch keine Entscheidung,,345.0
2017,alle Berufsgruppen,Insgesamt,Noch keine Entscheidung,,624.0
2017,darunter medizinische Gesundheitsberufe,Männer,Noch keine Entscheidung,,102.0
2017,darunter medizinische Gesundheitsberufe,Frauen,Noch keine Entscheidung,,243.0
2017,darunter medizinische Gesundheitsberufe,Insgesamt,Noch keine Entscheidung,,348.0
2016,alle Berufsgruppen,Männer,Noch keine Entscheidung,,252.0
2016,alle Berufsgruppen,Frauen,Noch keine Entscheidung,,309.0
2016,alle Berufsgruppen,Insgesamt,Noch keine Entscheidung,,561.0
2016,darunter medizinische Gesundheitsberufe,Männer,Noch keine Entscheidung,,72.0
2016,darunter medizinische Gesundheitsberufe,Frauen,Noch keine Entscheidung,,144.0
2016,darunter medizinische Gesundheitsberufe,Insgesamt,Noch keine Entscheidung,,219.0
2015,alle Berufsgruppen,Männer,Noch keine Entscheidung,,135.0
2015,alle Berufsgruppen,Frauen,Noch keine Entscheidung,,273.0
2015,alle Berufsgruppen,Insgesamt,Noch keine Entscheidung,,414.0
2015,darunter medizinische Gesundheitsberufe,Männer,Noch keine Entscheidung,,57.0
2015,darunter medizinische Gesundheitsberufe,Frauen,Noch keine Entscheidung,,180.0
2015,darunter medizinische Gesundheitsberufe,Insgesamt,Noch keine Entscheidung,,237.0
2014,alle Berufsgruppen,Männer,Noch keine Entscheidung,,89.0
2014,alle Berufsgruppen,Frauen,Noch keine Entscheidung,,417.0
2014,alle Berufsgruppen,Insgesamt,Noch keine Entscheidung,,506.0
2014,darunter medizinische Gesundheitsberufe,Männer,Noch keine Entscheidung,,
2014,darunter medizinische Gesundheitsberufe,Frauen,Noch keine Entscheidung,,186.0
2014,darunter medizinische Gesundheitsberufe,Insgesamt,Noch keine Entscheidung,,186.0
2012,alle Berufsgruppen,Männer,Noch keine Entscheidung,,39.0
2012,alle Berufsgruppen,Frauen,Noch keine Entscheidung,,63.0
2012,alle Berufsgruppen,Insgesamt,Noch keine Entscheidung,,102.0
2012,darunter medizinische Gesundheitsberufe,Männer,Noch keine Entscheidung,,12.0
2012,darunter medizinische Gesundheitsberufe,Frauen,Noch keine Entscheidung,,36.0
2012,darunter medizinische Gesundheitsberufe,Insgesamt,Noch keine Entscheidung,,48.0
