Year,Land der Staatsangehörigkeit,Kategorie,Value
WS 2015/16,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Männer),2210
WS 2016/17,China,Bildungsinländerinnen und Bildungsinländer (Männer),107
WS 2016/17,Türkei,Bildungsinländerinnen und Bildungsinländer (Männer),712
WS 2016/17,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Männer),32
WS 2016/17,Indien,Bildungsinländerinnen und Bildungsinländer (Männer),5
WS 2016/17,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Männer),34
WS 2016/17,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Männer),2250
WS 2017/18,China,Bildungsinländerinnen und Bildungsinländer (Männer),100
WS 2017/18,Türkei,Bildungsinländerinnen und Bildungsinländer (Männer),746
WS 2017/18,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Männer),32
WS 2017/18,Indien,Bildungsinländerinnen und Bildungsinländer (Männer),6
WS 2017/18,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Männer),29
WS 2017/18,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Männer),2201
WS 2018/19,China,Bildungsinländerinnen und Bildungsinländer (Männer),94
WS 2018/19,Türkei,Bildungsinländerinnen und Bildungsinländer (Männer),736
WS 2018/19,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Männer),58
WS 2018/19,Indien,Bildungsinländerinnen und Bildungsinländer (Männer),4
WS 2018/19,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Männer),31
WS 2018/19,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Männer),2200
WS 2019/20,China,Bildungsinländerinnen und Bildungsinländer (Männer),85
WS 2019/20,Türkei,Bildungsinländerinnen und Bildungsinländer (Männer),697
WS 2019/20,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Männer),80
WS 2019/20,Indien,Bildungsinländerinnen und Bildungsinländer (Männer),3
WS 2019/20,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Männer),30
WS 2019/20,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Männer),2153
WS 2005/06,China,Bildungsinländerinnen und Bildungsinländer (Frauen),49
WS 2005/06,Türkei,Bildungsinländerinnen und Bildungsinländer (Frauen),283
WS 2005/06,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),4
WS 2005/06,Indien,Bildungsinländerinnen und Bildungsinländer (Frauen),4
WS 2005/06,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),46
WS 2005/06,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Frauen),1303
WS 2006/07,China,Bildungsinländerinnen und Bildungsinländer (Frauen),50
WS 2006/07,Türkei,Bildungsinländerinnen und Bildungsinländer (Frauen),268
WS 2006/07,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),5
WS 2006/07,Indien,Bildungsinländerinnen und Bildungsinländer (Frauen),3
WS 2006/07,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),41
WS 2006/07,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Frauen),1241
WS 2007/08,China,Bildungsinländerinnen und Bildungsinländer (Frauen),41
WS 2007/08,Türkei,Bildungsinländerinnen und Bildungsinländer (Frauen),297
WS 2007/08,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),7
WS 2007/08,Indien,Bildungsinländerinnen und Bildungsinländer (Frauen),5
WS 2007/08,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),38
WS 2007/08,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Frauen),1274
WS 2008/09,China,Bildungsinländerinnen und Bildungsinländer (Frauen),44
WS 2008/09,Türkei,Bildungsinländerinnen und Bildungsinländer (Frauen),325
WS 2008/09,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),7
WS 2008/09,Indien,Bildungsinländerinnen und Bildungsinländer (Frauen),5
WS 2008/09,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),36
WS 2008/09,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Frauen),1343
WS 2009/10,China,Bildungsinländerinnen und Bildungsinländer (Frauen),40
WS 2009/10,Türkei,Bildungsinländerinnen und Bildungsinländer (Frauen),355
WS 2009/10,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),8
WS 2009/10,Indien,Bildungsinländerinnen und Bildungsinländer (Frauen),2
WS 2009/10,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),30
WS 2009/10,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Frauen),1391
WS 2010/11,China,Bildungsinländerinnen und Bildungsinländer (Frauen),39
WS 2010/11,Türkei,Bildungsinländerinnen und Bildungsinländer (Frauen),380
WS 2010/11,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),8
WS 2010/11,Indien,Bildungsinländerinnen und Bildungsinländer (Frauen),1
WS 2010/11,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),34
WS 2010/11,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Frauen),1444
WS 2011/12,China,Bildungsinländerinnen und Bildungsinländer (Frauen),47
WS 2011/12,Türkei,Bildungsinländerinnen und Bildungsinländer (Frauen),442
WS 2011/12,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),6
WS 2011/12,Indien,Bildungsinländerinnen und Bildungsinländer (Frauen),2
WS 2011/12,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),32
WS 2011/12,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Frauen),1563
WS 2012/13,China,Bildungsinländerinnen und Bildungsinländer (Frauen),56
WS 2012/13,Türkei,Bildungsinländerinnen und Bildungsinländer (Frauen),514
WS 2012/13,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),10
WS 2012/13,Indien,Bildungsinländerinnen und Bildungsinländer (Frauen),2
WS 2012/13,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),35
WS 2012/13,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Frauen),1714
WS 2013/14,China,Bildungsinländerinnen und Bildungsinländer (Frauen),76
WS 2013/14,Türkei,Bildungsinländerinnen und Bildungsinländer (Frauen),586
WS 2013/14,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),13
WS 2013/14,Indien,Bildungsinländerinnen und Bildungsinländer (Frauen),3
WS 2013/14,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),37
WS 2013/14,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Frauen),1887
WS 2014/15,China,Bildungsinländerinnen und Bildungsinländer (Frauen),82
WS 2014/15,Türkei,Bildungsinländerinnen und Bildungsinländer (Frauen),679
WS 2014/15,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),18
WS 2014/15,Indien,Bildungsinländerinnen und Bildungsinländer (Frauen),4
WS 2014/15,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),33
WS 2014/15,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Frauen),2113
WS 2015/16,China,Bildungsinländerinnen und Bildungsinländer (Frauen),99
WS 2015/16,Türkei,Bildungsinländerinnen und Bildungsinländer (Frauen),749
WS 2015/16,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),23
WS 2015/16,Indien,Bildungsinländerinnen und Bildungsinländer (Frauen),4
WS 2015/16,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),41
WS 2015/16,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Frauen),2268
WS 2016/17,China,Bildungsinländerinnen und Bildungsinländer (Frauen),79
WS 2016/17,Türkei,Bildungsinländerinnen und Bildungsinländer (Frauen),804
WS 2016/17,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),26
WS 2016/17,Indien,Bildungsinländerinnen und Bildungsinländer (Frauen),3
WS 2016/17,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),33
WS 2016/17,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Frauen),2305
WS 2017/18,China,Bildungsinländerinnen und Bildungsinländer (Frauen),68
WS 2017/18,Türkei,Bildungsinländerinnen und Bildungsinländer (Frauen),821
WS 2017/18,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),34
WS 2017/18,Indien,Bildungsinländerinnen und Bildungsinländer (Frauen),2
WS 2017/18,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),31
WS 2017/18,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Frauen),2284
WS 2018/19,China,Bildungsinländerinnen und Bildungsinländer (Frauen),62
WS 2018/19,Türkei,Bildungsinländerinnen und Bildungsinländer (Frauen),813
WS 2018/19,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),41
WS 2018/19,Indien,Bildungsinländerinnen und Bildungsinländer (Frauen),2
WS 2018/19,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),34
WS 2018/19,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Frauen),2321
WS 2019/20,China,Bildungsinländerinnen und Bildungsinländer (Frauen),70
WS 2019/20,Türkei,Bildungsinländerinnen und Bildungsinländer (Frauen),784
WS 2019/20,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),56
WS 2019/20,Indien,Bildungsinländerinnen und Bildungsinländer (Frauen),1
WS 2019/20,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Frauen),28
WS 2019/20,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Frauen),2330
