Year,Gebietseinheit,Migrationshintergrund,GeoCode,Value
Hildesheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03254,17,18.0
Holzminden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03255,8,19.0
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03256,17,13.0
Schaumburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03257,13,96.0
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K032,20,72.0
Celle,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03351,18,38.0
Cuxhaven,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03352,9,24.0
Harburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03353,13,77.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03354360,10,88.0
Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03355,15,12.0
Osterholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03356,10,25.0
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03357,11,3.0
Heidekreis,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03358,16,17.0
Stade,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03359,15,68.0
Verden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03361,19,28.0
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K033,14,11.0
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03401,30,29.0
Emden  Stadt und Leer,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03402457,15,5.0
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03403,14,94.0
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03404,25,95.0
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03405,16,8.0
Ammerland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03451,8,75.0
Aurich,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03452,10,19.0
Cloppenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03453,28,57.0
Emsland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03454,16,65.0
Friesland und Wittmund,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03455462,8,39.0
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03456,22,94.0
Oldenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03458,11,79.0
Osnabrück,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03459,20,76.0
Vechta,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03460,21,53.0
Wesermarsch,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03461,12,95.0
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K034,17,81.0
Niedersachsen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K030,17,84.0
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03101,19,9.0
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03102,27,29.0
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03103,33,47.0
Gifhorn,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03151,19,62.0
Goslar,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03153,10,72.0
Helmstedt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03154,18,51.0
Northeim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03155,10,4.0
Peine,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03157,18,33.0
Göttingen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03159,11,46.0
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03158,15,28.0
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K031,17,4.0
Hannover  Region,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241,24,22.0
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241001,29,97.0
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241999,19,32.0
Diepholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03251,14,91.0
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03252,17,99.0
Hildesheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03254,17,13.0
Holzminden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03255,7,3.0
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03256,17,66.0
Schaumburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03257,15,1.0
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K032,20,28.0
Celle,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03351,17,44.0
Cuxhaven,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03352,11,66.0
Harburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03353,13,41.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03354360,9,98.0
Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03355,13,2.0
Osterholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03356,7,75.0
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03357,11,2.0
Heidekreis,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03358,17,17.0
Stade,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03359,13,48.0
Verden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03361,19,92.0
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K033,13,7.0
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03401,27,25.0
Emden  Stadt und Leer,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03402457,12,64.0
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03403,14,5.0
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03404,28,54.0
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03405,16,26.0
Ammerland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03451,9,2.0
Aurich,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03452,7,28.0
Cloppenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03453,30,91.0
Emsland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03454,17,27.0
Friesland und Wittmund,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03455462,6,14.0
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03456,22,94.0
Oldenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03458,12,26.0
Osnabrück,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03459,21,15.0
Vechta,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03460,21,7.0
Wesermarsch,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03461,12,6.0
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K034,17,47.0
Niedersachsen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K030,17,4.0
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03101,21,8.0
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03102,27,79.0
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03103,37,27.0
Gifhorn,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03151,23,6.0
Goslar,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03153,12,7.0
Helmstedt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03154,14,47.0
Northeim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03155,9,68.0
Peine,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03157,16,7.0
Göttingen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03159,12,95.0
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03158,15,15.0
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K031,18,4.0
Hannover  Region,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241,25,53.0
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241001,32,97.0
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241999,19,24.0
Diepholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03251,13,31.0
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03252,20,41.0
Hildesheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03254,18,17.0
Holzminden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03255,8,49.0
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03256,15,95.0
Schaumburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03257,13,67.0
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K032,20,99.0
Celle,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03351,17,77.0
Cuxhaven,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03352,13,72.0
Harburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03353,13,93.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03354360,10,7.0
Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03355,12,81.0
Osterholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03356,7,38.0
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03357,10,78.0
Heidekreis,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03358,18,69.0
Stade,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03359,10,85.0
Verden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03361,21,93.0
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K033,13,89.0
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03401,25,11.0
Emden  Stadt und Leer,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03402457,14,97.0
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03403,15,69.0
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03404,31,62.0
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03405,16,55.0
Ammerland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03451,6,84.0
Aurich,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03452,9,45.0
Cloppenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03453,26,93.0
Emsland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03454,17,68.0
Friesland und Wittmund,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03455462,6,77.0
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03456,22,91.0
Oldenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03458,11,62.0
Osnabrück,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03459,22,43.0
Vechta,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03460,21,5.0
Wesermarsch,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03461,14,21.0
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K034,18,3.0
Niedersachsen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K030,18,1.0
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03101,20,55.0
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03102,25,44.0
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03103,35,95.0
Gifhorn,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03151,21,35.0
Goslar,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03153,10,14.0
Helmstedt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03154,9,86.0
Northeim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03155,8,9.0
Peine,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03157,14,55.0
Göttingen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03159,12,26.0
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03158,13,65.0
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K031,16,88.0
Hannover  Region,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241,23,24.0
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241001,28,87.0
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241999,18,49.0
Diepholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03251,13,24.0
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03252,17,51.0
Hildesheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03254,16,1.0
Holzminden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03255,9,39.0
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03256,17,7.0
Schaumburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03257,12,8.0
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K032,19,25.0
Celle,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03351,13,5.0
Cuxhaven,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03352,11,47.0
Harburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03353,12,54.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03354360,10,25.0
Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03355,11,4.0
Osterholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03356,5,61.0
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03357,14,89.0
Heidekreis,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03358,17,37.0
Stade,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03359,9,95.0
Verden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03361,17,36.0
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K033,12,37.0
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03401,24,94.0
Emden  Stadt und Leer,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03402457,10,8.0
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03403,16,8.0
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03404,28,16.0
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03405,14,19.0
Ammerland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03451,11,71.0
Aurich,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03452,8,46.0
Cloppenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03453,25,8.0
Emsland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03454,18,59.0
Friesland und Wittmund,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03455462,5,69.0
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03456,22,57.0
Oldenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03458,9,83.0
Osnabrück,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03459,21,71.0
Vechta,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03460,22,56.0
Wesermarsch,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03461,15,23.0
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K034,17,34.0
Niedersachsen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K030,16,7.0
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03101,19,8.0
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03102,22,75.0
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03103,30,31.0
Gifhorn,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03151,19,43.0
Goslar,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03153,11,8.0
Helmstedt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03154,8,96.0
Northeim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03155,9,42.0
Peine,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03157,15,46.0
Göttingen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03159,12,99.0
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03158,13,99.0
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K031,16,24.0
Hannover  Region,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241,22,66.0
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241001,28,57.0
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241999,17,67.0
Diepholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03251,12,72.0
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03252,14,3.0
Hildesheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03254,16,4.0
Holzminden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03255,9,36.0
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03256,17,23.0
Schaumburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03257,16,41.0
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K032,18,95.0
Celle,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03351,13,83.0
Cuxhaven,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03352,11,71.0
Harburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03353,10,95.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03354360,12,19.0
Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03355,9,3.0
Osterholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03356,5,51.0
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03357,12,26.0
Heidekreis,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03358,12,87.0
Stade,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03359,11,7.0
Verden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03361,16,52.0
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K033,11,64.0
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03401,24,5.0
Emden  Stadt und Leer,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03402457,11,93.0
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03403,16,12.0
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03404,25,1.0
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03405,12,46.0
Ammerland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03451,13,52.0
Aurich,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03452,7,9.0
Cloppenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03453,25,16.0
Emsland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03454,19,83.0
Friesland und Wittmund,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03455462,5,68.0
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03456,22,46.0
Oldenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03458,8,89.0
Osnabrück,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03459,20,65.0
Vechta,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03460,25,34.0
Wesermarsch,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03461,14,97.0
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K034,17,24.0
Niedersachsen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K030,16,3.0
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03101,23,47.0
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03102,33,75.0
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03103,36,2.0
Gifhorn,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03151,25,18.0
Goslar,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03153,17,66.0
Helmstedt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03154,13,61.0
Northeim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03155,14,64.0
Peine,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03157,18,8.0
Göttingen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03159,15,54.0
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03158,14,2.0
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K031,20,82.0
Hannover  Region,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241,28,6.0
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241001,34,91.0
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241999,23,12.0
Diepholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03251,16,62.0
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03252,25,93.0
Hildesheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03254,21,1.0
Holzminden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03255,19,19.0
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03256,25,4.0
Schaumburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03257,17,5.0
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K032,24,9.0
Celle,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03351,17,78.0
Cuxhaven,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03352,14,7.0
Harburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03353,19,66.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03354360,15,4.0
Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03355,15,1.0
Osterholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03356,12,59.0
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03357,14,9.0
Heidekreis,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03358,20,78.0
Stade,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03359,16,67.0
Verden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03361,18,92.0
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K033,16,74.0
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03401,32,37.0
Emden  Stadt und Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03402457,16,47.0
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03403,15,85.0
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03404,27,81.0
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03405,23,69.0
Ammerland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03451,15,64.0
Aurich,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03452,12,46.0
Cloppenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03453,28,8.0
Emsland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03454,22,6.0
Friesland und Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03455462,10,82.0
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03456,27,
Oldenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03458,14,48.0
Osnabrück,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03459,22,25.0
Vechta,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03460,33,75.0
Wesermarsch,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03461,11,57.0
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K034,20,71.0
Niedersachsen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K030,21,1.0
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03101,24,19.0
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03102,34,48.0
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03103,35,34.0
Gifhorn,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03151,21,83.0
Goslar,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03153,15,2.0
Helmstedt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03154,15,48.0
Northeim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03155,18,8.0
Peine,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03157,16,62.0
Göttingen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03159,16,85.0
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03158,13,66.0
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K031,20,69.0
Hannover  Region,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241,29,11.0
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241001,36,16.0
