Year,Gebietseinheit,Geschlecht,Units,GeoCode,Value
Cuxhaven,weiblich,Jahre,RH03352,36,7.0
Cuxhaven,insgesamt,Jahre,RH03352,35,5.0
Harburg,männlich,Jahre,RH03353,36,4.0
Harburg,weiblich,Jahre,RH03353,39,7.0
Harburg,insgesamt,Jahre,RH03353,37,7.0
Lüchow-Dannenberg,männlich,Jahre,RH03354,34,2.0
Lüchow-Dannenberg,weiblich,Jahre,RH03354,34,7.0
Lüchow-Dannenberg,insgesamt,Jahre,RH03354,34,4.0
Lüneburg,männlich,Jahre,RH03355,33,6.0
Lüneburg,weiblich,Jahre,RH03355,35,1.0
Lüneburg,insgesamt,Jahre,RH03355,34,2.0
Osterholz,männlich,Jahre,RH03356,34,
Osterholz,weiblich,Jahre,RH03356,35,7.0
Osterholz,insgesamt,Jahre,RH03356,34,8.0
Rotenburg (Wümme),männlich,Jahre,RH03357,34,7.0
Rotenburg (Wümme),weiblich,Jahre,RH03357,35,7.0
Rotenburg (Wümme),insgesamt,Jahre,RH03357,35,1.0
Heidekreis,männlich,Jahre,RH03358,34,4.0
Heidekreis,weiblich,Jahre,RH03358,35,2.0
Heidekreis,insgesamt,Jahre,RH03358,34,7.0
Stade,männlich,Jahre,RH03359,34,3.0
Stade,weiblich,Jahre,RH03359,34,8.0
Stade,insgesamt,Jahre,RH03359,34,5.0
Uelzen,männlich,Jahre,RH03360,33,9.0
Uelzen,weiblich,Jahre,RH03360,35,
Uelzen,insgesamt,Jahre,RH03360,34,4.0
Verden,männlich,Jahre,RH03361,34,4.0
Verden,weiblich,Jahre,RH03361,36,6.0
Verden,insgesamt,Jahre,RH03361,35,3.0
Statistische Region Lüneburg,männlich,Jahre,RH033,34,7.0
Statistische Region Lüneburg,weiblich,Jahre,RH033,36,1.0
Statistische Region Lüneburg,insgesamt,Jahre,RH033,35,3.0
"Delmenhorst, Stadt",männlich,Jahre,RH03401,34,6.0
"Delmenhorst, Stadt",weiblich,Jahre,RH03401,35,7.0
"Delmenhorst, Stadt",insgesamt,Jahre,RH03401,35,1.0
Emden  Stadt,männlich,Jahre,RH03402,32,6.0
Emden  Stadt,weiblich,Jahre,RH03402,32,2.0
Emden  Stadt,insgesamt,Jahre,RH03402,32,4.0
"Oldenburg(Oldb), Stadt",männlich,Jahre,RH03403,32,9.0
"Oldenburg(Oldb), Stadt",weiblich,Jahre,RH03403,34,
"Oldenburg(Oldb), Stadt",insgesamt,Jahre,RH03403,33,5.0
"Osnabrück, Stadt",männlich,Jahre,RH03404,35,5.0
"Osnabrück, Stadt",weiblich,Jahre,RH03404,36,5.0
"Osnabrück, Stadt",insgesamt,Jahre,RH03404,36,
"Wilhelmshaven, Stadt",männlich,Jahre,RH03405,33,
"Wilhelmshaven, Stadt",weiblich,Jahre,RH03405,34,5.0
"Wilhelmshaven, Stadt",insgesamt,Jahre,RH03405,33,7.0
Ammerland,männlich,Jahre,RH03451,33,6.0
Ammerland,weiblich,Jahre,RH03451,34,4.0
Ammerland,insgesamt,Jahre,RH03451,33,9.0
Aurich,männlich,Jahre,RH03452,32,8.0
Aurich,weiblich,Jahre,RH03452,33,9.0
Aurich,insgesamt,Jahre,RH03452,33,3.0
Cloppenburg,männlich,Jahre,RH03453,33,1.0
Cloppenburg,weiblich,Jahre,RH03453,31,6.0
Cloppenburg,insgesamt,Jahre,RH03453,32,5.0
Emsland,männlich,Jahre,RH03454,35,5.0
Emsland,weiblich,Jahre,RH03454,34,5.0
Emsland,insgesamt,Jahre,RH03454,35,1.0
Friesland,männlich,Jahre,RH03455,32,8.0
Friesland,weiblich,Jahre,RH03455,33,4.0
Friesland,insgesamt,Jahre,RH03455,33,1.0
Grafschaft Bentheim,männlich,Jahre,RH03456,40,8.0
Grafschaft Bentheim,weiblich,Jahre,RH03456,40,6.0
Grafschaft Bentheim,insgesamt,Jahre,RH03456,40,7.0
Leer,männlich,Jahre,RH03457,35,6.0
Leer,weiblich,Jahre,RH03457,35,8.0
Leer,insgesamt,Jahre,RH03457,35,7.0
Oldenburg,männlich,Jahre,RH03458,32,9.0
Oldenburg,weiblich,Jahre,RH03458,33,8.0
Oldenburg,insgesamt,Jahre,RH03458,33,2.0
Osnabrück,männlich,Jahre,RH03459,35,8.0
Osnabrück,weiblich,Jahre,RH03459,35,7.0
Osnabrück,insgesamt,Jahre,RH03459,35,8.0
Vechta,männlich,Jahre,RH03460,33,
Vechta,weiblich,Jahre,RH03460,33,
Vechta,insgesamt,Jahre,RH03460,33,
Wesermarsch,männlich,Jahre,RH03461,35,5.0
Wesermarsch,weiblich,Jahre,RH03461,35,6.0
Wesermarsch,insgesamt,Jahre,RH03461,35,6.0
Wittmund,männlich,Jahre,RH03462,31,8.0
Wittmund,weiblich,Jahre,RH03462,32,8.0
Wittmund,insgesamt,Jahre,RH03462,32,3.0
Statistische Region Weser-Ems,männlich,Jahre,RH034,34,9.0
Statistische Region Weser-Ems,weiblich,Jahre,RH034,35,1.0
Statistische Region Weser-Ems,insgesamt,Jahre,RH034,35,
Niedersachsen,männlich,Jahre,RH030,35,5.0
Niedersachsen,weiblich,Jahre,RH030,36,5.0
Niedersachsen,insgesamt,Jahre,RH030,36,
