Year,Gebietseinheit,Geschlecht,Aufenthalstitel,Aufenthaltsstatus,Geocode,Value
2014,Leer,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03457,175
2014,Leer,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03457,160
2014,Leer,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03457,335
2014,Oldenburg,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03458,200
2014,Oldenburg,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03458,220
2014,Oldenburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03458,420
2014,Osnabrück,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03459,325
2014,Osnabrück,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03459,345
2014,Osnabrück,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03459,670
2014,Vechta,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03460,345
2014,Vechta,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03460,295
2014,Vechta,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03460,640
2014,Wesermarsch,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03461,150
2014,Wesermarsch,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03461,115
2014,Wesermarsch,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03461,260
2014,Wittmund,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03462,45
2014,Wittmund,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03462,60
2014,Wittmund,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03462,105
2014,Statistische Region Weser-Ems,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K034,3885
2014,Statistische Region Weser-Ems,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K034,3580
2014,Statistische Region Weser-Ems,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K034,7465
2014,Niedersachsen,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K030,13810
2014,Niedersachsen,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K030,12695
2014,Niedersachsen,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K030,26505
2013,Braunschweig  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03101,160
2013,Braunschweig  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03101,130
2013,Braunschweig  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03101,290
2013,Salzgitter  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03102,195
2013,Salzgitter  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03102,180
2013,Salzgitter  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03102,375
2013,Wolfsburg  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03103,320
2013,Wolfsburg  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03103,320
2013,Wolfsburg  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03103,645
2013,Gifhorn,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03151,140
2013,Gifhorn,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03151,140
2013,Gifhorn,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03151,280
2013,Goslar,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03153,190
2013,Goslar,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03153,180
2013,Goslar,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03153,365
2013,Helmstedt,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03154,85
2013,Helmstedt,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03154,65
2013,Helmstedt,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03154,155
2013,Northeim,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03155,250
2013,Northeim,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03155,285
2013,Northeim,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03155,535
2013,Peine,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03157,240
2013,Peine,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03157,225
2013,Peine,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03157,465
2013,Wolfenbüttel,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03158,150
2013,Wolfenbüttel,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03158,155
2013,Wolfenbüttel,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03158,310
2013,Göttingen,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03159,500
2013,Göttingen,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03159,495
2013,Göttingen,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03159,995
2013,Statistische Region Braunschweig,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K031,2235
2013,Statistische Region Braunschweig,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K031,2175
2013,Statistische Region Braunschweig,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K031,4410
2013,Hannover  Region,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03241,2275
2013,Hannover  Region,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03241,2015
2013,Hannover  Region,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03241,4290
2013,Diepholz,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03251,295
2013,Diepholz,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03251,305
2013,Diepholz,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03251,595
2013,Hameln-Pyrmont,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03252,210
2013,Hameln-Pyrmont,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03252,215
2013,Hameln-Pyrmont,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03252,425
2013,Hildesheim,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03254,485
2013,Hildesheim,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03254,455
2013,Hildesheim,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03254,940
2013,Holzminden,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03255,70
2013,Holzminden,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03255,75
2013,Holzminden,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03255,145
2013,Nienburg (Weser),männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03256,205
2013,Nienburg (Weser),weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03256,200
2013,Nienburg (Weser),insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03256,400
2013,Schaumburg,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03257,175
2013,Schaumburg,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03257,175
2013,Schaumburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03257,350
2013,Statistische Region Hannover,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K032,3715
2013,Statistische Region Hannover,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K032,3435
2013,Statistische Region Hannover,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K032,7145
2013,Celle,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03351,255
2013,Celle,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03351,315
2013,Celle,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03351,570
2013,Cuxhaven,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03352,240
2013,Cuxhaven,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03352,225
2013,Cuxhaven,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03352,470
2013,Harburg,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03353,205
2013,Harburg,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03353,195
2013,Harburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03353,400
2013,Lüchow-Dannenberg,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03354,45
2013,Lüchow-Dannenberg,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03354,50
2013,Lüchow-Dannenberg,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03354,95
2013,Lüneburg,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03355,1980
2013,Lüneburg,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03355,2045
2013,Lüneburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03355,4025
2013,Lüneburg,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03355,185
2013,Lüneburg,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03355,190
2013,Lüneburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03355,375
2013,Osterholz,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03356,160
2013,Osterholz,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03356,190
2013,Osterholz,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03356,350
2013,Rotenburg (Wümme),männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03357,165
2013,Rotenburg (Wümme),weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03357,175
2013,Rotenburg (Wümme),insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03357,340
2013,Heidekreis,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03358,235
2013,Heidekreis,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03358,230
2013,Heidekreis,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03358,470
2013,Stade,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03359,180
2013,Stade,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03359,155
2013,Stade,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03359,330
2013,Uelzen,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03360,95
2013,Uelzen,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03360,80
2013,Uelzen,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03360,170
2013,Verden,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03361,220
2013,Verden,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03361,240
2013,Verden,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03361,455
2013,Delmenhorst  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03401,175
2013,Delmenhorst  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03401,160
2013,Delmenhorst  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03401,330
2013,Emden  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03402,60
2013,Emden  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03402,50
2013,Emden  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03402,110
2013,Oldenburg(Oldb)  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03403,275
2013,Oldenburg(Oldb)  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03403,300
2013,Oldenburg(Oldb)  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03403,570
2013,Osnabrück  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03404,200
2013,Osnabrück  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03404,170
2013,Osnabrück  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03404,370
2013,Wilhelmshaven  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03405,120
2013,Wilhelmshaven  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03405,115
2013,Wilhelmshaven  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03405,230
2013,Ammerland,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03451,155
2013,Ammerland,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03451,145
2013,Ammerland,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03451,300
2013,Aurich,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03452,305
2013,Aurich,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03452,295
2013,Aurich,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03452,600
2013,Cloppenburg,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03453,220
2013,Cloppenburg,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03453,215
2013,Cloppenburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03453,440
2013,Emsland,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03454,310
2013,Emsland,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03454,295
2013,Emsland,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03454,605
2013,Friesland,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03455,110
2013,Friesland,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03455,115
2013,Friesland,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03455,225
2013,Grafschaft Bentheim,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03456,165
2013,Grafschaft Bentheim,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03456,160
2013,Grafschaft Bentheim,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03456,325
2013,Leer,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03457,165
2013,Leer,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03457,165
2013,Leer,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03457,330
2013,Oldenburg,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03458,175
2013,Oldenburg,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03458,180
2013,Oldenburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03458,355
2013,Osnabrück,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03459,270
2013,Osnabrück,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03459,280
2013,Osnabrück,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03459,550
2013,Vechta,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03460,260
2013,Vechta,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03460,250
2013,Vechta,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03460,510
2013,Wesermarsch,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03461,125
2013,Wesermarsch,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03461,90
2013,Wesermarsch,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03461,215
2013,Wittmund,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03462,35
2013,Wittmund,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03462,45
2013,Wittmund,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03462,80
2013,Statistische Region Weser-Ems,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K034,3125
2013,Statistische Region Weser-Ems,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K034,3030
2013,Statistische Region Weser-Ems,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K034,6155
2013,Niedersachsen,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K030,11050
2013,Niedersachsen,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K030,10685
2013,Niedersachsen,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K030,21740
2012,Braunschweig  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03101,140
2012,Braunschweig  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03101,125
2012,Braunschweig  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03101,265
2012,Salzgitter  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03102,150
2012,Salzgitter  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03102,145
2012,Salzgitter  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03102,300
2012,Wolfsburg  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03103,295
2012,Wolfsburg  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03103,290
2012,Wolfsburg  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03103,585
2012,Gifhorn,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03151,130
2012,Gifhorn,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03151,135
2012,Gifhorn,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03151,265
2012,Goslar,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03153,155
2012,Goslar,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03153,165
2012,Goslar,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03153,320
2012,Helmstedt,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03154,95
2012,Helmstedt,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03154,80
2012,Helmstedt,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03154,175
2012,Northeim,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03155,250
2012,Northeim,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03155,265
2012,Northeim,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03155,515
2012,Peine,männlich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03157,240
2012,Peine,weiblich,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03157,235
2012,Peine,insgesamt,Aufenthaltstitel erforderlich,zeitlich befristet völkerrechtliche o. humanitäre o. politische Gründe,K03157,475
