AGS,Year,Gebietseinheit,Kinderbetreuung,Units,GeoCode,Value
151,2010,Gifhorn,ausländische Herkunft mindestens eines Elternteils,%,K03151,14.0460314046031
153,2010,Goslar,ausländische Herkunft mindestens eines Elternteils,%,K03153,17.3899661434287
154,2010,Helmstedt,ausländische Herkunft mindestens eines Elternteils,%,K03154,11.427260211106
155,2010,Northeim,ausländische Herkunft mindestens eines Elternteils,%,K03155,15.4865923470925
157,2010,Peine,ausländische Herkunft mindestens eines Elternteils,%,K03157,18.1050912060986
158,2010,Wolfenbüttel,ausländische Herkunft mindestens eines Elternteils,%,K03158,12.2854561878952
159,2010,Göttingen,ausländische Herkunft mindestens eines Elternteils,%,K03159,20.8141674333027
1,2010,Statistische Region Braunschweig,ausländische Herkunft mindestens eines Elternteils,%,K031,21.1136496208439
241,2010,Hannover  Region,ausländische Herkunft mindestens eines Elternteils,%,K03241,33.6115504997812
241001,2010,dav. Hannover  Lhst.,ausländische Herkunft mindestens eines Elternteils,%,K03241001,44.4193006788817
241999,2010,dav. Hannover  Umland,ausländische Herkunft mindestens eines Elternteils,%,K03241999,24.3661795928563
251,2010,Diepholz,ausländische Herkunft mindestens eines Elternteils,%,K03251,16.7948958528805
252,2010,Hameln-Pyrmont,ausländische Herkunft mindestens eines Elternteils,%,K03252,18.8500135611608
254,2010,Hildesheim,ausländische Herkunft mindestens eines Elternteils,%,K03254,20.1742919389978
255,2010,Holzminden,ausländische Herkunft mindestens eines Elternteils,%,K03255,21.0623841877702
256,2010,Nienburg (Weser),ausländische Herkunft mindestens eines Elternteils,%,K03256,20.5470737913486
257,2010,Schaumburg,ausländische Herkunft mindestens eines Elternteils,%,K03257,18.9087251697259
2,2010,Statistische Region Hannover,ausländische Herkunft mindestens eines Elternteils,%,K032,27.0541266512124
351,2010,Celle,ausländische Herkunft mindestens eines Elternteils,%,K03351,19.2472024415056
352,2010,Cuxhaven,ausländische Herkunft mindestens eines Elternteils,%,K03352,15.3028289348775
353,2010,Harburg,ausländische Herkunft mindestens eines Elternteils,%,K03353,16.5273775216138
354,2010,Lüchow-Dannenberg,ausländische Herkunft mindestens eines Elternteils,%,K03354,8.36148648648649
355,2010,Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K03355,16.7100260156094
356,2010,Osterholz,ausländische Herkunft mindestens eines Elternteils,%,K03356,14.0568099053168
357,2010,Rotenburg (Wümme),ausländische Herkunft mindestens eines Elternteils,%,K03357,15.5092078988241
358,2010,Heidekreis,ausländische Herkunft mindestens eines Elternteils,%,K03358,17.7215189873418
359,2010,Stade,ausländische Herkunft mindestens eines Elternteils,%,K03359,17.8717598908595
360,2010,Uelzen,ausländische Herkunft mindestens eines Elternteils,%,K03360,13.3844073907165
361,2010,Verden,ausländische Herkunft mindestens eines Elternteils,%,K03361,20.8573784006595
3,2010,Statistische Region Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K033,16.6817389769945
401,2010,Delmenhorst  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03401,41.7670682730924
402,2010,Emden  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03402,19.9364575059571
403,2010,Oldenburg(Oldb)  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03403,26.4349416876286
404,2010,Osnabrück  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03404,38.7561038293498
405,2010,Wilhelmshaven  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03405,27.6780185758514
451,2010,Ammerland,ausländische Herkunft mindestens eines Elternteils,%,K03451,12.3058178495279
452,2010,Aurich,ausländische Herkunft mindestens eines Elternteils,%,K03452,12.4564257494771
453,2010,Cloppenburg,ausländische Herkunft mindestens eines Elternteils,%,K03453,25.8220078912758
454,2010,Emsland,ausländische Herkunft mindestens eines Elternteils,%,K03454,17.8291896869245
455,2010,Friesland,ausländische Herkunft mindestens eines Elternteils,%,K03455,9.20998772001637
456,2010,Grafschaft Bentheim,ausländische Herkunft mindestens eines Elternteils,%,K03456,24.7248322147651
457,2010,Leer,ausländische Herkunft mindestens eines Elternteils,%,K03457,12.55
458,2010,Oldenburg,ausländische Herkunft mindestens eines Elternteils,%,K03458,13.3239038189533
459,2010,Osnabrück,ausländische Herkunft mindestens eines Elternteils,%,K03459,24.0723417524166
460,2010,Vechta,ausländische Herkunft mindestens eines Elternteils,%,K03460,27.3773889016809
461,2010,Wesermarsch,ausländische Herkunft mindestens eines Elternteils,%,K03461,21.5513442044954
462,2010,Wittmund,ausländische Herkunft mindestens eines Elternteils,%,K03462,10.6495468277946
4,2010,Statistische Region Weser-Ems,ausländische Herkunft mindestens eines Elternteils,%,K034,21.563014605168
0,2010,Niedersachsen,ausländische Herkunft mindestens eines Elternteils,%,K030,21.848094377393
101,2009,Braunschweig  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03101,26.4349930843707
102,2009,Salzgitter  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03102,40.2629416598192
103,2009,Wolfsburg  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03103,32.6717557251908
151,2009,Gifhorn,ausländische Herkunft mindestens eines Elternteils,%,K03151,16.8688230008985
153,2009,Goslar,ausländische Herkunft mindestens eines Elternteils,%,K03153,15.9342396459058
154,2009,Helmstedt,ausländische Herkunft mindestens eines Elternteils,%,K03154,15.1196172248804
155,2009,Northeim,ausländische Herkunft mindestens eines Elternteils,%,K03155,14.195107218363
157,2009,Peine,ausländische Herkunft mindestens eines Elternteils,%,K03157,17.5310642895732
158,2009,Wolfenbüttel,ausländische Herkunft mindestens eines Elternteils,%,K03158,12.2313048743566
159,2009,Göttingen,ausländische Herkunft mindestens eines Elternteils,%,K03159,21.341250436605
1,2009,Statistische Region Braunschweig,ausländische Herkunft mindestens eines Elternteils,%,K031,21.2103832630975
241,2009,Hannover  Region,ausländische Herkunft mindestens eines Elternteils,%,K03241,32.5686348251222
241001,2009,dav. Hannover  Lhst.,ausländische Herkunft mindestens eines Elternteils,%,K03241001,44.5988820063454
241999,2009,dav. Hannover  Umland,ausländische Herkunft mindestens eines Elternteils,%,K03241999,22.6219474111548
251,2009,Diepholz,ausländische Herkunft mindestens eines Elternteils,%,K03251,15.6150533607939
252,2009,Hameln-Pyrmont,ausländische Herkunft mindestens eines Elternteils,%,K03252,22.5780409041981
254,2009,Hildesheim,ausländische Herkunft mindestens eines Elternteils,%,K03254,18.6707115278544
255,2009,Holzminden,ausländische Herkunft mindestens eines Elternteils,%,K03255,20.3411244472521
256,2009,Nienburg (Weser),ausländische Herkunft mindestens eines Elternteils,%,K03256,21.4736143378692
257,2009,Schaumburg,ausländische Herkunft mindestens eines Elternteils,%,K03257,17.2156459083891
2,2009,Statistische Region Hannover,ausländische Herkunft mindestens eines Elternteils,%,K032,26.260177646188
351,2009,Celle,ausländische Herkunft mindestens eines Elternteils,%,K03351,18.2844243792325
352,2009,Cuxhaven,ausländische Herkunft mindestens eines Elternteils,%,K03352,14.855623100304
353,2009,Harburg,ausländische Herkunft mindestens eines Elternteils,%,K03353,16.1107802263252
354,2009,Lüchow-Dannenberg,ausländische Herkunft mindestens eines Elternteils,%,K03354,8.68878357030016
355,2009,Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K03355,16.7687142010666
356,2009,Osterholz,ausländische Herkunft mindestens eines Elternteils,%,K03356,14.4825150123631
357,2009,Rotenburg (Wümme),ausländische Herkunft mindestens eines Elternteils,%,K03357,14.8460004431642
358,2009,Heidekreis,ausländische Herkunft mindestens eines Elternteils,%,K03358,16.6051660516605
359,2009,Stade,ausländische Herkunft mindestens eines Elternteils,%,K03359,17.0058968993723
360,2009,Uelzen,ausländische Herkunft mindestens eines Elternteils,%,K03360,12.6230975828111
361,2009,Verden,ausländische Herkunft mindestens eines Elternteils,%,K03361,22.2829055161114
3,2009,Statistische Region Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K033,16.3085787170409
401,2009,Delmenhorst  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03401,38.2857142857143
402,2009,Emden  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03402,19.1780821917808
403,2009,Oldenburg(Oldb)  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03403,26.5776699029126
404,2009,Osnabrück  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03404,38.1818181818182
405,2009,Wilhelmshaven  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03405,24.7549019607843
451,2009,Ammerland,ausländische Herkunft mindestens eines Elternteils,%,K03451,11.9640179910045
452,2009,Aurich,ausländische Herkunft mindestens eines Elternteils,%,K03452,11.0153702841174
453,2009,Cloppenburg,ausländische Herkunft mindestens eines Elternteils,%,K03453,24.3125572868928
454,2009,Emsland,ausländische Herkunft mindestens eines Elternteils,%,K03454,16.6647093364651
455,2009,Friesland,ausländische Herkunft mindestens eines Elternteils,%,K03455,8.67802108678021
456,2009,Grafschaft Bentheim,ausländische Herkunft mindestens eines Elternteils,%,K03456,22.7674979887369
457,2009,Leer,ausländische Herkunft mindestens eines Elternteils,%,K03457,11.6675406397483
458,2009,Oldenburg,ausländische Herkunft mindestens eines Elternteils,%,K03458,12.3103349556255
459,2009,Osnabrück,ausländische Herkunft mindestens eines Elternteils,%,K03459,23.6116954143879
460,2009,Vechta,ausländische Herkunft mindestens eines Elternteils,%,K03460,27.5338626809902
461,2009,Wesermarsch,ausländische Herkunft mindestens eines Elternteils,%,K03461,16.2872154115587
462,2009,Wittmund,ausländische Herkunft mindestens eines Elternteils,%,K03462,11.0112359550562
4,2009,Statistische Region Weser-Ems,ausländische Herkunft mindestens eines Elternteils,%,K034,20.4942313688806
0,2009,Niedersachsen,ausländische Herkunft mindestens eines Elternteils,%,K030,21.2302950587958
101,2008,Braunschweig  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03101,27.0159857904085
102,2008,Salzgitter  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03102,35.8024691358025
103,2008,Wolfsburg  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03103,30.6549423893269
151,2008,Gifhorn,ausländische Herkunft mindestens eines Elternteils,%,K03151,14.7404063205418
153,2008,Goslar,ausländische Herkunft mindestens eines Elternteils,%,K03153,17.1241422333125
154,2008,Helmstedt,ausländische Herkunft mindestens eines Elternteils,%,K03154,12.3242736644799
155,2008,Northeim,ausländische Herkunft mindestens eines Elternteils,%,K03155,16.4027487302062
157,2008,Peine,ausländische Herkunft mindestens eines Elternteils,%,K03157,18.8958451906659
158,2008,Wolfenbüttel,ausländische Herkunft mindestens eines Elternteils,%,K03158,12.6597687157638
159,2008,Göttingen,ausländische Herkunft mindestens eines Elternteils,%,K03159,20.2432464039294
1,2008,Statistische Region Braunschweig,ausländische Herkunft mindestens eines Elternteils,%,K031,20.6573595138854
241,2008,Hannover  Region,ausländische Herkunft mindestens eines Elternteils,%,K03241,31.5101153535991
241001,2008,dav. Hannover  Lhst.,ausländische Herkunft mindestens eines Elternteils,%,K03241001,43.9634818196128
241999,2008,dav. Hannover  Umland,ausländische Herkunft mindestens eines Elternteils,%,K03241999,21.5049004110022
251,2008,Diepholz,ausländische Herkunft mindestens eines Elternteils,%,K03251,16.2337662337662
252,2008,Hameln-Pyrmont,ausländische Herkunft mindestens eines Elternteils,%,K03252,23.0320699708455
254,2008,Hildesheim,ausländische Herkunft mindestens eines Elternteils,%,K03254,18.5384926520156
255,2008,Holzminden,ausländische Herkunft mindestens eines Elternteils,%,K03255,17.2068355922216
256,2008,Nienburg (Weser),ausländische Herkunft mindestens eines Elternteils,%,K03256,20.0886766712142
257,2008,Schaumburg,ausländische Herkunft mindestens eines Elternteils,%,K03257,17.5351938750309
2,2008,Statistische Region Hannover,ausländische Herkunft mindestens eines Elternteils,%,K032,25.4955710955711
351,2008,Celle,ausländische Herkunft mindestens eines Elternteils,%,K03351,18.3796104434314
352,2008,Cuxhaven,ausländische Herkunft mindestens eines Elternteils,%,K03352,14.105504587156
353,2008,Harburg,ausländische Herkunft mindestens eines Elternteils,%,K03353,14.7098114887932
354,2008,Lüchow-Dannenberg,ausländische Herkunft mindestens eines Elternteils,%,K03354,7.4685534591195
355,2008,Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K03355,16.2555344718533
356,2008,Osterholz,ausländische Herkunft mindestens eines Elternteils,%,K03356,12.2077028885832
357,2008,Rotenburg (Wümme),ausländische Herkunft mindestens eines Elternteils,%,K03357,13.4663913741684
358,2008,Heidekreis,ausländische Herkunft mindestens eines Elternteils,%,K03358,16.0377358490566
359,2008,Stade,ausländische Herkunft mindestens eines Elternteils,%,K03359,15.8412168428863
360,2008,Uelzen,ausländische Herkunft mindestens eines Elternteils,%,K03360,12.4456048738033
361,2008,Verden,ausländische Herkunft mindestens eines Elternteils,%,K03361,19.9943197955126
3,2008,Statistische Region Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K033,15.2521279196391
401,2008,Delmenhorst  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03401,37.4449339207048
402,2008,Emden  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03402,21.76
403,2008,Oldenburg(Oldb)  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03403,25.5271084337349
404,2008,Osnabrück  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03404,37.5
405,2008,Wilhelmshaven  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03405,24.007561436673
451,2008,Ammerland,ausländische Herkunft mindestens eines Elternteils,%,K03451,12.8407026044821
452,2008,Aurich,ausländische Herkunft mindestens eines Elternteils,%,K03452,10.6697459584296
453,2008,Cloppenburg,ausländische Herkunft mindestens eines Elternteils,%,K03453,23.5090950955561
454,2008,Emsland,ausländische Herkunft mindestens eines Elternteils,%,K03454,15.7339620300285
455,2008,Friesland,ausländische Herkunft mindestens eines Elternteils,%,K03455,9.66420966420966
456,2008,Grafschaft Bentheim,ausländische Herkunft mindestens eines Elternteils,%,K03456,22.3809523809524
457,2008,Leer,ausländische Herkunft mindestens eines Elternteils,%,K03457,11.646790154783
458,2008,Oldenburg,ausländische Herkunft mindestens eines Elternteils,%,K03458,12.7167630057803
459,2008,Osnabrück,ausländische Herkunft mindestens eines Elternteils,%,K03459,23.535745047373
460,2008,Vechta,ausländische Herkunft mindestens eines Elternteils,%,K03460,27.3364485981308
461,2008,Wesermarsch,ausländische Herkunft mindestens eines Elternteils,%,K03461,15.9678102498941
462,2008,Wittmund,ausländische Herkunft mindestens eines Elternteils,%,K03462,8.86075949367089
4,2008,Statistische Region Weser-Ems,ausländische Herkunft mindestens eines Elternteils,%,K034,20.1549527853476
0,2008,Niedersachsen,ausländische Herkunft mindestens eines Elternteils,%,K030,20.5805600206386
101,2021,Braunschweig  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03101,21.5568077578299
102,2021,Salzgitter  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03102,36.4775932309621
103,2021,Wolfsburg  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03103,18.6706948640483
151,2021,Gifhorn,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03151,12.7250534025023
153,2021,Goslar,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03153,12.5467625899281
154,2021,Helmstedt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03154,8.25471698113208
155,2021,Northeim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03155,13.2703907684238
157,2021,Peine,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03157,7.76048421962819
158,2021,Wolfenbüttel,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03158,11.0515569167943
159,2021,Göttingen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03159,19.3751908008548
1,2021,Statistische Region Braunschweig,in der Familie wird vorrangig nicht deutsch gesprochen,%,K031,16.5849160257416
241,2021,Hannover  Region,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241,25.1671856654245
241001,2021,dav. Hannover  Lhst.,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241001,32.7447744774477
241999,2021,dav. Hannover  Umland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241999,18.6065339556148
251,2021,Diepholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03251,15.3196967529681
252,2021,Hameln-Pyrmont,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03252,20.8621484555095
254,2021,Hildesheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03254,19.498705577783
255,2021,Holzminden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03255,13.4549038935436
256,2021,Nienburg (Weser),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03256,12.2834238427722
257,2021,Schaumburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03257,17.6693310896088
2,2021,Statistische Region Hannover,in der Familie wird vorrangig nicht deutsch gesprochen,%,K032,21.6509941856292
351,2021,Celle,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03351,13.4378688248188
352,2021,Cuxhaven,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03352,9.640625
353,2021,Harburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03353,12.0997604007841
354,2021,Lüchow-Dannenberg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03354,7.41017964071856
355,2021,Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03355,11.9285254346426
356,2021,Osterholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03356,11.3316582914573
357,2021,Rotenburg (Wümme),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03357,10.2907854984894
358,2021,Heidekreis,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03358,16.0129960547691
359,2021,Stade,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03359,10.4049574866695
360,2021,Uelzen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03360,9.79703356752537
361,2021,Verden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03361,13.9148073022312
3,2021,Statistische Region Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K033,11.7560488462954
401,2021,Delmenhorst  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03401,33.444976076555
402,2021,Emden  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03402,16.7676767676768
403,2021,Oldenburg(Oldb)  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03403,24.0704500978474
404,2021,Osnabrück  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03404,22.8604923798359
405,2021,Wilhelmshaven  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03405,18.3183183183183
451,2021,Ammerland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03451,12.776062692947
452,2021,Aurich,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03452,8.49140223364652
453,2021,Cloppenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03453,14.7983486821213
454,2021,Emsland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03454,14.7666771061697
455,2021,Friesland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03455,7.66295707472178
456,2021,Grafschaft Bentheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03456,16.7187825724411
457,2021,Leer,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03457,10.2121539014743
458,2021,Oldenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03458,13.3708655876144
459,2021,Osnabrück,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03459,11.9853240929474
460,2021,Vechta,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03460,15.3411099328385
461,2021,Wesermarsch,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03461,13.7166608936612
462,2021,Wittmund,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03462,6.60146699266504
4,2021,Statistische Region Weser-Ems,in der Familie wird vorrangig nicht deutsch gesprochen,%,K034,14.8571629197046
0,2021,Niedersachsen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K030,16.3174955443155
101,2020,Braunschweig  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03101,22.0567097870116
102,2020,Salzgitter  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03102,34.5045900601456
103,2020,Wolfsburg  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03103,17.2911240232418
151,2020,Gifhorn,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03151,8.00879396984925
153,2020,Goslar,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03153,15.2081563296517
154,2020,Helmstedt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03154,7.4329224075417
155,2020,Northeim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03155,13.4146341463415
157,2020,Peine,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03157,10.7150526089757
158,2020,Wolfenbüttel,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03158,9.63793982661907
159,2020,Göttingen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03159,18.4580868855803
1,2020,Statistische Region Braunschweig,in der Familie wird vorrangig nicht deutsch gesprochen,%,K031,15.9707292057043
241,2020,Hannover  Region,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241,25.2172587284647
241001,2020,dav. Hannover  Lhst.,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241001,32.4182434649459
241999,2021,dav. Hannover  Umland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241999,18.9671539775964
251,2020,Diepholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03251,15.7924989222589
252,2020,Hameln-Pyrmont,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03252,21.3447653429603
254,2020,Hildesheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03254,18.5726160788505
255,2020,Holzminden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03255,14.6305418719212
256,2020,Nienburg (Weser),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03256,13.0523627075351
257,2020,Schaumburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03257,18.5853865760408
2,2020,Statistische Region Hannover,in der Familie wird vorrangig nicht deutsch gesprochen,%,K032,21.7934946074851
351,2020,Celle,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03351,15.9769335142469
352,2020,Cuxhaven,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03352,10.0334981655766
353,2020,Harburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03353,12.5369863013699
354,2020,Lüchow-Dannenberg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03354,9.11111111111111
355,2020,Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03355,11.7590515860301
356,2020,Osterholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03356,10.4069050554871
357,2020,Rotenburg (Wümme),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03357,9.57057577508184
358,2020,Heidekreis,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03358,15.2554072710538
359,2020,Stade,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03359,8.59397836889798
360,2020,Uelzen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03360,10.2454226723802
361,2020,Verden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03361,11.1480865224626
3,2020,Statistische Region Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K033,11.5375795953645
401,2020,Delmenhorst  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03401,31.8159569260891
402,2020,Emden  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03402,18.1401440733464
403,2020,Oldenburg(Oldb)  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03403,21.1037210138415
404,2020,Osnabrück  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03404,22.1303406182319
405,2020,Wilhelmshaven  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03405,18.4520758585341
451,2020,Ammerland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03451,13.0312279877906
452,2020,Aurich,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03452,9.03784931022285
453,2020,Cloppenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03453,14.6862057980248
454,2020,Emsland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03454,14.9987962442822
455,2020,Friesland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03455,7.97957229492499
456,2020,Grafschaft Bentheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03456,16.8017057569296
457,2020,Leer,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03457,9.64705882352941
458,2020,Oldenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03458,11.5291262135922
459,2020,Osnabrück,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03459,11.9587800216072
460,2020,Vechta,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03460,16.2733787799336
461,2020,Wesermarsch,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03461,14.9691917361363
462,2020,Wittmund,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03462,6.86512758201701
4,2020,Statistische Region Weser-Ems,in der Familie wird vorrangig nicht deutsch gesprochen,%,K034,14.6656876909595
0,2020,Niedersachsen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K030,16.1427539527542
101,2019,Braunschweig  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03101,21.365376997227
102,2019,Salzgitter  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03102,30.5761184422272
103,2019,Wolfsburg  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03103,27.8001270378996
151,2019,Gifhorn,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03151,8.79462823452342
153,2019,Goslar,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03153,14.7188695908154
154,2019,Helmstedt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03154,7.77014817491868
155,2019,Northeim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03155,13.682252922423
157,2019,Peine,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03157,11.542730299667
158,2019,Wolfenbüttel,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03158,10.3282626100881
159,2019,Göttingen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03159,18.6020293122886
1,2019,Statistische Region Braunschweig,in der Familie wird vorrangig nicht deutsch gesprochen,%,K031,16.9275573352748
241,2019,Hannover  Region,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241,24.8883812688194
241001,2019,dav. Hannover  Lhst.,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241001,31.9889042995839
241999,2019,dav. Hannover  Umland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241999,18.644811942046
251,2019,Diepholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03251,17.0703238984535
252,2019,Hameln-Pyrmont,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03252,19.7867029725437
254,2019,Hildesheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03254,18.3658536585366
255,2019,Holzminden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03255,14.396685655101
256,2019,Nienburg (Weser),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03256,12.3934934159566
257,2019,Schaumburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03257,19.7643979057592
2,2019,Statistische Region Hannover,in der Familie wird vorrangig nicht deutsch gesprochen,%,K032,21.6459713629649
