Year,Gebieteseinheit,Altersgruppe,Nationalität,GeoCode,Value
2020,"Heidekreis",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,323
2020,"Stade",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,568
2020,"Uelzen",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,482
2020,"Verden",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,497
2020,"Statistische Region Lüneburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,494
2020,"Delmenhorst, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,513
2020,"Emden, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,534
2020,"Oldenburg (Oldb), Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,585
2020,"Osnabrück, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,490
2020,"Wilhelmshaven, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,679
2020,"Ammerland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,551
2020,"Aurich",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,464
2020,"Cloppenburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,255
2020,"Emsland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,260
2020,"Friesland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,622
2020,"Grafschaft Bentheim",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,259
2020,"Leer",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,477
2020,"Oldenburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,439
2020,"Osnabrück",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,237
2020,"Vechta",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,369
2020,"Wesermarsch",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,564
2020,"Wittmund",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,645
2020,"Statistische Region Weser-Ems",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,407
2020,"Niedersachsen",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,504
2020,"Braunschweig, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,436
2020,"Salzgitter, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,587
2020,"Wolfsburg, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,456
2020,"Gifhorn",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,540
2020,"Goslar",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,578
2020,"Helmstedt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,523
2020,"Northeim",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,515
2020,"Peine",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,588
2020,"Wolfenbüttel",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,636
2020,"Göttingen",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,495
2020,"Statistische Region Braunschweig",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,527
2020,"Region Hannover",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,630
2020,"dav. Hannover, Lhst.",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,622
2020,"dav. Hannover, Umland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,638
2020,"Diepholz",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,533
2020,"Hameln-Pyrmont",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,584
2020,"Hildesheim",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,572
2020,"Holzminden",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,546
2020,"Nienburg (Weser)",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,651
2020,"Schaumburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,581
2020,"Statistische Region Hannover",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,608
2020,"Celle",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,543
2020,"Cuxhaven",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,580
2020,"Harburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,374
2020,"Lüchow-Dannenberg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,445
2020,"Lüneburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,636
2020,"Osterholz",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,468
2020,"Rotenburg (Wümme)",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,433
2020,"Heidekreis",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,323
2020,"Stade",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,568
2020,"Uelzen",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,482
2020,"Verden",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,497
2020,"Statistische Region Lüneburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,494
2020,"Delmenhorst, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,513
2020,"Emden, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,534
2020,"Oldenburg (Oldb), Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,585
2020,"Osnabrück, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,490
2020,"Wilhelmshaven, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,679
2020,"Ammerland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,551
2020,"Aurich",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,464
2020,"Cloppenburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,255
2020,"Emsland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,260
2020,"Friesland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,622
2020,"Grafschaft Bentheim",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,259
2020,"Leer",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,477
2020,"Oldenburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,439
2020,"Osnabrück",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,237
2020,"Vechta",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,369
2020,"Wesermarsch",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,564
2020,"Wittmund",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,645
2020,"Statistische Region Weser-Ems",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,407
2020,"Niedersachsen",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,504
2019,"Braunschweig, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,412
2019,"Salzgitter, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,639
2019,"Wolfsburg, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,460
2019,"Gifhorn",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,572
2019,"Goslar",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,590
2019,"Helmstedt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,579
2019,"Northeim",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,604
2019,"Peine",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,602
2019,"Wolfenbüttel",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,694
2019,"Göttingen",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,518
2019,"Statistische Region Braunschweig",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,555
2019,"Region Hannover",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,635
2019,"dav. Hannover, Lhst.",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,613
2019,"dav. Hannover, Umland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,659
2019,"Diepholz",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,579
2019,"Hameln-Pyrmont",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,664
2019,"Hildesheim",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,595
2019,"Holzminden",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,575
2019,"Nienburg (Weser)",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,688
2019,"Schaumburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,642
2019,"Statistische Region Hannover",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,630
2019,"Celle",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,587
2019,"Cuxhaven",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,643
2019,"Harburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,416
2019,"Lüchow-Dannenberg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,456
2019,"Lüneburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,692
2019,"Osterholz",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,549
2019,"Rotenburg (Wümme)",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,463
2019,"Heidekreis",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,333
2019,"Stade",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,577
2019,"Uelzen",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,509
2019,"Verden",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,561
2019,"Statistische Region Lüneburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,533
2019,"Delmenhorst, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,562
2019,"Emden, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,586
2019,"Oldenburg (Oldb), Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,632
2019,"Osnabrück, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,522
2019,"Wilhelmshaven, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,709
2019,"Ammerland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,586
2019,"Aurich",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,483
2019,"Cloppenburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,291
2019,"Emsland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,290
2019,"Friesland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,665
2019,"Grafschaft Bentheim",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,272
2019,"Leer",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,473
2019,"Oldenburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,499
2019,"Osnabrück",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,288
2019,"Vechta",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,385
2019,"Wesermarsch",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,574
2019,"Wittmund",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,554
2019,"Statistische Region Weser-Ems",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,439
2019,"Niedersachsen",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,534
2018,"Braunschweig, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,431
2018,"Salzgitter, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,665
2018,"Wolfsburg, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,474
2018,"Gifhorn",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,611
2018,"Goslar",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,638
2018,"Helmstedt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,633
2018,"Northeim",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,650
2018,"Peine",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,624
2018,"Wolfenbüttel",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,692
2018,"Göttingen",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,549
2018,"Statistische Region Braunschweig",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,585
2018,"Region Hannover",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,673
2018,"dav. Hannover, Lhst.",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,648
2018,"dav. Hannover, Umland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,699
2018,"Diepholz",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,592
2018,"Hameln-Pyrmont",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,687
2018,"Hildesheim",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,608
2018,"Holzminden",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,598
2018,"Nienburg (Weser)",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,713
2018,"Schaumburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,692
2018,"Statistische Region Hannover",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,661
2018,"Celle",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,640
2018,"Cuxhaven",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,671
2018,"Harburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,434
2018,"Lüchow-Dannenberg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,432
2018,"Lüneburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,707
2018,"Osterholz",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,603
2018,"Rotenburg (Wümme)",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,520
2018,"Heidekreis",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,413
2018,"Stade",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,594
2018,"Uelzen",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,530
2018,"Verden",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,578
2018,"Statistische Region Lüneburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,570
2018,"Delmenhorst, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,615
2018,"Emden, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,622
2018,"Oldenburg (Oldb), Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,667
2018,"Osnabrück, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,584
2018,"Wilhelmshaven, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,767
2018,"Ammerland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,641
2018,"Aurich",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,522
2018,"Cloppenburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,364
2018,"Emsland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,343
2018,"Friesland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,740
2018,"Grafschaft Bentheim",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,295
2018,"Leer",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,516
2018,"Oldenburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,559
2018,"Osnabrück",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,320
2018,"Vechta",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,404
2018,"Wesermarsch",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,619
2018,"Wittmund",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,545
2018,"Statistische Region Weser-Ems",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,484
2018,"Niedersachsen",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,571
2017,"Braunschweig, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,430
2017,"Salzgitter, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,717
2017,"Wolfsburg, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,496
2017,"Gifhorn",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,606
2017,"Goslar",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,686
2017,"Helmstedt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,670
2017,"Northeim",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,725
2017,"Peine",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,631
2017,"Wolfenbüttel",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,732
2017,"Göttingen",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,567
2017,"Statistische Region Braunschweig",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,614
2017,"Region Hannover",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,714
2017,"dav. Hannover, Lhst.",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,694
2017,"dav. Hannover, Umland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,717
2017,"Diepholz",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,617
2017,"Hameln-Pyrmont",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,721
2017,"Hildesheim",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,629
2017,"Holzminden",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,703
2017,"Nienburg (Weser)",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,766
2017,"Schaumburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,742
2017,"Statistische Region Hannover",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,702
2017,"Celle",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,663
2017,"Cuxhaven",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,717
2017,"Harburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,465
2017,"Lüchow-Dannenberg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,464
2017,"Lüneburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,692
2017,"Osterholz",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,642
2017,"Rotenburg (Wümme)",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,553
2017,"Heidekreis",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,434
2017,"Stade",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,655
2017,"Uelzen",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,603
2017,"Verden",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,595
2017,"Statistische Region Lüneburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,604
2017,"Delmenhorst, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,667
2017,"Emden, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,625
2017,"Oldenburg (Oldb), Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,680
2017,"Osnabrück, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,649
2017,"Wilhelmshaven, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,795
2017,"Ammerland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,669
2017,"Aurich",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,515
2017,"Cloppenburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,439
2017,"Emsland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,382
2017,"Friesland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,718
2017,"Grafschaft Bentheim",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,303
2017,"Leer",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,505
2017,"Oldenburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,615
2017,"Osnabrück",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,363
2017,"Vechta",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,455
2017,"Wesermarsch",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,677
2017,"Wittmund",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,609
2017,"Statistische Region Weser-Ems",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,520
2017,"Niedersachsen",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,606
2016,"Braunschweig, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,400
2016,"Salzgitter, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,677
2016,"Wolfsburg, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,475
2016,"Gifhorn",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,622
2016,"Goslar",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,687
2016,"Helmstedt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,660
2016,"Northeim",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,741
2016,"Peine",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,634
2016,"Wolfenbüttel",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,734
2016,"Göttingen",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,564
2016,"Statistische Region Braunschweig",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,602
2016,"Region Hannover",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,740
2016,"dav. Hannover, Lhst.",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,733
2016,"dav. Hannover, Umland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,722
2016,"Diepholz",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,620
2016,"Hameln-Pyrmont",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,752
2016,"Hildesheim",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,636
2016,"Holzminden",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,688
2016,"Nienburg (Weser)",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,798
2016,"Schaumburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,727
2016,"Statistische Region Hannover",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,721
2016,"Celle",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,668
2016,"Cuxhaven",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,740
2016,"Harburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,445
2016,"Lüchow-Dannenberg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,507
2016,"Lüneburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,693
2016,"Osterholz",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,667
2016,"Rotenburg (Wümme)",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,596
2016,"Heidekreis",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,401
2016,"Stade",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,657
2016,"Uelzen",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,631
2016,"Verden",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,614
2016,"Statistische Region Lüneburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,609
2016,"Delmenhorst, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,708
2016,"Emden, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,635
2016,"Oldenburg (Oldb), Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,686
2016,"Osnabrück, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,632
2016,"Wilhelmshaven, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,783
2016,"Ammerland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,702
2016,"Aurich",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,549
2016,"Cloppenburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,532
2016,"Emsland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,420
2016,"Friesland",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,828
2016,"Grafschaft Bentheim",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,312
2016,"Leer",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,515
2016,"Oldenburg",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,651
2016,"Osnabrück",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,403
2016,"Vechta",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,476
2016,"Wesermarsch",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,699
2016,"Wittmund",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,585
2016,"Statistische Region Weser-Ems",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,546
2016,"Niedersachsen",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,620
2015,"Braunschweig, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,316
2015,"Salzgitter, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,585
2015,"Wolfsburg, Stadt",im Alter bis unter 18 Jahren,Ausländerinnen und Ausländer,K030,432
