AGS,Year,Nationalität,Gebietseinheit,GeoCode,Value
153,2020,Ausländerinnen und Ausländer,"Goslar",K03153,116
154,2020,Ausländerinnen und Ausländer,"Helmstedt",K03154,70
155,2020,Ausländerinnen und Ausländer,"Northeim",K03155,103
157,2020,Ausländerinnen und Ausländer,"Peine",K03157,104
158,2020,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,95
159,2020,Ausländerinnen und Ausländer,"Göttingen",K03159,311
1,2020,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,1657
241,2020,Ausländerinnen und Ausländer,"Hannover  Region",K03241,1763
241001,2020,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,1020
241999,2020,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,743
251,2020,Ausländerinnen und Ausländer,"Diepholz",K03251,228
252,2020,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,202
254,2020,Ausländerinnen und Ausländer,"Hildesheim",K03254,269
255,2020,Ausländerinnen und Ausländer,"Holzminden",K03255,55
256,2020,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,119
257,2020,Ausländerinnen und Ausländer,"Schaumburg",K03257,129
2,2020,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,2765
351,2020,Ausländerinnen und Ausländer,"Celle",K03351,170
352,2020,Ausländerinnen und Ausländer,"Cuxhaven",K03352,111
353,2020,Ausländerinnen und Ausländer,"Harburg",K03353,196
354,2020,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,35
355,2020,Ausländerinnen und Ausländer,"Lüneburg",K03355,137
356,2020,Ausländerinnen und Ausländer,"Osterholz",K03356,61
357,2020,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,117
358,2020,Ausländerinnen und Ausländer,"Heidekreis",K03358,180
359,2020,Ausländerinnen und Ausländer,"Stade",K03359,235
360,2020,Ausländerinnen und Ausländer,"Uelzen",K03360,66
361,2020,Ausländerinnen und Ausländer,"Verden",K03361,108
3,2020,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,1416
401,2020,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,179
402,2020,Ausländerinnen und Ausländer,"Emden  Stadt",K03402,75
403,2020,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,256
404,2020,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,242
405,2020,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,150
451,2020,Ausländerinnen und Ausländer,"Ammerland",K03451,81
452,2020,Ausländerinnen und Ausländer,"Aurich",K03452,122
453,2020,Ausländerinnen und Ausländer,"Cloppenburg",K03453,284
454,2020,Ausländerinnen und Ausländer,"Emsland",K03454,434
455,2020,Ausländerinnen und Ausländer,"Friesland",K03455,47
456,2020,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,175
457,2020,Ausländerinnen und Ausländer,"Leer",K03457,209
458,2020,Ausländerinnen und Ausländer,"Oldenburg",K03458,120
459,2020,Ausländerinnen und Ausländer,"Osnabrück",K03459,382
460,2020,Ausländerinnen und Ausländer,"Vechta",K03460,288
461,2020,Ausländerinnen und Ausländer,"Wesermarsch",K03461,83
462,2020,Ausländerinnen und Ausländer,"Wittmund",K03462,39
4,2020,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,3166
0,2020,Ausländerinnen und Ausländer,"Niedersachsen",K030,9004
101,2021,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,261
102,2021,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,290
103,2021,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,213
151,2021,Ausländerinnen und Ausländer,"Gifhorn",K03151,139
153,2021,Ausländerinnen und Ausländer,"Goslar",K03153,141
154,2021,Ausländerinnen und Ausländer,"Helmstedt",K03154,85
155,2021,Ausländerinnen und Ausländer,"Northeim",K03155,106
157,2021,Ausländerinnen und Ausländer,"Peine",K03157,143
158,2021,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,73
159,2021,Ausländerinnen und Ausländer,"Göttingen",K03159,315
1,2021,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,1766
241,2021,Ausländerinnen und Ausländer,"Hannover  Region",K03241,1751
241001,2021,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,1012
241999,2021,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,2763
251,2021,Ausländerinnen und Ausländer,"Diepholz",K03251,215
252,2021,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,200
254,2021,Ausländerinnen und Ausländer,"Hildesheim",K03254,283
255,2021,Ausländerinnen und Ausländer,"Holzminden",K03255,59
256,2021,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,115
257,2021,Ausländerinnen und Ausländer,"Schaumburg",K03257,155
2,2021,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,2778
351,2021,Ausländerinnen und Ausländer,"Celle",K03351,175
352,2021,Ausländerinnen und Ausländer,"Cuxhaven",K03352,113
353,2021,Ausländerinnen und Ausländer,"Harburg",K03353,229
354,2021,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,20
355,2021,Ausländerinnen und Ausländer,"Lüneburg",K03355,136
356,2021,Ausländerinnen und Ausländer,"Osterholz",K03356,64
357,2021,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,119
358,2021,Ausländerinnen und Ausländer,"Heidekreis",K03358,133
359,2021,Ausländerinnen und Ausländer,"Stade",K03359,228
360,2021,Ausländerinnen und Ausländer,"Uelzen",K03360,77
361,2021,Ausländerinnen und Ausländer,"Verden",K03361,109
3,2021,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,1403
401,2021,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,220
402,2021,Ausländerinnen und Ausländer,"Emden  Stadt",K03402,80
403,2021,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,251
404,2021,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,256
405,2021,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,120
451,2021,Ausländerinnen und Ausländer,"Ammerland",K03451,90
452,2021,Ausländerinnen und Ausländer,"Aurich",K03452,119
453,2021,Ausländerinnen und Ausländer,"Cloppenburg",K03453,270
454,2021,Ausländerinnen und Ausländer,"Emsland",K03454,439
455,2021,Ausländerinnen und Ausländer,"Friesland",K03455,54
456,2021,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,172
457,2021,Ausländerinnen und Ausländer,"Leer",K03457,166
458,2021,Ausländerinnen und Ausländer,"Oldenburg",K03458,123
459,2021,Ausländerinnen und Ausländer,"Osnabrück",K03459,406
460,2021,Ausländerinnen und Ausländer,"Vechta",K03460,276
461,2021,Ausländerinnen und Ausländer,"Wesermarsch",K03461,73
462,2021,Ausländerinnen und Ausländer,"Wittmund",K03462,37
4,2021,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,3152
101,2022,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,269
102,2022,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,288
103,2022,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,209
151,2022,Ausländerinnen und Ausländer,"Gifhorn",K03151,150
153,2022,Ausländerinnen und Ausländer,"Goslar",K03153,120
154,2022,Ausländerinnen und Ausländer,"Helmstedt",K03154,90
155,2022,Ausländerinnen und Ausländer,"Northeim",K03155,111
157,2022,Ausländerinnen und Ausländer,"Peine",K03157,128
158,2022,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,106
159,2022,Ausländerinnen und Ausländer,"Göttingen",K03159,366
1,2022,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,1837
241,2022,Ausländerinnen und Ausländer,"Region Hannover",K03241,1734
241001,2022,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,978
241999,2022,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,756
251,2022,Ausländerinnen und Ausländer,"Diepholz",K03251,231
252,2022,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,212
254,2022,Ausländerinnen und Ausländer,"Hildesheim",K03254,281
255,2022,Ausländerinnen und Ausländer,"Holzminden",K03255,85
256,2022,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,127
257,2022,Ausländerinnen und Ausländer,"Schaumburg",K03257,162
2,2022,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,2832
351,2022,Ausländerinnen und Ausländer,"Celle",K03351,139
352,2022,Ausländerinnen und Ausländer,"Cuxhaven",K03352,136
353,2022,Ausländerinnen und Ausländer,"Harburg",K03353,200
354,2022,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,37
355,2022,Ausländerinnen und Ausländer,"Lüneburg",K03355,141
356,2022,Ausländerinnen und Ausländer,"Osterholz",K03356,76
357,2022,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,154
358,2022,Ausländerinnen und Ausländer,"Heidekreis",K03358,169
359,2022,Ausländerinnen und Ausländer,"Stade",K03359,256
360,2022,Ausländerinnen und Ausländer,"Uelzen",K03360,84
361,2022,Ausländerinnen und Ausländer,"Verden",K03361,146
3,2022,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,1538
401,2022,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,205
402,2022,Ausländerinnen und Ausländer,"Emden, Stadt",K03402,77
403,2022,Ausländerinnen und Ausländer,"Oldenburg (Oldb), Stadt",K03403,265
404,2022,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,235
405,2022,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,118
451,2022,Ausländerinnen und Ausländer,"Ammerland",K03451,97
452,2022,Ausländerinnen und Ausländer,"Aurich",K03452,144
453,2022,Ausländerinnen und Ausländer,"Cloppenburg",K03453,307
454,2022,Ausländerinnen und Ausländer,"Emsland",K03454,471
455,2022,Ausländerinnen und Ausländer,"Friesland",K03455,53
456,2022,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,206
457,2022,Ausländerinnen und Ausländer,"Leer",K03457,185
458,2022,Ausländerinnen und Ausländer,"Oldenburg",K03458,147
459,2022,Ausländerinnen und Ausländer,"Osnabrück",K03459,378
460,2022,Ausländerinnen und Ausländer,"Vechta",K03460,270
461,2022,Ausländerinnen und Ausländer,"Wesermarsch",K03461,103
462,2022,Ausländerinnen und Ausländer,"Wittmund",K03462,41
4,2022,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,3302
0,2022,Ausländerinnen und Ausländer,"Niedersachsen",K030,9509
101,2005,Deutsche,"Braunschweig, Stadt",K03101,1968
102,2005,Deutsche,"Salzgitter, Stadt",K03102,825
103,2005,Deutsche,"Wolfsburg, Stadt",K03103,853
151,2005,Deutsche,"Gifhorn",K03151,1537
153,2005,Deutsche,"Goslar",K03153,940
154,2005,Deutsche,"Helmstedt",K03154,673
155,2005,Deutsche,"Northeim",K03155,1037
157,2005,Deutsche,"Peine",K03157,1089
158,2005,Deutsche,"Wolfenbüttel",K03158,916
159,2005,Deutsche,"Göttingen",K03159,2531
1,2005,Deutsche,"Statistische Region Braunschweig",K031,12369
241,2005,Deutsche,"Hannover  Region",K03241,9082
241001,2005,Deutsche,"dav. Hannover, Lhst.",K03241001,4519
241999,2005,Deutsche,"dav. Hannover, Umland",K03241999,4563
251,2005,Deutsche,"Diepholz",K03251,1728
252,2005,Deutsche,"Hameln-Pyrmont",K03252,1189
254,2005,Deutsche,"Hildesheim",K03254,2221
255,2005,Deutsche,"Holzminden",K03255,548
256,2005,Deutsche,"Nienburg (Weser)",K03256,1035
257,2005,Deutsche,"Schaumburg",K03257,1187
2,2005,Deutsche,"Statistische Region Hannover",K032,16990
351,2005,Deutsche,"Celle",K03351,1602
352,2005,Deutsche,"Cuxhaven",K03352,1438
353,2005,Deutsche,"Harburg",K03353,1990
354,2005,Deutsche,"Lüchow-Dannenberg",K03354,415
355,2005,Deutsche,"Lüneburg",K03355,1445
356,2005,Deutsche,"Osterholz",K03356,798
357,2005,Deutsche,"Rotenburg (Wümme)",K03357,1424
358,2005,Deutsche,"Heidekreis",K03358,1175
359,2005,Deutsche,"Stade",K03359,1633
360,2005,Deutsche,"Uelzen",K03360,713
361,2005,Deutsche,"Verden",K03361,1113
3,2005,Deutsche,"Statistische Region Lüneburg",K033,13746
401,2005,Deutsche,"Delmenhorst, Stadt",K03401,604
402,2005,Deutsche,"Emden  Stadt",K03402,390
403,2005,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1311
404,2005,Deutsche,"Osnabrück, Stadt",K03404,1319
405,2005,Deutsche,"Wilhelmshaven, Stadt",K03405,563
451,2005,Deutsche,"Ammerland",K03451,984
452,2005,Deutsche,"Aurich",K03452,1616
453,2005,Deutsche,"Cloppenburg",K03453,1683
454,2005,Deutsche,"Emsland",K03454,2937
455,2005,Deutsche,"Friesland",K03455,687
456,2005,Deutsche,"Grafschaft Bentheim",K03456,1154
457,2005,Deutsche,"Leer",K03457,1444
458,2005,Deutsche,"Oldenburg",K03458,1060
459,2005,Deutsche,"Osnabrück",K03459,3274
460,2005,Deutsche,"Vechta",K03460,1344
461,2005,Deutsche,"Wesermarsch",K03461,740
462,2005,Deutsche,"Wittmund",K03462,474
4,2005,Deutsche,"Statistische Region Weser-Ems",K034,21584
0,2005,Deutsche,"Niedersachsen",K030,64689
101,2006,Deutsche,"Braunschweig, Stadt",K03101,1999
102,2006,Deutsche,"Salzgitter, Stadt",K03102,812
103,2006,Deutsche,"Wolfsburg, Stadt",K03103,893
151,2006,Deutsche,"Gifhorn",K03151,1463
153,2006,Deutsche,"Goslar",K03153,914
154,2006,Deutsche,"Helmstedt",K03154,685
155,2006,Deutsche,"Northeim",K03155,984
157,2006,Deutsche,"Peine",K03157,1061
158,2006,Deutsche,"Wolfenbüttel",K03158,894
159,2006,Deutsche,"Göttingen",K03159,2487
1,2006,Deutsche,"Statistische Region Braunschweig",K031,12192
241,2006,Deutsche,"Hannover  Region",K03241,9079
241001,2006,Deutsche,"dav. Hannover, Lhst.",K03241001,4537
241999,2006,Deutsche,"dav. Hannover, Umland",K03241999,4542
251,2006,Deutsche,"Diepholz",K03251,1630
252,2006,Deutsche,"Hameln-Pyrmont",K03252,1111
254,2006,Deutsche,"Hildesheim",K03254,2059
255,2006,Deutsche,"Holzminden",K03255,521
256,2006,Deutsche,"Nienburg (Weser)",K03256,982
257,2006,Deutsche,"Schaumburg",K03257,1276
2,2006,Deutsche,"Statistische Region Hannover",K032,16658
351,2006,Deutsche,"Celle",K03351,1467
352,2006,Deutsche,"Cuxhaven",K03352,1435
353,2006,Deutsche,"Harburg",K03353,1843
354,2006,Deutsche,"Lüchow-Dannenberg",K03354,351
355,2006,Deutsche,"Lüneburg",K03355,1496
356,2006,Deutsche,"Osterholz",K03356,832
357,2006,Deutsche,"Rotenburg (Wümme)",K03357,1418
358,2006,Deutsche,"Heidekreis",K03358,1178
359,2006,Deutsche,"Stade",K03359,1672
360,2006,Deutsche,"Uelzen",K03360,727
361,2006,Deutsche,"Verden",K03361,1083
3,2006,Deutsche,"Statistische Region Lüneburg",K033,13502
401,2006,Deutsche,"Delmenhorst, Stadt",K03401,623
402,2006,Deutsche,"Emden  Stadt",K03402,430
403,2006,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1318
404,2006,Deutsche,"Osnabrück, Stadt",K03404,1274
405,2006,Deutsche,"Wilhelmshaven, Stadt",K03405,583
451,2006,Deutsche,"Ammerland",K03451,949
452,2006,Deutsche,"Aurich",K03452,1522
453,2006,Deutsche,"Cloppenburg",K03453,1663
454,2006,Deutsche,"Emsland",K03454,2769
455,2006,Deutsche,"Friesland",K03455,687
456,2006,Deutsche,"Grafschaft Bentheim",K03456,1136
457,2006,Deutsche,"Leer",K03457,1350
458,2006,Deutsche,"Oldenburg",K03458,987
459,2006,Deutsche,"Osnabrück",K03459,3073
460,2006,Deutsche,"Vechta",K03460,1185
461,2006,Deutsche,"Wesermarsch",K03461,685
462,2006,Deutsche,"Wittmund",K03462,467
4,2006,Deutsche,"Statistische Region Weser-Ems",K034,20701
0,2006,Deutsche,"Niedersachsen",K030,63053
101,2007,Deutsche,"Braunschweig, Stadt",K03101,2110
102,2007,Deutsche,"Salzgitter, Stadt",K03102,784
103,2007,Deutsche,"Wolfsburg, Stadt",K03103,903
151,2007,Deutsche,"Gifhorn",K03151,1509
153,2007,Deutsche,"Goslar",K03153,903
154,2007,Deutsche,"Helmstedt",K03154,712
155,2007,Deutsche,"Northeim",K03155,986
157,2007,Deutsche,"Peine",K03157,1013
158,2007,Deutsche,"Wolfenbüttel",K03158,885
159,2007,Deutsche,"Göttingen",K03159,2555
1,2007,Deutsche,"Statistische Region Braunschweig",K031,12360
241,2007,Deutsche,"Hannover  Region",K03241,9328
241001,2007,Deutsche,"dav. Hannover, Lhst.",K03241001,4755
241999,2007,Deutsche,"dav. Hannover, Umland",K03241999,4573
251,2007,Deutsche,"Diepholz",K03251,1611
252,2007,Deutsche,"Hameln-Pyrmont",K03252,1116
254,2007,Deutsche,"Hildesheim",K03254,2071
255,2007,Deutsche,"Holzminden",K03255,491
256,2007,Deutsche,"Nienburg (Weser)",K03256,979
257,2007,Deutsche,"Schaumburg",K03257,1152
2,2007,Deutsche,"Statistische Region Hannover",K032,16748
351,2007,Deutsche,"Celle",K03351,1438
352,2007,Deutsche,"Cuxhaven",K03352,1457
353,2007,Deutsche,"Harburg",K03353,1955
354,2007,Deutsche,"Lüchow-Dannenberg",K03354,337
355,2007,Deutsche,"Lüneburg",K03355,1479
356,2007,Deutsche,"Osterholz",K03356,824
357,2007,Deutsche,"Rotenburg (Wümme)",K03357,1418
358,2007,Deutsche,"Heidekreis",K03358,1120
359,2007,Deutsche,"Stade",K03359,1622
360,2007,Deutsche,"Uelzen",K03360,685
361,2007,Deutsche,"Verden",K03361,1102
3,2007,Deutsche,"Statistische Region Lüneburg",K033,13437
401,2007,Deutsche,"Delmenhorst, Stadt",K03401,574
402,2007,Deutsche,"Emden  Stadt",K03402,398
403,2007,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1264
404,2007,Deutsche,"Osnabrück, Stadt",K03404,1389
405,2007,Deutsche,"Wilhelmshaven, Stadt",K03405,570
451,2007,Deutsche,"Ammerland",K03451,872
452,2007,Deutsche,"Aurich",K03452,1579
453,2007,Deutsche,"Cloppenburg",K03453,1603
454,2007,Deutsche,"Emsland",K03454,2756
455,2007,Deutsche,"Friesland",K03455,730
456,2007,Deutsche,"Grafschaft Bentheim",K03456,1027
457,2007,Deutsche,"Leer",K03457,1364
458,2007,Deutsche,"Oldenburg",K03458,931
459,2007,Deutsche,"Osnabrück",K03459,2931
460,2007,Deutsche,"Vechta",K03460,1281
461,2007,Deutsche,"Wesermarsch",K03461,685
462,2007,Deutsche,"Wittmund",K03462,442
4,2007,Deutsche,"Statistische Region Weser-Ems",K034,20396
0,2007,Deutsche,"Niedersachsen",K030,62941
101,2008,Deutsche,"Braunschweig, Stadt",K03101,2060
102,2008,Deutsche,"Salzgitter, Stadt",K03102,807
103,2008,Deutsche,"Wolfsburg, Stadt",K03103,894
151,2008,Deutsche,"Gifhorn",K03151,1479
153,2008,Deutsche,"Goslar",K03153,943
154,2008,Deutsche,"Helmstedt",K03154,646
155,2008,Deutsche,"Northeim",K03155,991
157,2008,Deutsche,"Peine",K03157,1049
158,2008,Deutsche,"Wolfenbüttel",K03158,831
159,2008,Deutsche,"Göttingen",K03159,2380
1,2008,Deutsche,"Statistische Region Braunschweig",K031,12080
241,2008,Deutsche,"Hannover  Region",K03241,9406
241001,2008,Deutsche,"dav. Hannover, Lhst.",K03241001,4732
241999,2008,Deutsche,"dav. Hannover, Umland",K03241999,4674
251,2008,Deutsche,"Diepholz",K03251,1637
252,2008,Deutsche,"Hameln-Pyrmont",K03252,1120
254,2008,Deutsche,"Hildesheim",K03254,2074
255,2008,Deutsche,"Holzminden",K03255,498
256,2008,Deutsche,"Nienburg (Weser)",K03256,959
257,2008,Deutsche,"Schaumburg",K03257,1121
2,2008,Deutsche,"Statistische Region Hannover",K032,16815
351,2008,Deutsche,"Celle",K03351,1422
352,2008,Deutsche,"Cuxhaven",K03352,1514
353,2008,Deutsche,"Harburg",K03353,1952
354,2008,Deutsche,"Lüchow-Dannenberg",K03354,300
355,2008,Deutsche,"Lüneburg",K03355,1452
356,2008,Deutsche,"Osterholz",K03356,772
357,2008,Deutsche,"Rotenburg (Wümme)",K03357,1332
358,2008,Deutsche,"Heidekreis",K03358,1094
359,2008,Deutsche,"Stade",K03359,1635
360,2008,Deutsche,"Uelzen",K03360,649
361,2008,Deutsche,"Verden",K03361,1076
3,2008,Deutsche,"Statistische Region Lüneburg",K033,13198
401,2008,Deutsche,"Delmenhorst, Stadt",K03401,583
402,2008,Deutsche,"Emden  Stadt",K03402,394
403,2008,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1298
404,2008,Deutsche,"Osnabrück, Stadt",K03404,1398
405,2008,Deutsche,"Wilhelmshaven, Stadt",K03405,574
451,2008,Deutsche,"Ammerland",K03451,901
452,2008,Deutsche,"Aurich",K03452,1520
453,2008,Deutsche,"Cloppenburg",K03453,1518
454,2008,Deutsche,"Emsland",K03454,2707
455,2008,Deutsche,"Friesland",K03455,689
456,2008,Deutsche,"Grafschaft Bentheim",K03456,1121
457,2008,Deutsche,"Leer",K03457,1314
458,2008,Deutsche,"Oldenburg",K03458,967
459,2008,Deutsche,"Osnabrück",K03459,3118
460,2008,Deutsche,"Vechta",K03460,1266
461,2008,Deutsche,"Wesermarsch",K03461,673
462,2008,Deutsche,"Wittmund",K03462,435
4,2008,Deutsche,"Statistische Region Weser-Ems",K034,20476
0,2008,Deutsche,"Niedersachsen",K030,62569
101,2009,Deutsche,"Braunschweig, Stadt",K03101,2050
102,2009,Deutsche,"Salzgitter, Stadt",K03102,749
103,2009,Deutsche,"Wolfsburg, Stadt",K03103,971
151,2009,Deutsche,"Gifhorn",K03151,1383
153,2009,Deutsche,"Goslar",K03153,824
154,2009,Deutsche,"Helmstedt",K03154,586
155,2009,Deutsche,"Northeim",K03155,889
157,2009,Deutsche,"Peine",K03157,983
158,2009,Deutsche,"Wolfenbüttel",K03158,758
159,2009,Deutsche,"Göttingen",K03159,2357
1,2009,Deutsche,"Statistische Region Braunschweig",K031,11550
241,2009,Deutsche,"Hannover  Region",K03241,9130
241001,2009,Deutsche,"dav. Hannover, Lhst.",K03241001,4682
241999,2009,Deutsche,"dav. Hannover, Umland",K03241999,4448
251,2009,Deutsche,"Diepholz",K03251,1502
252,2009,Deutsche,"Hameln-Pyrmont",K03252,1033
254,2009,Deutsche,"Hildesheim",K03254,1900
255,2009,Deutsche,"Holzminden",K03255,523
256,2009,Deutsche,"Nienburg (Weser)",K03256,900
257,2009,Deutsche,"Schaumburg",K03257,1100
2,2009,Deutsche,"Statistische Region Hannover",K032,16088
351,2009,Deutsche,"Celle",K03351,1399
352,2009,Deutsche,"Cuxhaven",K03352,1424
353,2009,Deutsche,"Harburg",K03353,1809
354,2009,Deutsche,"Lüchow-Dannenberg",K03354,305
355,2009,Deutsche,"Lüneburg",K03355,1467
356,2009,Deutsche,"Osterholz",K03356,779
357,2009,Deutsche,"Rotenburg (Wümme)",K03357,1318
358,2009,Deutsche,"Heidekreis",K03358,1086
359,2009,Deutsche,"Stade",K03359,1592
360,2009,Deutsche,"Uelzen",K03360,632
361,2009,Deutsche,"Verden",K03361,1046
3,2009,Deutsche,"Statistische Region Lüneburg",K033,12857
401,2009,Deutsche,"Delmenhorst, Stadt",K03401,520
402,2009,Deutsche,"Emden  Stadt",K03402,419
403,2009,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1322
404,2009,Deutsche,"Osnabrück, Stadt",K03404,1314
405,2009,Deutsche,"Wilhelmshaven, Stadt",K03405,535
451,2009,Deutsche,"Ammerland",K03451,831
452,2009,Deutsche,"Aurich",K03452,1440
453,2009,Deutsche,"Cloppenburg",K03453,1549
454,2009,Deutsche,"Emsland",K03454,2636
455,2009,Deutsche,"Friesland",K03455,682
456,2009,Deutsche,"Grafschaft Bentheim",K03456,1075
457,2009,Deutsche,"Leer",K03457,1301
458,2009,Deutsche,"Oldenburg",K03458,983
459,2009,Deutsche,"Osnabrück",K03459,2811
460,2009,Deutsche,"Vechta",K03460,1255
461,2009,Deutsche,"Wesermarsch",K03461,628
462,2009,Deutsche,"Wittmund",K03462,427
4,2009,Deutsche,"Statistische Region Weser-Ems",K034,19728
0,2009,Deutsche,"Niedersachsen",K030,60223
101,2010,Deutsche,"Braunschweig, Stadt",K03101,2152
102,2010,Deutsche,"Salzgitter, Stadt",K03102,755
103,2010,Deutsche,"Wolfsburg, Stadt",K03103,948
151,2010,Deutsche,"Gifhorn",K03151,1385
153,2010,Deutsche,"Goslar",K03153,847
154,2010,Deutsche,"Helmstedt",K03154,652
155,2010,Deutsche,"Northeim",K03155,931
157,2010,Deutsche,"Peine",K03157,980
158,2010,Deutsche,"Wolfenbüttel",K03158,825
159,2010,Deutsche,"Göttingen",K03159,2303
1,2010,Deutsche,"Statistische Region Braunschweig",K031,11778
241,2010,Deutsche,"Hannover  Region",K03241,9392
241001,2010,Deutsche,"dav. Hannover, Lhst.",K03241001,4848
241999,2010,Deutsche,"dav. Hannover, Umland",K03241999,4544
251,2010,Deutsche,"Diepholz",K03251,1554
252,2010,Deutsche,"Hameln-Pyrmont",K03252,1010
254,2010,Deutsche,"Hildesheim",K03254,1946
255,2010,Deutsche,"Holzminden",K03255,506
256,2010,Deutsche,"Nienburg (Weser)",K03256,949
257,2010,Deutsche,"Schaumburg",K03257,1109
2,2010,Deutsche,"Statistische Region Hannover",K032,16466
351,2010,Deutsche,"Celle",K03351,1370
352,2010,Deutsche,"Cuxhaven",K03352,1352
353,2010,Deutsche,"Harburg",K03353,1802
354,2010,Deutsche,"Lüchow-Dannenberg",K03354,321
355,2010,Deutsche,"Lüneburg",K03355,1489
356,2010,Deutsche,"Osterholz",K03356,777
357,2010,Deutsche,"Rotenburg (Wümme)",K03357,1317
358,2010,Deutsche,"Heidekreis",K03358,1134
359,2010,Deutsche,"Stade",K03359,1698
360,2010,Deutsche,"Uelzen",K03360,647
361,2010,Deutsche,"Verden",K03361,1099
3,2010,Deutsche,"Statistische Region Lüneburg",K033,13006
401,2010,Deutsche,"Delmenhorst, Stadt",K03401,565
402,2010,Deutsche,"Emden  Stadt",K03402,458
403,2010,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1289
404,2010,Deutsche,"Osnabrück, Stadt",K03404,1296
405,2010,Deutsche,"Wilhelmshaven, Stadt",K03405,594
451,2010,Deutsche,"Ammerland",K03451,918
452,2010,Deutsche,"Aurich",K03452,1477
453,2010,Deutsche,"Cloppenburg",K03453,1528
454,2010,Deutsche,"Emsland",K03454,2562
455,2010,Deutsche,"Friesland",K03455,680
456,2010,Deutsche,"Grafschaft Bentheim",K03456,1096
457,2010,Deutsche,"Leer",K03457,1316
458,2010,Deutsche,"Oldenburg",K03458,920
459,2010,Deutsche,"Osnabrück",K03459,2892
460,2010,Deutsche,"Vechta",K03460,1237
461,2010,Deutsche,"Wesermarsch",K03461,600
462,2010,Deutsche,"Wittmund",K03462,413
4,2010,Deutsche,"Statistische Region Weser-Ems",K034,19841
0,2010,Deutsche,"Niedersachsen",K030,61091
101,2011,Deutsche,"Braunschweig, Stadt",K03101,2134
102,2011,Deutsche,"Salzgitter, Stadt",K03102,766
103,2011,Deutsche,"Wolfsburg, Stadt",K03103,951
151,2011,Deutsche,"Gifhorn",K03151,1268
