AGS,Year,Gebietseinheit,Aufenthaltsdauer,Geschlecht,GeoCode,Value
254,2005,"Hildesheim",6 - 8,männlich,K03254,545
255,2005,"Holzminden",6 - 8,männlich,K03255,105
256,2005,"Nienburg (Weser)",6 - 8,männlich,K03256,211
257,2005,"Schaumburg",6 - 8,männlich,K03257,353
2,2005,"Statistische Region Hannover",6 - 8,männlich,K032,6502
351,2005,"Celle",6 - 8,männlich,K03351,278
352,2005,"Cuxhaven",6 - 8,männlich,K03352,330
353,2005,"Harburg",6 - 8,männlich,K03353,383
354,2005,"Lüchow-Dannenberg",6 - 8,männlich,K03354,51
355,2005,"Lüneburg",6 - 8,männlich,K03355,219
356,2005,"Osterholz",6 - 8,männlich,K03356,145
357,2005,"Rotenburg (Wümme)",6 - 8,männlich,K03357,283
358,2005,"Heidekreis",6 - 8,männlich,K03358,236
359,2005,"Stade",6 - 8,männlich,K03359,352
360,2005,"Uelzen",6 - 8,männlich,K03360,107
361,2005,"Verden",6 - 8,männlich,K03361,231
3,2005,"Statistische Region Lüneburg",6 - 8,männlich,K033,2615
401,2005,"Delmenhorst, Stadt",6 - 8,männlich,K03401,233
402,2005,"Emden, Stadt",6 - 8,männlich,K03402,111
403,2005,"Oldenburg (Oldb), Stadt",6 - 8,männlich,K03403,461
404,2005,"Osnabrück, Stadt",6 - 8,männlich,K03404,618
405,2005,"Wilhelmshaven, Stadt",6 - 8,männlich,K03405,157
451,2005,"Ammerland",6 - 8,männlich,K03451,181
452,2005,"Aurich",6 - 8,männlich,K03452,274
453,2005,"Cloppenburg",6 - 8,männlich,K03453,331
454,2005,"Emsland",6 - 8,männlich,K03454,458
455,2005,"Friesland",6 - 8,männlich,K03455,92
456,2005,"Grafschaft Bentheim",6 - 8,männlich,K03456,348
457,2005,"Leer",6 - 8,männlich,K03457,252
458,2005,"Oldenburg",6 - 8,männlich,K03458,185
459,2005,"Osnabrück",6 - 8,männlich,K03459,647
460,2005,"Vechta",6 - 8,männlich,K03460,438
461,2005,"Wesermarsch",6 - 8,männlich,K03461,161
462,2005,"Wittmund",6 - 8,männlich,K03462,68
4,2005,"Statistische Region Weser-Ems",6 - 8,männlich,K034,5015
0,2005,"Niedersachsen",6 - 8,männlich,,17903
101,2004,"Braunschweig, Stadt",6 - 8,männlich,K03101,700
102,2004,"Salzgitter, Stadt",6 - 8,männlich,K03102,334
103,2004,"Wolfsburg, Stadt",6 - 8,männlich,K03103,342
151,2004,"Gifhorn",6 - 8,männlich,K03151,290
153,2004,"Goslar",6 - 8,männlich,K03153,190
154,2004,"Helmstedt",6 - 8,männlich,K03154,113
155,2004,"Northeim",6 - 8,männlich,K03155,178
157,2004,"Peine",6 - 8,männlich,K03157,265
158,2004,"Wolfenbüttel",6 - 8,männlich,K03158,176
159,2004,"Göttingen",6 - 8,männlich,K03159,696
1,2004,"Statistische Region Braunschweig",6 - 8,männlich,K031,3298
241,2004,"Region Hannover",6 - 8,männlich,K03241,4596
241001,2004,"dav. Hannover, Lhst.",6 - 8,männlich,K03241001,3113
241999,2004,"dav. Hannover, Umland",6 - 8,männlich,K03241999,1483
251,2004,"Diepholz",6 - 8,männlich,K03251,351
252,2004,"Hameln-Pyrmont",6 - 8,männlich,K03252,433
254,2004,"Hildesheim",6 - 8,männlich,K03254,544
255,2004,"Holzminden",6 - 8,männlich,K03255,110
256,2004,"Nienburg (Weser)",6 - 8,männlich,K03256,213
257,2004,"Schaumburg",6 - 8,männlich,K03257,318
2,2004,"Statistische Region Hannover",6 - 8,männlich,K032,6568
351,2004,"Celle",6 - 8,männlich,K03351,299
352,2004,"Cuxhaven",6 - 8,männlich,K03352,290
353,2004,"Harburg",6 - 8,männlich,K03353,315
354,2004,"Lüchow-Dannenberg",6 - 8,männlich,K03354,49
355,2004,"Lüneburg",6 - 8,männlich,K03355,258
356,2004,"Osterholz",6 - 8,männlich,K03356,135
357,2004,"Rotenburg (Wümme)",6 - 8,männlich,K03357,249
358,2004,"Heidekreis",6 - 8,männlich,K03358,223
359,2004,"Stade",6 - 8,männlich,K03359,332
360,2004,"Uelzen",6 - 8,männlich,K03360,108
361,2004,"Verden",6 - 8,männlich,K03361,230
3,2004,"Statistische Region Lüneburg",6 - 8,männlich,K033,2488
401,2004,"Delmenhorst, Stadt",6 - 8,männlich,K03401,265
402,2004,"Emden, Stadt",6 - 8,männlich,K03402,98
403,2004,"Oldenburg (Oldb), Stadt",6 - 8,männlich,K03403,407
404,2004,"Osnabrück, Stadt",6 - 8,männlich,K03404,595
405,2004,"Wilhelmshaven, Stadt",6 - 8,männlich,K03405,147
451,2004,"Ammerland",6 - 8,männlich,K03451,144
452,2004,"Aurich",6 - 8,männlich,K03452,200
453,2004,"Cloppenburg",6 - 8,männlich,K03453,285
454,2004,"Emsland",6 - 8,männlich,K03454,422
455,2004,"Friesland",6 - 8,männlich,K03455,97
456,2004,"Grafschaft Bentheim",6 - 8,männlich,K03456,329
457,2004,"Leer",6 - 8,männlich,K03457,235
458,2004,"Oldenburg",6 - 8,männlich,K03458,165
459,2004,"Osnabrück",6 - 8,männlich,K03459,664
460,2004,"Vechta",6 - 8,männlich,K03460,396
461,2004,"Wesermarsch",6 - 8,männlich,K03461,179
462,2004,"Wittmund",6 - 8,männlich,K03462,59
4,2004,"Statistische Region Weser-Ems",6 - 8,männlich,K034,4717
0,2004,"Niedersachsen",6 - 8,männlich,,17071
101,2020,"Braunschweig, Stadt",8 - 10,männlich,K03101,910
102,2020,"Salzgitter, Stadt",8 - 10,männlich,K03102,385
103,2020,"Wolfsburg, Stadt",8 - 10,männlich,K03103,520
151,2020,"Gifhorn",8 - 10,männlich,K03151,295
153,2020,"Goslar",8 - 10,männlich,K03153,305
154,2020,"Helmstedt",8 - 10,männlich,K03154,155
155,2020,"Northeim",8 - 10,männlich,K03155,210
157,2020,"Peine",8 - 10,männlich,K03157,285
158,2020,"Wolfenbüttel",8 - 10,männlich,K03158,185
159,2020,"Göttingen",8 - 10,männlich,K03159,710
1,2020,"Statistische Region Braunschweig",8 - 10,männlich,K031,3960
241,2020,"Region Hannover",8 - 10,männlich,K03241,5865
241001,2020,"dav. Hannover, Lhst.",8 - 10,männlich,K03241001,3955
241999,2020,"dav. Hannover, Umland",8 - 10,männlich,K03241999,1910
251,2020,"Diepholz",8 - 10,männlich,K03251,665
252,2020,"Hameln-Pyrmont",8 - 10,männlich,K03252,345
254,2020,"Hildesheim",8 - 10,männlich,K03254,670
255,2020,"Holzminden",8 - 10,männlich,K03255,95
256,2020,"Nienburg (Weser)",8 - 10,männlich,K03256,325
257,2020,"Schaumburg",8 - 10,männlich,K03257,325
2,2020,"Statistische Region Hannover",8 - 10,männlich,K032,8285
351,2020,"Celle",8 - 10,männlich,K03351,330
352,2020,"Cuxhaven",8 - 10,männlich,K03352,355
353,2020,"Harburg",8 - 10,männlich,K03353,585
354,2020,"Lüchow-Dannenberg",8 - 10,männlich,K03354,100
355,2020,"Lüneburg",8 - 10,männlich,K03355,295
356,2020,"Osterholz",8 - 10,männlich,K03356,205
357,2020,"Rotenburg (Wümme)",8 - 10,männlich,K03357,315
358,2020,"Heidekreis",8 - 10,männlich,K03358,425
359,2020,"Stade",8 - 10,männlich,K03359,720
360,2020,"Uelzen",8 - 10,männlich,K03360,145
361,2020,"Verden",8 - 10,männlich,K03361,285
3,2020,"Statistische Region Lüneburg",8 - 10,männlich,K033,3760
401,2020,"Delmenhorst, Stadt",8 - 10,männlich,K03401,360
402,2020,"Emden, Stadt",8 - 10,männlich,K03402,200
403,2020,"Oldenburg (Oldb), Stadt",8 - 10,männlich,K03403,530
404,2020,"Osnabrück, Stadt",8 - 10,männlich,K03404,710
405,2020,"Wilhelmshaven, Stadt",8 - 10,männlich,K03405,230
451,2020,"Ammerland",8 - 10,männlich,K03451,350
452,2020,"Aurich",8 - 10,männlich,K03452,300
453,2020,"Cloppenburg",8 - 10,männlich,K03453,900
454,2020,"Emsland",8 - 10,männlich,K03454,1765
455,2020,"Friesland",8 - 10,männlich,K03455,120
456,2020,"Grafschaft Bentheim",8 - 10,männlich,K03456,780
457,2020,"Leer",8 - 10,männlich,K03457,490
458,2020,"Oldenburg",8 - 10,männlich,K03458,450
459,2020,"Osnabrück",8 - 10,männlich,K03459,1145
460,2020,"Vechta",8 - 10,männlich,K03460,890
461,2020,"Wesermarsch",8 - 10,männlich,K03461,185
462,2020,"Wittmund",8 - 10,männlich,K03462,85
4,2020,"Statistische Region Weser-Ems",8 - 10,männlich,K034,9485
0,2020,"Niedersachsen",8 - 10,männlich,,25495
101,2019,"Braunschweig, Stadt",8 - 10,männlich,K03101,675
102,2019,"Salzgitter, Stadt",8 - 10,männlich,K03102,275
103,2019,"Wolfsburg, Stadt",8 - 10,männlich,K03103,395
151,2019,"Gifhorn",8 - 10,männlich,K03151,220
153,2019,"Goslar",8 - 10,männlich,K03153,235
154,2019,"Helmstedt",8 - 10,männlich,K03154,105
155,2019,"Northeim",8 - 10,männlich,K03155,160
157,2019,"Peine",8 - 10,männlich,K03157,205
158,2019,"Wolfenbüttel",8 - 10,männlich,K03158,150
159,2019,"Göttingen",8 - 10,männlich,K03159,550
1,2019,"Statistische Region Braunschweig",8 - 10,männlich,K031,2970
241,2019,"Region Hannover",8 - 10,männlich,K03241,4540
241001,2019,"dav. Hannover, Lhst.",8 - 10,männlich,K03241001,3200
241999,2019,"dav. Hannover, Umland",8 - 10,männlich,K03241999,1340
251,2019,"Diepholz",8 - 10,männlich,K03251,455
252,2019,"Hameln-Pyrmont",8 - 10,männlich,K03252,320
254,2019,"Hildesheim",8 - 10,männlich,K03254,535
255,2019,"Holzminden",8 - 10,männlich,K03255,75
256,2019,"Nienburg (Weser)",8 - 10,männlich,K03256,245
257,2019,"Schaumburg",8 - 10,männlich,K03257,255
2,2019,"Statistische Region Hannover",8 - 10,männlich,K032,6425
351,2019,"Celle",8 - 10,männlich,K03351,260
352,2019,"Cuxhaven",8 - 10,männlich,K03352,280
353,2019,"Harburg",8 - 10,männlich,K03353,510
354,2019,"Lüchow-Dannenberg",8 - 10,männlich,K03354,50
355,2019,"Lüneburg",8 - 10,männlich,K03355,235
356,2019,"Osterholz",8 - 10,männlich,K03356,145
357,2019,"Rotenburg (Wümme)",8 - 10,männlich,K03357,250
358,2019,"Heidekreis",8 - 10,männlich,K03358,330
359,2019,"Stade",8 - 10,männlich,K03359,560
360,2019,"Uelzen",8 - 10,männlich,K03360,115
361,2019,"Verden",8 - 10,männlich,K03361,210
3,2019,"Statistische Region Lüneburg",8 - 10,männlich,K033,2945
401,2019,"Delmenhorst, Stadt",8 - 10,männlich,K03401,265
402,2019,"Emden, Stadt",8 - 10,männlich,K03402,120
403,2019,"Oldenburg (Oldb), Stadt",8 - 10,männlich,K03403,395
404,2019,"Osnabrück, Stadt",8 - 10,männlich,K03404,550
405,2019,"Wilhelmshaven, Stadt",8 - 10,männlich,K03405,160
451,2019,"Ammerland",8 - 10,männlich,K03451,235
452,2019,"Aurich",8 - 10,männlich,K03452,225
453,2019,"Cloppenburg",8 - 10,männlich,K03453,745
454,2019,"Emsland",8 - 10,männlich,K03454,1340
455,2019,"Friesland",8 - 10,männlich,K03455,85
456,2019,"Grafschaft Bentheim",8 - 10,männlich,K03456,650
457,2019,"Leer",8 - 10,männlich,K03457,400
458,2019,"Oldenburg",8 - 10,männlich,K03458,330
459,2019,"Osnabrück",8 - 10,männlich,K03459,865
460,2019,"Vechta",8 - 10,männlich,K03460,685
461,2019,"Wesermarsch",8 - 10,männlich,K03461,155
462,2019,"Wittmund",8 - 10,männlich,K03462,50
4,2019,"Statistische Region Weser-Ems",8 - 10,männlich,K034,7245
0,2019,"Niedersachsen",8 - 10,männlich,,19585
101,2018,"Braunschweig, Stadt",8 - 10,männlich,K03101,545
102,2018,"Salzgitter, Stadt",8 - 10,männlich,K03102,235
103,2018,"Wolfsburg, Stadt",8 - 10,männlich,K03103,290
151,2018,"Gifhorn",8 - 10,männlich,K03151,180
153,2018,"Goslar",8 - 10,männlich,K03153,210
154,2018,"Helmstedt",8 - 10,männlich,K03154,100
155,2018,"Northeim",8 - 10,männlich,K03155,120
157,2018,"Peine",8 - 10,männlich,K03157,155
158,2018,"Wolfenbüttel",8 - 10,männlich,K03158,115
159,2018,"Göttingen",8 - 10,männlich,K03159,450
1,2018,"Statistische Region Braunschweig",8 - 10,männlich,K031,2400
241,2018,"Region Hannover",8 - 10,männlich,K03241,3380
241001,2018,"dav. Hannover, Lhst.",8 - 10,männlich,K03241001,2365
241999,2018,"dav. Hannover, Umland",8 - 10,männlich,K03241999,1015
251,2018,"Diepholz",8 - 10,männlich,K03251,300
252,2018,"Hameln-Pyrmont",8 - 10,männlich,K03252,275
254,2018,"Hildesheim",8 - 10,männlich,K03254,405
255,2018,"Holzminden",8 - 10,männlich,K03255,40
256,2018,"Nienburg (Weser)",8 - 10,männlich,K03256,150
257,2018,"Schaumburg",8 - 10,männlich,K03257,155
2,2018,"Statistische Region Hannover",8 - 10,männlich,K032,4700
351,2018,"Celle",8 - 10,männlich,K03351,215
352,2018,"Cuxhaven",8 - 10,männlich,K03352,220
353,2018,"Harburg",8 - 10,männlich,K03353,410
354,2018,"Lüchow-Dannenberg",8 - 10,männlich,K03354,45
355,2018,"Lüneburg",8 - 10,männlich,K03355,200
356,2018,"Osterholz",8 - 10,männlich,K03356,105
357,2018,"Rotenburg (Wümme)",8 - 10,männlich,K03357,200
358,2018,"Heidekreis",8 - 10,männlich,K03358,270
359,2018,"Stade",8 - 10,männlich,K03359,335
360,2018,"Uelzen",8 - 10,männlich,K03360,85
361,2018,"Verden",8 - 10,männlich,K03361,175
3,2018,"Statistische Region Lüneburg",8 - 10,männlich,K033,2260
401,2018,"Delmenhorst, Stadt",8 - 10,männlich,K03401,270
402,2018,"Emden, Stadt",8 - 10,männlich,K03402,105
403,2018,"Oldenburg (Oldb), Stadt",8 - 10,männlich,K03403,360
404,2018,"Osnabrück, Stadt",8 - 10,männlich,K03404,400
405,2018,"Wilhelmshaven, Stadt",8 - 10,männlich,K03405,125
451,2018,"Ammerland",8 - 10,männlich,K03451,150
452,2018,"Aurich",8 - 10,männlich,K03452,210
453,2018,"Cloppenburg",8 - 10,männlich,K03453,600
454,2018,"Emsland",8 - 10,männlich,K03454,1105
455,2018,"Friesland",8 - 10,männlich,K03455,75
456,2018,"Grafschaft Bentheim",8 - 10,männlich,K03456,595
457,2018,"Leer",8 - 10,männlich,K03457,360
458,2018,"Oldenburg",8 - 10,männlich,K03458,350
459,2018,"Osnabrück",8 - 10,männlich,K03459,620
460,2018,"Vechta",8 - 10,männlich,K03460,540
461,2018,"Wesermarsch",8 - 10,männlich,K03461,125
462,2018,"Wittmund",8 - 10,männlich,K03462,50
4,2018,"Statistische Region Weser-Ems",8 - 10,männlich,K034,6040
0,2018,"Niedersachsen",8 - 10,männlich,,15400
101,2017,"Braunschweig, Stadt",8 - 10,männlich,K03101,510
102,2017,"Salzgitter, Stadt",8 - 10,männlich,K03102,185
103,2017,"Wolfsburg, Stadt",8 - 10,männlich,K03103,265
151,2017,"Gifhorn",8 - 10,männlich,K03151,155
153,2017,"Goslar",8 - 10,männlich,K03153,155
154,2017,"Helmstedt",8 - 10,männlich,K03154,95
155,2017,"Northeim",8 - 10,männlich,K03155,95
157,2017,"Peine",8 - 10,männlich,K03157,125
158,2017,"Wolfenbüttel",8 - 10,männlich,K03158,80
159,2017,"Göttingen",8 - 10,männlich,K03159,420
1,2017,"Statistische Region Braunschweig",8 - 10,männlich,K031,2080
241,2017,"Region Hannover",8 - 10,männlich,K03241,2955
241001,2017,"dav. Hannover, Lhst.",8 - 10,männlich,K03241001,2090
241999,2017,"dav. Hannover, Umland",8 - 10,männlich,K03241999,865
251,2017,"Diepholz",8 - 10,männlich,K03251,255
252,2017,"Hameln-Pyrmont",8 - 10,männlich,K03252,175
254,2017,"Hildesheim",8 - 10,männlich,K03254,345
255,2017,"Holzminden",8 - 10,männlich,K03255,35
256,2017,"Nienburg (Weser)",8 - 10,männlich,K03256,130
257,2017,"Schaumburg",8 - 10,männlich,K03257,155
2,2017,"Statistische Region Hannover",8 - 10,männlich,K032,4045
351,2017,"Celle",8 - 10,männlich,K03351,200
352,2017,"Cuxhaven",8 - 10,männlich,K03352,185
353,2017,"Harburg",8 - 10,männlich,K03353,360
354,2017,"Lüchow-Dannenberg",8 - 10,männlich,K03354,40
355,2017,"Lüneburg",8 - 10,männlich,K03355,180
356,2017,"Osterholz",8 - 10,männlich,K03356,80
357,2017,"Rotenburg (Wümme)",8 - 10,männlich,K03357,160
358,2017,"Heidekreis",8 - 10,männlich,K03358,195
359,2017,"Stade",8 - 10,männlich,K03359,280
360,2017,"Uelzen",8 - 10,männlich,K03360,75
361,2017,"Verden",8 - 10,männlich,K03361,155
3,2017,"Statistische Region Lüneburg",8 - 10,männlich,K033,1910
401,2017,"Delmenhorst, Stadt",8 - 10,männlich,K03401,220
402,2017,"Emden, Stadt",8 - 10,männlich,K03402,85
403,2017,"Oldenburg (Oldb), Stadt",8 - 10,männlich,K03403,360
404,2017,"Osnabrück, Stadt",8 - 10,männlich,K03404,385
405,2017,"Wilhelmshaven, Stadt",8 - 10,männlich,K03405,100
451,2017,"Ammerland",8 - 10,männlich,K03451,125
452,2017,"Aurich",8 - 10,männlich,K03452,205
453,2017,"Cloppenburg",8 - 10,männlich,K03453,500
454,2017,"Emsland",8 - 10,männlich,K03454,1165
455,2017,"Friesland",8 - 10,männlich,K03455,55
456,2017,"Grafschaft Bentheim",8 - 10,männlich,K03456,745
457,2017,"Leer",8 - 10,männlich,K03457,390
458,2017,"Oldenburg",8 - 10,männlich,K03458,320
459,2017,"Osnabrück",8 - 10,männlich,K03459,560
460,2017,"Vechta",8 - 10,männlich,K03460,485
461,2017,"Wesermarsch",8 - 10,männlich,K03461,120
462,2017,"Wittmund",8 - 10,männlich,K03462,40
4,2017,"Statistische Region Weser-Ems",8 - 10,männlich,K034,5865
0,2017,"Niedersachsen",8 - 10,männlich,,13900
101,2016,"Braunschweig, Stadt",8 - 10,männlich,K03101,505
102,2016,"Salzgitter, Stadt",8 - 10,männlich,K03102,135
103,2016,"Wolfsburg, Stadt",8 - 10,männlich,K03103,255
151,2016,"Gifhorn",8 - 10,männlich,K03151,145
153,2016,"Goslar",8 - 10,männlich,K03153,140
154,2016,"Helmstedt",8 - 10,männlich,K03154,60
155,2016,"Northeim",8 - 10,männlich,K03155,100
157,2016,"Peine",8 - 10,männlich,K03157,120
158,2016,"Wolfenbüttel",8 - 10,männlich,K03158,85
159,2016,"Göttingen",8 - 10,männlich,K03159,365
1,2016,"Statistische Region Braunschweig",8 - 10,männlich,K031,1915
241,2016,"Region Hannover",8 - 10,männlich,K03241,2650
241001,2016,"dav. Hannover, Lhst.",8 - 10,männlich,K03241001,1850
241999,2016,"dav. Hannover, Umland",8 - 10,männlich,K03241999,800
251,2016,"Diepholz",8 - 10,männlich,K03251,270
252,2016,"Hameln-Pyrmont",8 - 10,männlich,K03252,130
254,2016,"Hildesheim",8 - 10,männlich,K03254,290
255,2016,"Holzminden",8 - 10,männlich,K03255,30
256,2016,"Nienburg (Weser)",8 - 10,männlich,K03256,110
257,2016,"Schaumburg",8 - 10,männlich,K03257,150
2,2016,"Statistische Region Hannover",8 - 10,männlich,K032,3640
351,2016,"Celle",8 - 10,männlich,K03351,160
352,2016,"Cuxhaven",8 - 10,männlich,K03352,180
353,2016,"Harburg",8 - 10,männlich,K03353,265
354,2016,"Lüchow-Dannenberg",8 - 10,männlich,K03354,50
355,2016,"Lüneburg",8 - 10,männlich,K03355,165
356,2016,"Osterholz",8 - 10,männlich,K03356,85
357,2016,"Rotenburg (Wümme)",8 - 10,männlich,K03357,180
358,2016,"Heidekreis",8 - 10,männlich,K03358,165
359,2016,"Stade",8 - 10,männlich,K03359,275
360,2016,"Uelzen",8 - 10,männlich,K03360,70
361,2016,"Verden",8 - 10,männlich,K03361,150
3,2016,"Statistische Region Lüneburg",8 - 10,männlich,K033,1745
401,2016,"Delmenhorst, Stadt",8 - 10,männlich,K03401,160
402,2016,"Emden, Stadt",8 - 10,männlich,K03402,65
403,2016,"Oldenburg (Oldb), Stadt",8 - 10,männlich,K03403,290
404,2016,"Osnabrück, Stadt",8 - 10,männlich,K03404,365
405,2016,"Wilhelmshaven, Stadt",8 - 10,männlich,K03405,105
451,2016,"Ammerland",8 - 10,männlich,K03451,105
452,2016,"Aurich",8 - 10,männlich,K03452,210
453,2016,"Cloppenburg",8 - 10,männlich,K03453,480
454,2016,"Emsland",8 - 10,männlich,K03454,1330
455,2016,"Friesland",8 - 10,männlich,K03455,45
456,2016,"Grafschaft Bentheim",8 - 10,männlich,K03456,820
457,2016,"Leer",8 - 10,männlich,K03457,460
458,2016,"Oldenburg",8 - 10,männlich,K03458,260
459,2016,"Osnabrück",8 - 10,männlich,K03459,570
460,2016,"Vechta",8 - 10,männlich,K03460,440
461,2016,"Wesermarsch",8 - 10,männlich,K03461,105
462,2016,"Wittmund",8 - 10,männlich,K03462,30
4,2016,"Statistische Region Weser-Ems",8 - 10,männlich,K034,5850
0,2016,"Niedersachsen",8 - 10,männlich,,13145
101,2015,"Braunschweig, Stadt",8 - 10,männlich,K03101,513
102,2015,"Salzgitter, Stadt",8 - 10,männlich,K03102,143
103,2015,"Wolfsburg, Stadt",8 - 10,männlich,K03103,236
151,2015,"Gifhorn",8 - 10,männlich,K03151,158
153,2015,"Goslar",8 - 10,männlich,K03153,146
154,2015,"Helmstedt",8 - 10,männlich,K03154,57
155,2015,"Northeim",8 - 10,männlich,K03155,96
157,2015,"Peine",8 - 10,männlich,K03157,122
158,2015,"Wolfenbüttel",8 - 10,männlich,K03158,80
159,2015,"Göttingen",8 - 10,männlich,K03159,363
1,2015,"Statistische Region Braunschweig",8 - 10,männlich,K031,1914
241,2015,"Region Hannover",8 - 10,männlich,K03241,2361
241001,2015,"dav. Hannover, Lhst.",8 - 10,männlich,K03241001,1621
241999,2015,"dav. Hannover, Umland",8 - 10,männlich,K03241999,740
251,2015,"Diepholz",8 - 10,männlich,K03251,265
252,2015,"Hameln-Pyrmont",8 - 10,männlich,K03252,171
254,2015,"Hildesheim",8 - 10,männlich,K03254,254
255,2015,"Holzminden",8 - 10,männlich,K03255,39
256,2015,"Nienburg (Weser)",8 - 10,männlich,K03256,115
257,2015,"Schaumburg",8 - 10,männlich,K03257,134
2,2015,"Statistische Region Hannover",8 - 10,männlich,K032,3339
351,2015,"Celle",8 - 10,männlich,K03351,144
352,2015,"Cuxhaven",8 - 10,männlich,K03352,176
353,2015,"Harburg",8 - 10,männlich,K03353,253
354,2015,"Lüchow-Dannenberg",8 - 10,männlich,K03354,57
355,2015,"Lüneburg",8 - 10,männlich,K03355,161
356,2015,"Osterholz",8 - 10,männlich,K03356,80
357,2015,"Rotenburg (Wümme)",8 - 10,männlich,K03357,253
358,2015,"Heidekreis",8 - 10,männlich,K03358,157
359,2015,"Stade",8 - 10,männlich,K03359,278
360,2015,"Uelzen",8 - 10,männlich,K03360,84
361,2015,"Verden",8 - 10,männlich,K03361,136
3,2015,"Statistische Region Lüneburg",8 - 10,männlich,K033,1779
401,2015,"Delmenhorst, Stadt",8 - 10,männlich,K03401,140
402,2015,"Emden, Stadt",8 - 10,männlich,K03402,64
403,2015,"Oldenburg (Oldb), Stadt",8 - 10,männlich,K03403,261
404,2015,"Osnabrück, Stadt",8 - 10,männlich,K03404,307
405,2015,"Wilhelmshaven, Stadt",8 - 10,männlich,K03405,91
451,2015,"Ammerland",8 - 10,männlich,K03451,109
452,2015,"Aurich",8 - 10,männlich,K03452,223
453,2015,"Cloppenburg",8 - 10,männlich,K03453,451
454,2015,"Emsland",8 - 10,männlich,K03454,1387
455,2015,"Friesland",8 - 10,männlich,K03455,49
456,2015,"Grafschaft Bentheim",8 - 10,männlich,K03456,860
457,2015,"Leer",8 - 10,männlich,K03457,447
458,2015,"Oldenburg",8 - 10,männlich,K03458,210
459,2015,"Osnabrück",8 - 10,männlich,K03459,490
460,2015,"Vechta",8 - 10,männlich,K03460,391
461,2015,"Wesermarsch",8 - 10,männlich,K03461,124
462,2015,"Wittmund",8 - 10,männlich,K03462,33
4,2015,"Statistische Region Weser-Ems",8 - 10,männlich,K034,5637
0,2015,"Niedersachsen",8 - 10,männlich,,12669
101,2014,"Braunschweig, Stadt",8 - 10,männlich,K03101,522
102,2014,"Salzgitter, Stadt",8 - 10,männlich,K03102,171
103,2014,"Wolfsburg, Stadt",8 - 10,männlich,K03103,211
151,2014,"Gifhorn",8 - 10,männlich,K03151,142
153,2014,"Goslar",8 - 10,männlich,K03153,172
154,2014,"Helmstedt",8 - 10,männlich,K03154,74
155,2014,"Northeim",8 - 10,männlich,K03155,86
157,2014,"Peine",8 - 10,männlich,K03157,118
158,2014,"Wolfenbüttel",8 - 10,männlich,K03158,75
159,2014,"Göttingen",8 - 10,männlich,K03159,410
1,2014,"Statistische Region Braunschweig",8 - 10,männlich,K031,1981
241,2014,"Region Hannover",8 - 10,männlich,K03241,2360
241001,2014,"dav. Hannover, Lhst.",8 - 10,männlich,K03241001,1580
241999,2014,"dav. Hannover, Umland",8 - 10,männlich,K03241999,780
251,2014,"Diepholz",8 - 10,männlich,K03251,260
252,2014,"Hameln-Pyrmont",8 - 10,männlich,K03252,176
254,2014,"Hildesheim",8 - 10,männlich,K03254,269
255,2014,"Holzminden",8 - 10,männlich,K03255,52
256,2014,"Nienburg (Weser)",8 - 10,männlich,K03256,112
257,2014,"Schaumburg",8 - 10,männlich,K03257,132
2,2014,"Statistische Region Hannover",8 - 10,männlich,K032,3361
351,2014,"Celle",8 - 10,männlich,K03351,156
352,2014,"Cuxhaven",8 - 10,männlich,K03352,160
353,2014,"Harburg",8 - 10,männlich,K03353,249
354,2014,"Lüchow-Dannenberg",8 - 10,männlich,K03354,69
355,2014,"Lüneburg",8 - 10,männlich,K03355,165
356,2014,"Osterholz",8 - 10,männlich,K03356,80
357,2014,"Rotenburg (Wümme)",8 - 10,männlich,K03357,258
358,2014,"Heidekreis",8 - 10,männlich,K03358,152
359,2014,"Stade",8 - 10,männlich,K03359,254
360,2014,"Uelzen",8 - 10,männlich,K03360,92
361,2014,"Verden",8 - 10,männlich,K03361,138
3,2014,"Statistische Region Lüneburg",8 - 10,männlich,K033,1773
401,2014,"Delmenhorst, Stadt",8 - 10,männlich,K03401,157
402,2014,"Emden, Stadt",8 - 10,männlich,K03402,64
403,2014,"Oldenburg (Oldb), Stadt",8 - 10,männlich,K03403,246
404,2014,"Osnabrück, Stadt",8 - 10,männlich,K03404,303
405,2014,"Wilhelmshaven, Stadt",8 - 10,männlich,K03405,83
451,2014,"Ammerland",8 - 10,männlich,K03451,103
452,2014,"Aurich",8 - 10,männlich,K03452,210
453,2014,"Cloppenburg",8 - 10,männlich,K03453,391
454,2014,"Emsland",8 - 10,männlich,K03454,1176
455,2014,"Friesland",8 - 10,männlich,K03455,52
456,2014,"Grafschaft Bentheim",8 - 10,männlich,K03456,835
457,2014,"Leer",8 - 10,männlich,K03457,392
458,2014,"Oldenburg",8 - 10,männlich,K03458,175
459,2014,"Osnabrück",8 - 10,männlich,K03459,442
460,2014,"Vechta",8 - 10,männlich,K03460,347
461,2014,"Wesermarsch",8 - 10,männlich,K03461,235
462,2014,"Wittmund",8 - 10,männlich,K03462,29
4,2014,"Statistische Region Weser-Ems",8 - 10,männlich,K034,5240
0,2014,"Niedersachsen",8 - 10,männlich,,12355
101,2013,"Braunschweig, Stadt",8 - 10,männlich,K03101,550
102,2013,"Salzgitter, Stadt",8 - 10,männlich,K03102,184
103,2013,"Wolfsburg, Stadt",8 - 10,männlich,K03103,240
