Year,Fächergruppe,Nationalität,Geschlecht,Units,Value,,,
2015,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,Anzahl,617,,,
2015,"Ingenieurwissenschaften",Deutsche,Frauen,Anzahl,1026,,,
2015,"Kunst, Kunstwissenschaften",Deutsche,Frauen,Anzahl,636,,,
2015,"Außerhalb der Studienbereichsgliederung",Deutsche,Frauen,Anzahl,1,,,
2015,"Fächerguppen zusammen",Deutsche,Frauen,Anzahl,11706,,,
2016,"Geisteswissenschaften",Deutsche,Frauen,Anzahl,1803,,,
2016,"Sport",Deutsche,Frauen,Anzahl,115,,,
2016,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,Anzahl,5336,,,
2016,"Mathematik, Natruwissenschaften",Deutsche,Frauen,Anzahl,1169,,,
2016,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,Anzahl,957,,,
2016,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,Anzahl,610,,,
2016,"Ingenieurwissenschaften",Deutsche,Frauen,Anzahl,1083,,,
2016,"Kunst, Kunstwissenschaften",Deutsche,Frauen,Anzahl,626,,,
2016,"Außerhalb der Studienbereichsgliederung",Deutsche,Frauen,Anzahl,12,,,
2016,"Fächerguppen zusammen",Deutsche,Frauen,Anzahl,11711,,,
2017,"Geisteswissenschaften",Deutsche,Frauen,Anzahl,1813,,,
2017,"Sport",Deutsche,Frauen,Anzahl,115,,,
2017,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,Anzahl,5657,,,
2017,"Mathematik, Natruwissenschaften",Deutsche,Frauen,Anzahl,1174,,,
2017,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,Anzahl,983,,,
2017,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,Anzahl,640,,,
2017,"Ingenieurwissenschaften",Deutsche,Frauen,Anzahl,1127,,,
2017,"Kunst, Kunstwissenschaften",Deutsche,Frauen,Anzahl,596,,,
2017,"Außerhalb der Studienbereichsgliederung",Deutsche,Frauen,Anzahl,12,,,
2017,"Fächerguppen zusammen",Deutsche,Frauen,Anzahl,12117,,,
2018,"Geisteswissenschaften",Deutsche,Frauen,Anzahl,1827,,,
2018,"Sport",Deutsche,Frauen,Anzahl,124,,,
2018,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,Anzahl,5742,,,
2018,"Mathematik, Natruwissenschaften",Deutsche,Frauen,Anzahl,1211,,,
2018,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,Anzahl,975,,,
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,Anzahl,620,,,
2018,"Ingenieurwissenschaften",Deutsche,Frauen,Anzahl,1093,,,
2018,"Kunst, Kunstwissenschaften",Deutsche,Frauen,Anzahl,544,,,
2018,"Außerhalb der Studienbereichsgliederung",Deutsche,Frauen,Anzahl,8,,,
2018,"Fächerguppen zusammen",Deutsche,Frauen,Anzahl,12144,,,
2019,"Geisteswissenschaften",Deutsche,Frauen,Anzahl,1827,,,
2019,"Sport",Deutsche,Frauen,Anzahl,122,,,
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,Anzahl,5974,,,
2019,"Mathematik, Natruwissenschaften",Deutsche,Frauen,Anzahl,1297,,,
2019,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,Anzahl,1028,,,
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,Anzahl,713,,,
2019,"Ingenieurwissenschaften",Deutsche,Frauen,Anzahl,1207,,,
2019,"Kunst, Kunstwissenschaften",Deutsche,Frauen,Anzahl,590,,,
2019,"Außerhalb der Studienbereichsgliederung",Deutsche,Frauen,Anzahl,16,,,
2019,"Fächerguppen zusammen",Deutsche,Frauen,Anzahl,12774,,,
2020,"Geisteswissenschaften",Deutsche,Frauen,Anzahl,1793,,,
2020,"Sport",Deutsche,Frauen,Anzahl,116,,,
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,Anzahl,5724,,,
2020,"Mathematik, Natruwissenschaften",Deutsche,Frauen,Anzahl,1260,,,
2020,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,Anzahl,975,,,
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,Anzahl,845,,,
2020,"Ingenieurwissenschaften",Deutsche,Frauen,Anzahl,1192,,,
2020,"Kunst, Kunstwissenschaften",Deutsche,Frauen,Anzahl,553,,,
2020,"Außerhalb der Studienbereichsgliederung",Deutsche,Frauen,Anzahl,19,,,
2020,"Fächerguppen zusammen",Deutsche,Frauen,Anzahl,12477,,,
2021,"Geisteswissenschaften",Deutsche,Frauen,Anzahl,1806,,,
2021,"Sport",Deutsche,Frauen,Anzahl,130,,,
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,Anzahl,6082,,,
2021,"Mathematik, Natruwissenschaften",Deutsche,Frauen,Anzahl,1271,,,
2021,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,Anzahl,1154,,,
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,Anzahl,681,,,
2021,"Ingenieurwissenschaften",Deutsche,Frauen,Anzahl,1370,,,
2021,"Kunst, Kunstwissenschaften",Deutsche,Frauen,Anzahl,559,,,
2021,"Außerhalb der Studienbereichsgliederung",Deutsche,Frauen,Anzahl,21,,,
2021,"Fächerguppen zusammen",Deutsche,Frauen,Anzahl,13074,,,
2022,"Geisteswissenschaften",Deutsche,Frauen,Anzahl,1778,,,
2022,"Sport",Deutsche,Frauen,Anzahl,104,,,
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,Anzahl,5771,,,
2022,"Mathematik, Natruwissenschaften",Deutsche,Frauen,Anzahl,1228,,,
2022,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,Anzahl,1020,,,
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,Anzahl,614,,,
2022,"Ingenieurwissenschaften",Deutsche,Frauen,Anzahl,1193,,,
2022,"Kunst, Kunstwissenschaften",Deutsche,Frauen,Anzahl,571,,,
2022,"Außerhalb der Studienbereichsgliederung",Deutsche,Frauen,Anzahl,20,,,
2022,"Fächerguppen zusammen",Deutsche,Frauen,Anzahl,12299,,,
2023,"Geisteswissenschaften",Deutsche,Frauen,Anzahl,1564,,,
2023,"Sport",Deutsche,Frauen,Anzahl,104,,,
2023,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,Anzahl,5300,,,
2023,"Mathematik, Naturwissenschaften",Deutsche,Frauen,Anzahl,1223,,,
2023,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,Anzahl,1084,,,
2023,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,Anzahl,593,,,
2023,"Ingenieurwissenschaften",Deutsche,Frauen,Anzahl,1134,,,
2023,"Kunst, Kunstwissenschaften",Deutsche,Frauen,Anzahl,550,,,
2023,"Außerhalb der Studienbereichsgliederung",Deutsche,Frauen,Anzahl,10,,,
2023,"Fächerguppen zusammen",Deutsche,Frauen,Anzahl,11562,,,
2024,"Geisteswissenschaften",Deutsche,Frauen,Anzahl,1569,,,
2024,"Sport",Deutsche,Frauen,Anzahl,96,,,
2024,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,Anzahl,5260,,,
2024,"Mathematik, Naturwissenschaften",Deutsche,Frauen,Anzahl,1194,,,
2024,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,Anzahl,1152,,,
2024,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,Anzahl,648,,,
2024,"Ingenieurwissenschaften",Deutsche,Frauen,Anzahl,1090,,,
2024,"Kunst, Kunstwissenschaften",Deutsche,Frauen,Anzahl,519,,,
2024,"Außerhalb der Studienbereichsgliederung",Deutsche,Frauen,Anzahl,22,,,
2024,"Fächerguppen zusammen",Deutsche,Frauen,Anzahl,11550,,,
2013,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,135,,,
2013,"Sport",Ausländerinnen und Ausländer,Insgesamt,Anzahl,3,,,
2013,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,296,,,
2013,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,126,,,
2013,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,61,,,
2013,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,Anzahl,33,,,
2013,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,436,,,
2013,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,108,,,
2013,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Insgesamt,Anzahl,,,,
2013,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,Anzahl,1198,,,
2014,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,93,,,
2014,"Sport",Ausländerinnen und Ausländer,Insgesamt,Anzahl,4,,,
2014,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,268,,,
2014,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,132,,,
2014,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,61,,,
2014,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,Anzahl,15,,,
2014,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,385,,,
2014,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,84,,,
2014,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Insgesamt,Anzahl,,,,
2014,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,Anzahl,1042,,,
2015,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,101,,,
2015,"Sport",Ausländerinnen und Ausländer,Insgesamt,Anzahl,2,,,
2015,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,247,,,
2015,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,118,,,
2015,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,51,,,
2015,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,Anzahl,21,,,
2015,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,385,,,
2015,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,113,,,
2015,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Insgesamt,Anzahl,,,,
2015,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,Anzahl,1038,,,
2016,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,84,,,
2016,"Sport",Ausländerinnen und Ausländer,Insgesamt,Anzahl,3,,,
2016,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,287,,,
2016,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,84,,,
2016,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,50,,,
2016,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,Anzahl,24,,,
2016,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,449,,,
2016,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,77,,,
2016,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Insgesamt,Anzahl,1,,,
2016,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,Anzahl,1059,,,
2017,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,78,,,
2017,"Sport",Ausländerinnen und Ausländer,Insgesamt,Anzahl,2,,,
2017,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,255,,,
2017,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,76,,,
2017,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,45,,,
2017,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,Anzahl,30,,,
2017,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,433,,,
2017,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,86,,,
2017,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Insgesamt,Anzahl,,,,
2017,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,Anzahl,1005,,,
2018,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,89,,,
2018,"Sport",Ausländerinnen und Ausländer,Insgesamt,Anzahl,0,,,
2018,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,296,,,
2018,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,77,,,
2018,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,57,,,
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,Anzahl,24,,,
2018,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,445,,,
2018,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,58,,,
2018,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Insgesamt,Anzahl,1,,,
2018,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,Anzahl,1047,,,
2019,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,86,,,
2019,"Sport",Ausländerinnen und Ausländer,Insgesamt,Anzahl,6,,,
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,286,,,
2019,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,85,,,
2019,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,56,,,
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,Anzahl,30,,,
2019,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,520,,,
2019,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,76,,,
2019,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Insgesamt,Anzahl,1,,,
2019,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,Anzahl,1146,,,
2020,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,81,,,
2020,"Sport",Ausländerinnen und Ausländer,Insgesamt,Anzahl,5,,,
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,278,,,
2020,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,109,,,
2020,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,52,,,
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,Anzahl,54,,,
2020,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,582,,,
2020,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,90,,,
2020,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Insgesamt,Anzahl,,,,
2020,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,Anzahl,1251,,,
2021,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,95,,,
2021,"Sport",Ausländerinnen und Ausländer,Insgesamt,Anzahl,3,,,
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,295,,,
2021,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,122,,,
2021,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,62,,,
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,Anzahl,34,,,
2021,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,662,,,
2021,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,73,,,
2021,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Insgesamt,Anzahl,,,,
2021,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,Anzahl,1346,,,
2022,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,75,,,
2022,"Sport",Ausländerinnen und Ausländer,Insgesamt,Anzahl,,,,
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,304,,,
2022,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,122,,,
2022,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,68,,,
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,Anzahl,38,,,
2022,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,695,,,
2022,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,112,,,
2022,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Insgesamt,Anzahl,1,,,
2022,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,Anzahl,1415,,,
2023,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,72,,,
2023,"Sport",Ausländerinnen und Ausländer,Insgesamt,Anzahl,2,,,
2023,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,276,,,
2023,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,104,,,
2023,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,65,,,
2023,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,Anzahl,35,,,
2023,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,736,,,
2023,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,79,,,
2023,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Insgesamt,Anzahl,1,,,
2023,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,Anzahl,1370,,,
2024,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,68,,,
2024,"Sport",Ausländerinnen und Ausländer,Insgesamt,Anzahl,3,,,
2024,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,293,,,
2024,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,91,,,
2024,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,49,,,
2024,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,Anzahl,30,,,
2024,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,672,,,
2024,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,Anzahl,81,,,
2024,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Insgesamt,Anzahl,2,,,
2024,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,Anzahl,1289,,,
2013,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,15,,,
2013,"Sport",Ausländerinnen und Ausländer,Männer,Anzahl,1,,,
2013,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,94,,,
2013,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,69,,,
2013,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,33,,,
2013,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,Anzahl,11,,,
2013,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,301,,,
2013,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,32,,,
2013,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Männer,Anzahl,,,,
2013,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,Anzahl,556,,,
2014,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,18,,,
2014,"Sport",Ausländerinnen und Ausländer,Männer,Anzahl,3,,,
2014,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,94,,,
2014,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,68,,,
2014,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,24,,,
2014,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,Anzahl,7,,,
2014,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,289,,,
2014,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,29,,,
2014,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Männer,Anzahl,,,,
2014,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,Anzahl,532,,,
2015,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,21,,,
2015,"Sport",Ausländerinnen und Ausländer,Männer,Anzahl,0,,,
2015,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,73,,,
2015,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,65,,,
2015,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,18,,,
2015,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,Anzahl,6,,,
2015,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,288,,,
2015,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,37,,,
2015,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Männer,Anzahl,,,,
2015,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,Anzahl,508,,,
2016,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,28,,,
2016,"Sport",Ausländerinnen und Ausländer,Männer,Anzahl,1,,,
2016,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,82,,,
2016,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,32,,,
2016,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,19,,,
2016,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,Anzahl,6,,,
2016,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,309,,,
2016,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,30,,,
2016,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Männer,Anzahl,,,,
2016,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,Anzahl,507,,,
2017,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,22,,,
2017,"Sport",Ausländerinnen und Ausländer,Männer,Anzahl,2,,,
2017,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,66,,,
2017,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,38,,,
2017,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,18,,,
2017,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,Anzahl,9,,,
2017,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,292,,,
2017,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,33,,,
2017,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Männer,Anzahl,,,,
2017,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,Anzahl,480,,,
2018,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,20,,,
2018,"Sport",Ausländerinnen und Ausländer,Männer,Anzahl,0,,,
2018,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,86,,,
2018,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,40,,,
2018,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,22,,,
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,Anzahl,11,,,
2018,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,292,,,
2018,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,15,,,
2018,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Männer,Anzahl,1,,,
2018,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,Anzahl,487,,,
2019,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,23,,,
2019,"Sport",Ausländerinnen und Ausländer,Männer,Anzahl,2,,,
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,79,,,
2019,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,35,,,
2019,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,18,,,
