Year,Gebietseinheit,Migrationshintergrund,Geocode,Value
2016,Osnabrück,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03459,23,86
2016,Vechta,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03460,27,68
2016,Wesermarsch,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03461,14,83
2016,Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K034,19,33
2016,Niedersachsen,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K030,19,58
2015,Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03101,21,86
2015,Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03102,29,2
2015,Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03103,31,05
2015,Gifhorn,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03151,20,8
2015,Goslar,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03153,10,75
2015,Helmstedt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03154,15,06
2015,Northeim,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03155,11,05
2015,Peine,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03157,17,68
2015,Göttingen,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03159,12,7
2015,Wolfenbüttel,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03158,14,91
2015,Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K031,17,97
2015,Hannover  Region,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03241,25,57
2015,   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03241001,31,71
2015,   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03241999,20,27
2015,Diepholz,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03251,14,27
2015,Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03252,14,11
2015,Hildesheim,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03254,17,18
2015,Holzminden,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03255,8,19
2015,Nienburg (Weser),Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03256,17,13
2015,Schaumburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03257,13,96
2015,Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K032,20,72
2015,Celle,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03351,18,38
2015,Cuxhaven,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03352,9,24
2015,Harburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03353,13,77
2015,Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03354360,10,88
2015,Lüneburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03355,15,12
2015,Osterholz,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03356,10,25
2015,Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03357,11,03
2015,Heidekreis,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03358,16,17
2015,Stade,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03359,15,68
2015,Verden,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03361,19,28
2015,Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K033,14,11
2015,Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03401,30,29
2015,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03402457,15,05
2015,Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03403,14,94
2015,Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03404,25,95
2015,Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03405,16,8
2015,Ammerland,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03451,8,75
2015,Aurich,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03452,10,19
2015,Cloppenburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03453,28,57
2015,Emsland,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03454,16,65
2015,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03455462,8,39
2015,Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03456,22,94
2015,Oldenburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03458,11,79
2015,Osnabrück,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03459,20,76
2015,Vechta,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03460,21,53
2015,Wesermarsch,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03461,12,95
2015,Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K034,17,81
2015,Niedersachsen,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K030,17,84
2014,Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03101,19,09
2014,Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03102,27,29
2014,Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03103,33,47
2014,Gifhorn,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03151,19,62
2014,Goslar,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03153,10,72
2014,Helmstedt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03154,18,51
2014,Northeim,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03155,10,4
2014,Peine,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03157,18,33
2014,Göttingen,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03159,11,46
2014,Wolfenbüttel,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03158,15,28
2014,Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K031,17,4
2014,Hannover  Region,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03241,24,22
2014,   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03241001,29,97
2014,   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03241999,19,32
2014,Diepholz,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03251,14,91
2014,Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03252,17,99
2014,Hildesheim,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03254,17,13
2014,Holzminden,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03255,7,03
2014,Nienburg (Weser),Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03256,17,66
2014,Schaumburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03257,15,1
2014,Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K032,20,28
2014,Celle,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03351,17,44
2014,Cuxhaven,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03352,11,66
2014,Harburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03353,13,41
2014,Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03354360,9,98
2014,Lüneburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03355,13,2
2014,Osterholz,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03356,7,75
2014,Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03357,11,02
2014,Heidekreis,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03358,17,17
2014,Stade,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03359,13,48
2014,Verden,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03361,19,92
2014,Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K033,13,7
2014,Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03401,27,25
2014,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03402457,12,64
2014,Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03403,14,5
2014,Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03404,28,54
2014,Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03405,16,26
2014,Ammerland,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03451,9,02
2014,Aurich,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03452,7,28
2014,Cloppenburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03453,30,91
2014,Emsland,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03454,17,27
2014,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03455462,6,14
2014,Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03456,22,94
2014,Oldenburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03458,12,26
2014,Osnabrück,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03459,21,15
2014,Vechta,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03460,21,07
2014,Wesermarsch,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03461,12,6
2014,Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K034,17,47
2014,Niedersachsen,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K030,17,4
2013,Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03101,21,08
2013,Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03102,27,79
2013,Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03103,37,27
2013,Gifhorn,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03151,23,6
2013,Goslar,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03153,12,7
2013,Helmstedt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03154,14,47
2013,Northeim,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03155,9,68
2013,Peine,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03157,16,07
2013,Göttingen,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03159,12,95
2013,Wolfenbüttel,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03158,15,15
2013,Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K031,18,4
2013,Hannover  Region,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03241,25,53
2013,   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03241001,32,97
2013,   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03241999,19,24
2013,Diepholz,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03251,13,31
2013,Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03252,20,41
2013,Hildesheim,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03254,18,17
2013,Holzminden,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03255,8,49
2013,Nienburg (Weser),Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03256,15,95
2013,Schaumburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03257,13,67
2013,Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K032,20,99
2013,Celle,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03351,17,77
2013,Cuxhaven,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03352,13,72
2013,Harburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03353,13,93
2013,Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03354360,10,07
2013,Lüneburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03355,12,81
2013,Osterholz,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03356,7,38
2013,Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03357,10,78
2013,Heidekreis,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03358,18,69
2013,Stade,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03359,10,85
2013,Verden,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03361,21,93
2013,Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K033,13,89
2013,Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03401,25,11
2013,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03402457,14,97
2013,Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03403,15,69
2013,Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03404,31,62
2013,Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03405,16,55
2013,Ammerland,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03451,6,84
2013,Aurich,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03452,9,45
2013,Cloppenburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03453,26,93
2013,Emsland,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03454,17,68
2013,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03455462,6,77
2013,Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03456,22,91
2013,Oldenburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03458,11,62
2013,Osnabrück,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03459,22,43
2013,Vechta,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03460,21,05
2013,Wesermarsch,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03461,14,21
2013,Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K034,18,03
2013,Niedersachsen,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K030,18,01
2012,Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03101,20,55
2012,Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03102,25,44
2012,Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03103,35,95
2012,Gifhorn,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03151,21,35
2012,Goslar,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03153,10,14
2012,Helmstedt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03154,9,86
2012,Northeim,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03155,8,9
2012,Peine,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03157,14,55
2012,Göttingen,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03159,12,26
2012,Wolfenbüttel,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03158,13,65
2012,Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K031,16,88
2012,Hannover  Region,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03241,23,24
2012,   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03241001,28,87
2012,   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03241999,18,49
2012,Diepholz,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03251,13,24
2012,Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03252,17,51
2012,Hildesheim,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03254,16,01
2012,Holzminden,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03255,9,39
2012,Nienburg (Weser),Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03256,17,07
2012,Schaumburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03257,12,8
2012,Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K032,19,25
2012,Celle,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03351,13,05
2012,Cuxhaven,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03352,11,47
2012,Harburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03353,12,54
2012,Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03354360,10,25
2012,Lüneburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03355,11,04
2012,Osterholz,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03356,5,61
2012,Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03357,14,89
2012,Heidekreis,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03358,17,37
2012,Stade,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03359,9,95
2012,Verden,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03361,17,36
2012,Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K033,12,37
2012,Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03401,24,94
2012,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03402457,10,08
2012,Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03403,16,08
2012,Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03404,28,16
2012,Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03405,14,19
2012,Ammerland,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03451,11,71
2012,Aurich,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03452,8,46
2012,Cloppenburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03453,25,8
2012,Emsland,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03454,18,59
2012,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03455462,5,69
2012,Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03456,22,57
2012,Oldenburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03458,9,83
2012,Osnabrück,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03459,21,71
2012,Vechta,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03460,22,56
2012,Wesermarsch,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03461,15,23
2012,Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K034,17,34
2012,Niedersachsen,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K030,16,7
2011,Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03101,19,8
2011,Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03102,22,75
2011,Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03103,30,31
2011,Gifhorn,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03151,19,43
2011,Goslar,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03153,11,8
2011,Helmstedt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03154,8,96
2011,Northeim,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03155,9,42
2011,Peine,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03157,15,46
2011,Göttingen,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03159,12,99
2011,Wolfenbüttel,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03158,13,99
2011,Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K031,16,24
2011,Hannover  Region,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03241,22,66
2011,   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03241001,28,57
2011,   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03241999,17,67
2011,Diepholz,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03251,12,72
2011,Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03252,14,03
2011,Hildesheim,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03254,16,04
2011,Holzminden,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03255,9,36
2011,Nienburg (Weser),Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03256,17,23
2011,Schaumburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03257,16,41
2011,Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K032,18,95
2011,Celle,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03351,13,83
2011,Cuxhaven,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03352,11,71
2011,Harburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03353,10,95
2011,Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03354360,12,19
2011,Lüneburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03355,9,03
2011,Osterholz,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03356,5,51
2011,Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03357,12,26
2011,Heidekreis,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03358,12,87
2011,Stade,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03359,11,07
2011,Verden,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03361,16,52
2011,Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K033,11,64
2011,Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03401,24,05
2011,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03402457,11,93
2011,Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03403,16,12
2011,Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03404,25,01
2011,Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03405,12,46
2011,Ammerland,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03451,13,52
2011,Aurich,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03452,7,09
2011,Cloppenburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03453,25,16
2011,Emsland,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03454,19,83
2011,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03455462,5,68
2011,Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03456,22,46
2011,Oldenburg,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03458,8,89
2011,Osnabrück,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03459,20,65
2011,Vechta,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03460,25,34
2011,Wesermarsch,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K03461,14,97
2011,Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K034,17,24
2011,Niedersachsen,Anteil der Personen mit Migrationshintergrund 
im weiteren Sinne,K030,16,3
,,,,0
2019,Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03101,23,47
2019,Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03102,33,75
2019,Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03103,36,2
2019,Gifhorn,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03151,25,18
2019,Goslar,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03153,17,66
2019,Helmstedt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03154,13,61
2019,Northeim,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03155,14,64
2019,Peine,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03157,18,8
2019,Göttingen,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03159,15,54
2019,Wolfenbüttel,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03158,14,02
2019,Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K031,20,82
2019,Hannover  Region,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03241,28,6
2019,   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03241001,34,91
2019,   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03241999,23,12
2019,Diepholz,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03251,16,62
2019,Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03252,25,93
2019,Hildesheim,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03254,21,1
2019,Holzminden,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03255,19,19
2019,Nienburg (Weser),Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03256,25,4
2019,Schaumburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03257,17,5
2019,Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K032,24,9
2019,Celle,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03351,17,78
2019,Cuxhaven,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03352,14,7
2019,Harburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03353,19,66
