Year,Gebietseinheit,Migrationshintergrund,Geocode,Value
K03257,13,96,,
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund ,,,
K032,20,72,,
Celle,Anteil der Personen mit Migrationshintergrund ,,,
K03351,18,38,,
Cuxhaven,Anteil der Personen mit Migrationshintergrund ,,,
K03352,9,24,,
Harburg,Anteil der Personen mit Migrationshintergrund ,,,
K03353,13,77,,
Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund ,,,
K03354360,10,88,,
Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K03355,15,12,,
Osterholz,Anteil der Personen mit Migrationshintergrund ,,,
K03356,10,25,,
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund ,,,
K03357,11,03,,
Heidekreis,Anteil der Personen mit Migrationshintergrund ,,,
K03358,16,17,,
Stade,Anteil der Personen mit Migrationshintergrund ,,,
K03359,15,68,,
Verden,Anteil der Personen mit Migrationshintergrund ,,,
K03361,19,28,,
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K033,14,11,,
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03401,30,29,,
Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund ,,,
K03402457,15,05,,
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03403,14,94,,
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03404,25,95,,
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03405,16,8,,
Ammerland,Anteil der Personen mit Migrationshintergrund ,,,
K03451,8,75,,
Aurich,Anteil der Personen mit Migrationshintergrund ,,,
K03452,10,19,,
Cloppenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03453,28,57,,
Emsland,Anteil der Personen mit Migrationshintergrund ,,,
K03454,16,65,,
Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund ,,,
K03455462,8,39,,
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund ,,,
K03456,22,94,,
Oldenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03458,11,79,,
Osnabrück,Anteil der Personen mit Migrationshintergrund ,,,
K03459,20,76,,
Vechta,Anteil der Personen mit Migrationshintergrund ,,,
K03460,21,53,,
Wesermarsch,Anteil der Personen mit Migrationshintergrund ,,,
K03461,12,95,,
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund ,,,
K034,17,81,,
Niedersachsen,Anteil der Personen mit Migrationshintergrund ,,,
K030,17,84,,
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03101,19,09,,
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03102,27,29,,
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03103,33,47,,
Gifhorn,Anteil der Personen mit Migrationshintergrund ,,,
K03151,19,62,,
Goslar,Anteil der Personen mit Migrationshintergrund ,,,
K03153,10,72,,
Helmstedt,Anteil der Personen mit Migrationshintergrund ,,,
K03154,18,51,,
Northeim,Anteil der Personen mit Migrationshintergrund ,,,
K03155,10,4,,
Peine,Anteil der Personen mit Migrationshintergrund ,,,
K03157,18,33,,
Göttingen,Anteil der Personen mit Migrationshintergrund ,,,
K03159,11,46,,
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund ,,,
K03158,15,28,,
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund ,,,
K031,17,4,,
Hannover  Region,Anteil der Personen mit Migrationshintergrund ,,,
K03241,24,22,,
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund ,,,
K03241001,29,97,,
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund ,,,
K03241999,19,32,,
Diepholz,Anteil der Personen mit Migrationshintergrund ,,,
K03251,14,91,,
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund ,,,
K03252,17,99,,
Hildesheim,Anteil der Personen mit Migrationshintergrund ,,,
K03254,17,13,,
Holzminden,Anteil der Personen mit Migrationshintergrund ,,,
K03255,7,03,,
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund ,,,
K03256,17,66,,
Schaumburg,Anteil der Personen mit Migrationshintergrund ,,,
K03257,15,1,,
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund ,,,
K032,20,28,,
Celle,Anteil der Personen mit Migrationshintergrund ,,,
K03351,17,44,,
Cuxhaven,Anteil der Personen mit Migrationshintergrund ,,,
K03352,11,66,,
Harburg,Anteil der Personen mit Migrationshintergrund ,,,
K03353,13,41,,
Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund ,,,
K03354360,9,98,,
Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K03355,13,2,,
Osterholz,Anteil der Personen mit Migrationshintergrund ,,,
K03356,7,75,,
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund ,,,
K03357,11,02,,
Heidekreis,Anteil der Personen mit Migrationshintergrund ,,,
K03358,17,17,,
Stade,Anteil der Personen mit Migrationshintergrund ,,,
K03359,13,48,,
Verden,Anteil der Personen mit Migrationshintergrund ,,,
K03361,19,92,,
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K033,13,7,,
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03401,27,25,,
Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund ,,,
K03402457,12,64,,
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03403,14,5,,
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03404,28,54,,
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03405,16,26,,
Ammerland,Anteil der Personen mit Migrationshintergrund ,,,
K03451,9,02,,
Aurich,Anteil der Personen mit Migrationshintergrund ,,,
K03452,7,28,,
Cloppenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03453,30,91,,
Emsland,Anteil der Personen mit Migrationshintergrund ,,,
K03454,17,27,,
Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund ,,,
K03455462,6,14,,
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund ,,,
K03456,22,94,,
Oldenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03458,12,26,,
Osnabrück,Anteil der Personen mit Migrationshintergrund ,,,
K03459,21,15,,
Vechta,Anteil der Personen mit Migrationshintergrund ,,,
K03460,21,07,,
Wesermarsch,Anteil der Personen mit Migrationshintergrund ,,,
K03461,12,6,,
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund ,,,
K034,17,47,,
Niedersachsen,Anteil der Personen mit Migrationshintergrund ,,,
K030,17,4,,
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03101,21,08,,
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03102,27,79,,
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03103,37,27,,
Gifhorn,Anteil der Personen mit Migrationshintergrund ,,,
K03151,23,6,,
Goslar,Anteil der Personen mit Migrationshintergrund ,,,
K03153,12,7,,
Helmstedt,Anteil der Personen mit Migrationshintergrund ,,,
K03154,14,47,,
Northeim,Anteil der Personen mit Migrationshintergrund ,,,
K03155,9,68,,
Peine,Anteil der Personen mit Migrationshintergrund ,,,
K03157,16,07,,
Göttingen,Anteil der Personen mit Migrationshintergrund ,,,
K03159,12,95,,
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund ,,,
K03158,15,15,,
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund ,,,
K031,18,4,,
Hannover  Region,Anteil der Personen mit Migrationshintergrund ,,,
K03241,25,53,,
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund ,,,
K03241001,32,97,,
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund ,,,
K03241999,19,24,,
Diepholz,Anteil der Personen mit Migrationshintergrund ,,,
K03251,13,31,,
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund ,,,
K03252,20,41,,
Hildesheim,Anteil der Personen mit Migrationshintergrund ,,,
K03254,18,17,,
Holzminden,Anteil der Personen mit Migrationshintergrund ,,,
K03255,8,49,,
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund ,,,
K03256,15,95,,
Schaumburg,Anteil der Personen mit Migrationshintergrund ,,,
K03257,13,67,,
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund ,,,
K032,20,99,,
Celle,Anteil der Personen mit Migrationshintergrund ,,,
K03351,17,77,,
Cuxhaven,Anteil der Personen mit Migrationshintergrund ,,,
K03352,13,72,,
Harburg,Anteil der Personen mit Migrationshintergrund ,,,
K03353,13,93,,
Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund ,,,
K03354360,10,07,,
Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K03355,12,81,,
Osterholz,Anteil der Personen mit Migrationshintergrund ,,,
K03356,7,38,,
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund ,,,
K03357,10,78,,
Heidekreis,Anteil der Personen mit Migrationshintergrund ,,,
K03358,18,69,,
Stade,Anteil der Personen mit Migrationshintergrund ,,,
K03359,10,85,,
Verden,Anteil der Personen mit Migrationshintergrund ,,,
K03361,21,93,,
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K033,13,89,,
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03401,25,11,,
Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund ,,,
K03402457,14,97,,
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03403,15,69,,
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03404,31,62,,
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03405,16,55,,
Ammerland,Anteil der Personen mit Migrationshintergrund ,,,
K03451,6,84,,
Aurich,Anteil der Personen mit Migrationshintergrund ,,,
K03452,9,45,,
Cloppenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03453,26,93,,
Emsland,Anteil der Personen mit Migrationshintergrund ,,,
K03454,17,68,,
Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund ,,,
K03455462,6,77,,
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund ,,,
K03456,22,91,,
Oldenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03458,11,62,,
Osnabrück,Anteil der Personen mit Migrationshintergrund ,,,
K03459,22,43,,
Vechta,Anteil der Personen mit Migrationshintergrund ,,,
K03460,21,05,,
Wesermarsch,Anteil der Personen mit Migrationshintergrund ,,,
K03461,14,21,,
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund ,,,
K034,18,03,,
Niedersachsen,Anteil der Personen mit Migrationshintergrund ,,,
K030,18,01,,
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03101,20,55,,
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03102,25,44,,
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03103,35,95,,
Gifhorn,Anteil der Personen mit Migrationshintergrund ,,,
K03151,21,35,,
Goslar,Anteil der Personen mit Migrationshintergrund ,,,
K03153,10,14,,
Helmstedt,Anteil der Personen mit Migrationshintergrund ,,,
K03154,9,86,,
Northeim,Anteil der Personen mit Migrationshintergrund ,,,
K03155,8,9,,
Peine,Anteil der Personen mit Migrationshintergrund ,,,
K03157,14,55,,
Göttingen,Anteil der Personen mit Migrationshintergrund ,,,
K03159,12,26,,
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund ,,,
K03158,13,65,,
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund ,,,
K031,16,88,,
Hannover  Region,Anteil der Personen mit Migrationshintergrund ,,,
K03241,23,24,,
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund ,,,
K03241001,28,87,,
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund ,,,
K03241999,18,49,,
Diepholz,Anteil der Personen mit Migrationshintergrund ,,,
K03251,13,24,,
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund ,,,
K03252,17,51,,
Hildesheim,Anteil der Personen mit Migrationshintergrund ,,,
K03254,16,01,,
Holzminden,Anteil der Personen mit Migrationshintergrund ,,,
K03255,9,39,,
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund ,,,
K03256,17,07,,
Schaumburg,Anteil der Personen mit Migrationshintergrund ,,,
K03257,12,8,,
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund ,,,
K032,19,25,,
Celle,Anteil der Personen mit Migrationshintergrund ,,,
K03351,13,05,,
Cuxhaven,Anteil der Personen mit Migrationshintergrund ,,,
K03352,11,47,,
Harburg,Anteil der Personen mit Migrationshintergrund ,,,
K03353,12,54,,
Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund ,,,
K03354360,10,25,,
Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K03355,11,04,,
Osterholz,Anteil der Personen mit Migrationshintergrund ,,,
K03356,5,61,,
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund ,,,
K03357,14,89,,
Heidekreis,Anteil der Personen mit Migrationshintergrund ,,,
K03358,17,37,,
Stade,Anteil der Personen mit Migrationshintergrund ,,,
K03359,9,95,,
Verden,Anteil der Personen mit Migrationshintergrund ,,,
K03361,17,36,,
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K033,12,37,,
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03401,24,94,,
Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund ,,,
K03402457,10,08,,
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03403,16,08,,
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03404,28,16,,
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03405,14,19,,
Ammerland,Anteil der Personen mit Migrationshintergrund ,,,
K03451,11,71,,
Aurich,Anteil der Personen mit Migrationshintergrund ,,,
K03452,8,46,,
Cloppenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03453,25,8,,
Emsland,Anteil der Personen mit Migrationshintergrund ,,,
K03454,18,59,,
Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund ,,,
K03455462,5,69,,
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund ,,,
K03456,22,57,,
Oldenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03458,9,83,,
Osnabrück,Anteil der Personen mit Migrationshintergrund ,,,
K03459,21,71,,
Vechta,Anteil der Personen mit Migrationshintergrund ,,,
K03460,22,56,,
Wesermarsch,Anteil der Personen mit Migrationshintergrund ,,,
K03461,15,23,,
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund ,,,
K034,17,34,,
Niedersachsen,Anteil der Personen mit Migrationshintergrund ,,,
K030,16,7,,
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03101,19,8,,
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03102,22,75,,
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03103,30,31,,
Gifhorn,Anteil der Personen mit Migrationshintergrund ,,,
K03151,19,43,,
Goslar,Anteil der Personen mit Migrationshintergrund ,,,
K03153,11,8,,
Helmstedt,Anteil der Personen mit Migrationshintergrund ,,,
K03154,8,96,,
Northeim,Anteil der Personen mit Migrationshintergrund ,,,
K03155,9,42,,
Peine,Anteil der Personen mit Migrationshintergrund ,,,
K03157,15,46,,
Göttingen,Anteil der Personen mit Migrationshintergrund ,,,
K03159,12,99,,
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund ,,,
K03158,13,99,,
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund ,,,
K031,16,24,,
Hannover  Region,Anteil der Personen mit Migrationshintergrund ,,,
K03241,22,66,,
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund ,,,
K03241001,28,57,,
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund ,,,
K03241999,17,67,,
Diepholz,Anteil der Personen mit Migrationshintergrund ,,,
K03251,12,72,,
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund ,,,
K03252,14,03,,
Hildesheim,Anteil der Personen mit Migrationshintergrund ,,,
K03254,16,04,,
Holzminden,Anteil der Personen mit Migrationshintergrund ,,,
K03255,9,36,,
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund ,,,
K03256,17,23,,
Schaumburg,Anteil der Personen mit Migrationshintergrund ,,,
K03257,16,41,,
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund ,,,
K032,18,95,,
Celle,Anteil der Personen mit Migrationshintergrund ,,,
K03351,13,83,,
Cuxhaven,Anteil der Personen mit Migrationshintergrund ,,,
K03352,11,71,,
Harburg,Anteil der Personen mit Migrationshintergrund ,,,
K03353,10,95,,
Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund ,,,
K03354360,12,19,,
Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K03355,9,03,,
Osterholz,Anteil der Personen mit Migrationshintergrund ,,,
K03356,5,51,,
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund ,,,
K03357,12,26,,
Heidekreis,Anteil der Personen mit Migrationshintergrund ,,,
K03358,12,87,,
Stade,Anteil der Personen mit Migrationshintergrund ,,,
K03359,11,07,,
Verden,Anteil der Personen mit Migrationshintergrund ,,,
K03361,16,52,,
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K033,11,64,,
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03401,24,05,,
Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund ,,,
K03402457,11,93,,
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03403,16,12,,
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03404,25,01,,
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03405,12,46,,
Ammerland,Anteil der Personen mit Migrationshintergrund ,,,
K03451,13,52,,
Aurich,Anteil der Personen mit Migrationshintergrund ,,,
K03452,7,09,,
Cloppenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03453,25,16,,
Emsland,Anteil der Personen mit Migrationshintergrund ,,,
K03454,19,83,,
Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund ,,,
K03455462,5,68,,
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund ,,,
K03456,22,46,,
Oldenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03458,8,89,,
Osnabrück,Anteil der Personen mit Migrationshintergrund ,,,
K03459,20,65,,
Vechta,Anteil der Personen mit Migrationshintergrund ,,,
K03460,25,34,,
Wesermarsch,Anteil der Personen mit Migrationshintergrund ,,,
K03461,14,97,,
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund ,,,
K034,17,24,,
Niedersachsen,Anteil der Personen mit Migrationshintergrund ,,,
K030,16,3,,
,,,0.0,
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03101,23,47,,
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03102,33,75,,
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03103,36,2,,
Gifhorn,Anteil der Personen mit Migrationshintergrund ,,,
K03151,25,18,,
Goslar,Anteil der Personen mit Migrationshintergrund ,,,
K03153,17,66,,
Helmstedt,Anteil der Personen mit Migrationshintergrund ,,,
K03154,13,61,,
Northeim,Anteil der Personen mit Migrationshintergrund ,,,
K03155,14,64,,
Peine,Anteil der Personen mit Migrationshintergrund ,,,
K03157,18,8,,
Göttingen,Anteil der Personen mit Migrationshintergrund ,,,
K03159,15,54,,
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund ,,,
K03158,14,02,,
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund ,,,
K031,20,82,,
Hannover  Region,Anteil der Personen mit Migrationshintergrund ,,,
K03241,28,6,,
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund ,,,
K03241001,34,91,,
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund ,,,
K03241999,23,12,,
Diepholz,Anteil der Personen mit Migrationshintergrund ,,,
K03251,16,62,,
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund ,,,
K03252,25,93,,
Hildesheim,Anteil der Personen mit Migrationshintergrund ,,,
K03254,21,1,,
Holzminden,Anteil der Personen mit Migrationshintergrund ,,,
K03255,19,19,,
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund ,,,
K03256,25,4,,
Schaumburg,Anteil der Personen mit Migrationshintergrund ,,,
K03257,17,5,,
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund ,,,
K032,24,9,,
Celle,Anteil der Personen mit Migrationshintergrund ,,,
K03351,17,78,,
Cuxhaven,Anteil der Personen mit Migrationshintergrund ,,,
K03352,14,7,,
Harburg,Anteil der Personen mit Migrationshintergrund ,,,
K03353,19,66,,
Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund ,,,
K03354360,15,4,,
Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K03355,15,1,,
Osterholz,Anteil der Personen mit Migrationshintergrund ,,,
K03356,12,59,,
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund ,,,
K03357,14,09,,
Heidekreis,Anteil der Personen mit Migrationshintergrund ,,,
K03358,20,78,,
Stade,Anteil der Personen mit Migrationshintergrund ,,,
K03359,16,67,,
Verden,Anteil der Personen mit Migrationshintergrund ,,,
K03361,18,92,,
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K033,16,74,,
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03401,32,37,,
Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund ,,,
K03402457,16,47,,
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03403,15,85,,
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03404,27,81,,
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03405,23,69,,
Ammerland,Anteil der Personen mit Migrationshintergrund ,,,
K03451,15,64,,
Aurich,Anteil der Personen mit Migrationshintergrund ,,,
K03452,12,46,,
Cloppenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03453,28,8,,
Emsland,Anteil der Personen mit Migrationshintergrund ,,,
K03454,22,06,,
Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund ,,,
K03455462,10,82,,
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund ,,,
K03456,27,,,
Oldenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03458,14,48,,
Osnabrück,Anteil der Personen mit Migrationshintergrund ,,,
K03459,22,25,,
Vechta,Anteil der Personen mit Migrationshintergrund ,,,
K03460,33,75,,
Wesermarsch,Anteil der Personen mit Migrationshintergrund ,,,
K03461,11,57,,
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund ,,,
K034,20,71,,
Niedersachsen,Anteil der Personen mit Migrationshintergrund ,,,
K030,21,01,,
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03101,24,19,,
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03102,34,48,,
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03103,35,34,,
Gifhorn,Anteil der Personen mit Migrationshintergrund ,,,
K03151,21,83,,
Goslar,Anteil der Personen mit Migrationshintergrund ,,,
K03153,15,02,,
Helmstedt,Anteil der Personen mit Migrationshintergrund ,,,
K03154,15,48,,
Northeim,Anteil der Personen mit Migrationshintergrund ,,,
K03155,18,08,,
Peine,Anteil der Personen mit Migrationshintergrund ,,,
K03157,16,62,,
Göttingen,Anteil der Personen mit Migrationshintergrund ,,,
K03159,16,85,,
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund ,,,
K03158,13,66,,
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund ,,,
K031,20,69,,
Hannover  Region,Anteil der Personen mit Migrationshintergrund ,,,
K03241,29,11,,
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund ,,,
K03241001,36,16,,
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund ,,,
K03241999,22,96,,
Diepholz,Anteil der Personen mit Migrationshintergrund ,,,
K03251,16,56,,
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund ,,,
K03252,28,3,,
Hildesheim,Anteil der Personen mit Migrationshintergrund ,,,
K03254,18,62,,
Holzminden,Anteil der Personen mit Migrationshintergrund ,,,
K03255,18,96,,
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund ,,,
K03256,21,42,,
Schaumburg,Anteil der Personen mit Migrationshintergrund ,,,
K03257,16,82,,
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund ,,,
K032,24,74,,
Celle,Anteil der Personen mit Migrationshintergrund ,,,
K03351,18,21,,
Cuxhaven,Anteil der Personen mit Migrationshintergrund ,,,
K03352,14,51,,
Harburg,Anteil der Personen mit Migrationshintergrund ,,,
K03353,18,43,,
Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund ,,,
K03354360,14,37,,
Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K03355,14,19,,
Osterholz,Anteil der Personen mit Migrationshintergrund ,,,
K03356,9,34,,
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund ,,,
K03357,17,59,,
Heidekreis,Anteil der Personen mit Migrationshintergrund ,,,
K03358,17,1,,
Stade,Anteil der Personen mit Migrationshintergrund ,,,
K03359,18,68,,
Verden,Anteil der Personen mit Migrationshintergrund ,,,
K03361,19,01,,
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K033,16,53,,
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03401,32,02,,
Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund ,,,
K03402457,19,38,,
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03403,15,58,,
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03404,24,79,,
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03405,28,67,,
Ammerland,Anteil der Personen mit Migrationshintergrund ,,,
K03451,14,27,,
Aurich,Anteil der Personen mit Migrationshintergrund ,,,
K03452,11,12,,
Cloppenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03453,27,18,,
Emsland,Anteil der Personen mit Migrationshintergrund ,,,
K03454,25,2,,
Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund ,,,
K03455462,7,09,,
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund ,,,
K03456,26,61,,
Oldenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03458,15,16,,
Osnabrück,Anteil der Personen mit Migrationshintergrund ,,,
K03459,21,78,,
Vechta,Anteil der Personen mit Migrationshintergrund ,,,
K03460,31,51,,
Wesermarsch,Anteil der Personen mit Migrationshintergrund ,,,
K03461,13,93,,
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund ,,,
K034,20,79,,
Niedersachsen,Anteil der Personen mit Migrationshintergrund ,,,
K030,20,92,,
