Year,Gebietseinheit,Migrationserfahrung,Nationalität,Units,GeoCode,Value
2015,Westniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_11,65.27813
2015,Statistische Region Weser-Ems,ohne eigener Migrationserfahrung,,in 1000,,126.31037
2015,Niedersachsen,ohne eigener Migrationserfahrung,,in 1000,,434.01346
2014,Ostniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_01,69.1791
2014,Südniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_02,18.0185
2014,Statistische Region Braunschweig,ohne eigener Migrationserfahrung,,in 1000,,87.1976
2014,Region Hannover,ohne eigener Migrationserfahrung,,in 1000,,87.85766
2014,"dav. Hannover, Landeshauptstadt",ohne eigener Migrationserfahrung,,in 1000,RA_03,48.52912
2014,"dav. Hannover, Umland",ohne eigener Migrationserfahrung,,in 1000,RA_04,39.32854
2014,Weser-Leine-Bergland,ohne eigener Migrationserfahrung,,in 1000,RA_05,23.04957
2014,Mittelniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_06,25.59907
2014,Statistische Region Hannover,ohne eigener Migrationserfahrung,,in 1000,,136.5063
2014,Nordniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_07,40.01455
2014,Nordostniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_08,42.93817
2014,Statistische Region Lüneburg,ohne eigener Migrationserfahrung,,in 1000,,82.95272
2014,Ostfriesland-Nordseeküste,ohne eigener Migrationserfahrung,,in 1000,RA_09,20.11859
2014,Oldenburger Raum,ohne eigener Migrationserfahrung,,in 1000,RA_10,38.36854
2014,Westniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_11,69.63873
2014,Statistische Region Weser-Ems,ohne eigener Migrationserfahrung,,in 1000,,128.12587
2014,Niedersachsen,ohne eigener Migrationserfahrung,,in 1000,,434.78249
2013,Ostniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_01,72.15065
2013,Südniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_02,20.18107
2013,Statistische Region Braunschweig,ohne eigener Migrationserfahrung,,in 1000,,92.33173
2013,Region Hannover,ohne eigener Migrationserfahrung,,in 1000,,84.84002
2013,"dav. Hannover, Landeshauptstadt",ohne eigener Migrationserfahrung,,in 1000,RA_03,47.04458
2013,"dav. Hannover, Umland",ohne eigener Migrationserfahrung,,in 1000,RA_04,37.79544
2013,Weser-Leine-Bergland,ohne eigener Migrationserfahrung,,in 1000,RA_05,28.36702
2013,Mittelniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_06,20.67155
2013,Statistische Region Hannover,ohne eigener Migrationserfahrung,,in 1000,,133.87859
2013,Nordniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_07,34.74744
2013,Nordostniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_08,43.21364
2013,Statistische Region Lüneburg,ohne eigener Migrationserfahrung,,in 1000,,77.96109
2013,Ostfriesland-Nordseeküste,ohne eigener Migrationserfahrung,,in 1000,RA_09,27.58325
2013,Oldenburger Raum,ohne eigener Migrationserfahrung,,in 1000,RA_10,29.08224
2013,Westniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_11,74.08088
2013,Statistische Region Weser-Ems,ohne eigener Migrationserfahrung,,in 1000,,130.74636
2013,Niedersachsen,ohne eigener Migrationserfahrung,,in 1000,,434.91776
2012,Ostniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_01,67.79752
2012,Südniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_02,21.22799
2012,Statistische Region Braunschweig,ohne eigener Migrationserfahrung,,in 1000,,89.02551
2012,Region Hannover,ohne eigener Migrationserfahrung,,in 1000,,82.89434
2012,"dav. Hannover, Landeshauptstadt",ohne eigener Migrationserfahrung,,in 1000,RA_03,43.52735
2012,"dav. Hannover, Umland",ohne eigener Migrationserfahrung,,in 1000,RA_04,39.36699
2012,Weser-Leine-Bergland,ohne eigener Migrationserfahrung,,in 1000,RA_05,24.88267
2012,Mittelniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_06,19.11845
2012,Statistische Region Hannover,ohne eigener Migrationserfahrung,,in 1000,,126.89547
2012,Nordniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_07,38.10402
2012,Nordostniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_08,36.04964
2012,Statistische Region Lüneburg,ohne eigener Migrationserfahrung,,in 1000,,74.15366
2012,Ostfriesland-Nordseeküste,ohne eigener Migrationserfahrung,,in 1000,RA_09,21.0429
2012,Oldenburger Raum,ohne eigener Migrationserfahrung,,in 1000,RA_10,34.12939
2012,Westniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_11,72.99691
2012,Statistische Region Weser-Ems,ohne eigener Migrationserfahrung,,in 1000,,128.1692
2012,Niedersachsen,ohne eigener Migrationserfahrung,,in 1000,,418.24384
2011,Ostniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_01,62.60885
2011,Südniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_02,22.53371
2011,Statistische Region Braunschweig,ohne eigener Migrationserfahrung,,in 1000,,85.14257
2011,Region Hannover,ohne eigener Migrationserfahrung,,in 1000,,78.54034
2011,"dav. Hannover, Landeshauptstadt",ohne eigener Migrationserfahrung,,in 1000,RA_03,40.27388
2011,"dav. Hannover, Umland",ohne eigener Migrationserfahrung,,in 1000,RA_04,38.26646
2011,Weser-Leine-Bergland,ohne eigener Migrationserfahrung,,in 1000,RA_05,22.16972
2011,Mittelniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_06,23.68662
2011,Statistische Region Hannover,ohne eigener Migrationserfahrung,,in 1000,,124.39667
2011,Nordniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_07,34.57545
2011,Nordostniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_08,35.31429
2011,Statistische Region Lüneburg,ohne eigener Migrationserfahrung,,in 1000,,69.88974
2011,Ostfriesland-Nordseeküste,ohne eigener Migrationserfahrung,,in 1000,RA_09,24.98204
2011,Oldenburger Raum,ohne eigener Migrationserfahrung,,in 1000,RA_10,33.8305
2011,Westniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_11,74.83799
2011,Statistische Region Weser-Ems,ohne eigener Migrationserfahrung,,in 1000,,133.65053
2011,Niedersachsen,ohne eigener Migrationserfahrung,,in 1000,,413.07952
2019,Ostniedersachsen,ohne eigener Migrationserfahrung,,%,RA_01,37.2358281692654
2019,Südniedersachsen,ohne eigener Migrationserfahrung,,%,RA_02,33.6498799649199
2019,Statistische Region Braunschweig,ohne eigener Migrationserfahrung,,%,,36.2005483989052
2019,Region Hannover,ohne eigener Migrationserfahrung,,%,,36.9496487907167
2019,"dav. Hannover, Landeshauptstadt",ohne eigener Migrationserfahrung,,%,RA_03,37.3083099712294
2019,"dav. Hannover, Umland",ohne eigener Migrationserfahrung,,%,RA_04,36.4766319181225
2019,Weser-Leine-Bergland,ohne eigener Migrationserfahrung,,%,RA_05,35.9973478556146
2019,Mittelniedersachsen,ohne eigener Migrationserfahrung,,%,RA_06,35.9318901907835
2019,Statistische Region Hannover,ohne eigener Migrationserfahrung,,%,,36.5785422786067
2019,Nordniedersachsen,ohne eigener Migrationserfahrung,,%,RA_07,37.5544881507725
2019,Nordostniedersachsen,ohne eigener Migrationserfahrung,,%,RA_08,34.5496964478495
2019,Statistische Region Lüneburg,ohne eigener Migrationserfahrung,,%,,36.1509656789864
2019,Ostfriesland-Nordseeküste,ohne eigener Migrationserfahrung,,%,RA_09,30.137333035348
2019,Oldenburger Raum,ohne eigener Migrationserfahrung,,%,RA_10,33.8099016502291
2019,Westniedersachsen,ohne eigener Migrationserfahrung,,%,RA_11,30.6328132499815
2019,Statistische Region Weser-Ems,ohne eigener Migrationserfahrung,,%,,31.3875464352772
2019,Niedersachsen,ohne eigener Migrationserfahrung,,%,,34.828215541897
2018,Ostniedersachsen,ohne eigener Migrationserfahrung,,%,RA_01,34.4174080079466
2018,Südniedersachsen,ohne eigener Migrationserfahrung,,%,RA_02,32.4161050972169
2018,Statistische Region Braunschweig,ohne eigener Migrationserfahrung,,%,,33.8130334981845
2018,Region Hannover,ohne eigener Migrationserfahrung,,%,,35.2832332192149
2018,"dav. Hannover, Landeshauptstadt",ohne eigener Migrationserfahrung,,%,RA_03,34.7946217302161
2018,"dav. Hannover, Umland",ohne eigener Migrationserfahrung,,%,RA_04,35.9593293081578
2018,Weser-Leine-Bergland,ohne eigener Migrationserfahrung,,%,RA_05,30.8085106926066
2018,Mittelniedersachsen,ohne eigener Migrationserfahrung,,%,RA_06,35.6799137195921
2018,Statistische Region Hannover,ohne eigener Migrationserfahrung,,%,,34.4476914441023
2018,Nordniedersachsen,ohne eigener Migrationserfahrung,,%,RA_07,36.7934280979851
2018,Nordostniedersachsen,ohne eigener Migrationserfahrung,,%,RA_08,34.265912836032
2018,Statistische Region Lüneburg,ohne eigener Migrationserfahrung,,%,,35.6564143917135
2018,Ostfriesland-Nordseeküste,ohne eigener Migrationserfahrung,,%,RA_09,33.1871167061279
2018,Oldenburger Raum,ohne eigener Migrationserfahrung,,%,RA_10,33.8880318768677
2018,Westniedersachsen,ohne eigener Migrationserfahrung,,%,RA_11,29.7334280108412
2018,Statistische Region Weser-Ems,ohne eigener Migrationserfahrung,,%,,31.5420033079705
2018,Niedersachsen,ohne eigener Migrationserfahrung,,%,,33.6169253381348
2017,Ostniedersachsen,ohne eigener Migrationserfahrung,,%,RA_01,31.1828633831989
2017,Südniedersachsen,ohne eigener Migrationserfahrung,,%,RA_02,26.0163824526951
2017,Statistische Region Braunschweig,ohne eigener Migrationserfahrung,,%,,29.5450943039616
2017,Region Hannover,ohne eigener Migrationserfahrung,,%,,31.7828758791058
2017,"dav. Hannover, Landeshauptstadt",ohne eigener Migrationserfahrung,,%,RA_03,31.3688474412686
2017,"dav. Hannover, Umland",ohne eigener Migrationserfahrung,,%,RA_04,32.3039499718334
2017,Weser-Leine-Bergland,ohne eigener Migrationserfahrung,,%,RA_05,29.1675976303099
2017,Mittelniedersachsen,ohne eigener Migrationserfahrung,,%,RA_06,31.7879031101659
2017,Statistische Region Hannover,ohne eigener Migrationserfahrung,,%,,31.2439389503926
2017,Nordniedersachsen,ohne eigener Migrationserfahrung,,%,RA_07,32.6242167122783
2017,Nordostniedersachsen,ohne eigener Migrationserfahrung,,%,RA_08,29.831184658217
2017,Statistische Region Lüneburg,ohne eigener Migrationserfahrung,,%,,31.3805835777242
2017,Ostfriesland-Nordseeküste,ohne eigener Migrationserfahrung,,%,RA_09,29.4536377185717
2017,Oldenburger Raum,ohne eigener Migrationserfahrung,,%,RA_10,30.7635118045617
2017,Westniedersachsen,ohne eigener Migrationserfahrung,,%,RA_11,27.3274389865357
2017,Statistische Region Weser-Ems,ohne eigener Migrationserfahrung,,%,,28.6791401566966
2017,Niedersachsen,ohne eigener Migrationserfahrung,,%,,30.1396175688164
2016,Ostniedersachsen,ohne eigener Migrationserfahrung,,%,RA_01,29.6748899827063
2016,Südniedersachsen,ohne eigener Migrationserfahrung,,%,RA_02,27.653351653197
2016,Statistische Region Braunschweig,ohne eigener Migrationserfahrung,,%,,29.0013716186974
2016,Region Hannover,ohne eigener Migrationserfahrung,,%,,32.5948182846565
2016,"dav. Hannover, Landeshauptstadt",ohne eigener Migrationserfahrung,,%,RA_03,30.5036183482165
2016,"dav. Hannover, Umland",ohne eigener Migrationserfahrung,,%,RA_04,35.210690827048
2016,Weser-Leine-Bergland,ohne eigener Migrationserfahrung,,%,RA_05,26.5862705542751
2016,Mittelniedersachsen,ohne eigener Migrationserfahrung,,%,RA_06,32.2634255324088
2016,Statistische Region Hannover,ohne eigener Migrationserfahrung,,%,,31.4384827199444
2016,Nordniedersachsen,ohne eigener Migrationserfahrung,,%,RA_07,31.530781711495
2016,Nordostniedersachsen,ohne eigener Migrationserfahrung,,%,RA_08,32.5379896587393
2016,Statistische Region Lüneburg,ohne eigener Migrationserfahrung,,%,,32.0155383361928
2016,Ostfriesland-Nordseeküste,ohne eigener Migrationserfahrung,,%,RA_09,26.0179328321272
2016,Oldenburger Raum,ohne eigener Migrationserfahrung,,%,RA_10,29.0099843691497
2016,Westniedersachsen,ohne eigener Migrationserfahrung,,%,RA_11,28.0309282909149
2016,Statistische Region Weser-Ems,ohne eigener Migrationserfahrung,,%,,27.9571812648645
2016,Niedersachsen,ohne eigener Migrationserfahrung,,%,,29.949713325265
2015,Ostniedersachsen,ohne eigener Migrationserfahrung,,%,RA_01,32.9138456760509
2015,Südniedersachsen,ohne eigener Migrationserfahrung,,%,RA_02,24.1504173729531
2015,Statistische Region Braunschweig,ohne eigener Migrationserfahrung,,%,,30.7053509377853
2015,Region Hannover,ohne eigener Migrationserfahrung,,%,,33.0643150152576
2015,"dav. Hannover, Landeshauptstadt",ohne eigener Migrationserfahrung,,%,RA_03,31.9771254988787
2015,"dav. Hannover, Umland",ohne eigener Migrationserfahrung,,%,RA_04,34.54238959361
2015,Weser-Leine-Bergland,ohne eigener Migrationserfahrung,,%,RA_05,28.6284838237349
2015,Mittelniedersachsen,ohne eigener Migrationserfahrung,,%,RA_06,34.6392493678215
2015,Statistische Region Hannover,ohne eigener Migrationserfahrung,,%,,32.5697104958117
2015,Nordniedersachsen,ohne eigener Migrationserfahrung,,%,RA_07,32.1322304368142
2015,Nordostniedersachsen,ohne eigener Migrationserfahrung,,%,RA_08,33.143838768377
2015,Statistische Region Lüneburg,ohne eigener Migrationserfahrung,,%,,32.6607315493831
2015,Ostfriesland-Nordseeküste,ohne eigener Migrationserfahrung,,%,RA_09,25.5490099136431
2015,Oldenburger Raum,ohne eigener Migrationserfahrung,,%,RA_10,31.5482891161749
2015,Westniedersachsen,ohne eigener Migrationserfahrung,,%,RA_11,28.4470668285976
2015,Statistische Region Weser-Ems,ohne eigener Migrationserfahrung,,%,,28.7187898936439
2015,Niedersachsen,ohne eigener Migrationserfahrung,,%,,30.9965397721729
2014,Ostniedersachsen,ohne eigener Migrationserfahrung,,%,RA_01,33.3972256286634
2014,Südniedersachsen,ohne eigener Migrationserfahrung,,%,RA_02,27.0285432877455
2014,Statistische Region Braunschweig,ohne eigener Migrationserfahrung,,%,,31.8466096506576
2014,Region Hannover,ohne eigener Migrationserfahrung,,%,,32.4385588433814
2014,"dav. Hannover, Landeshauptstadt",ohne eigener Migrationserfahrung,,%,RA_03,31.4266453309571
2014,"dav. Hannover, Umland",ohne eigener Migrationserfahrung,,%,RA_04,33.7807335132004
2014,Weser-Leine-Bergland,ohne eigener Migrationserfahrung,,%,RA_05,29.3793399862316
2014,Mittelniedersachsen,ohne eigener Migrationserfahrung,,%,RA_06,33.5495611204126
2014,Statistische Region Hannover,ohne eigener Migrationserfahrung,,%,,32.0738057282207
2014,Nordniedersachsen,ohne eigener Migrationserfahrung,,%,RA_07,36.4519380597039
2014,Nordostniedersachsen,ohne eigener Migrationserfahrung,,%,RA_08,35.9830254114341
2014,Statistische Region Lüneburg,ohne eigener Migrationserfahrung,,%,,36.2077013416096
2014,Ostfriesland-Nordseeküste,ohne eigener Migrationserfahrung,,%,RA_09,27.2454196183478
2014,Oldenburger Raum,ohne eigener Migrationserfahrung,,%,RA_10,32.1281456866302
2014,Westniedersachsen,ohne eigener Migrationserfahrung,,%,RA_11,29.7932981654198
2014,Statistische Region Weser-Ems,ohne eigener Migrationserfahrung,,%,,30.0056980580069
2014,Niedersachsen,ohne eigener Migrationserfahrung,,%,,32.0751229337077
2013,Ostniedersachsen,ohne eigener Migrationserfahrung,,%,RA_01,34.6486711621972
2013,Südniedersachsen,ohne eigener Migrationserfahrung,,%,RA_02,28.6747117370967
2013,Statistische Region Braunschweig,ohne eigener Migrationserfahrung,,%,,33.1396234866624
2013,Region Hannover,ohne eigener Migrationserfahrung,,%,,31.5289176482629
2013,"dav. Hannover, Landeshauptstadt",ohne eigener Migrationserfahrung,,%,RA_03,29.7929226152245
2013,"dav. Hannover, Umland",ohne eigener Migrationserfahrung,,%,RA_04,33.9944675873563
2013,Weser-Leine-Bergland,ohne eigener Migrationserfahrung,,%,RA_05,34.0671858184916
2013,Mittelniedersachsen,ohne eigener Migrationserfahrung,,%,RA_06,30.8031310443073
2013,Statistische Region Hannover,ohne eigener Migrationserfahrung,,%,,31.9166746689647
2013,Nordniedersachsen,ohne eigener Migrationserfahrung,,%,RA_07,34.2076703283548
2013,Nordostniedersachsen,ohne eigener Migrationserfahrung,,%,RA_08,36.1713162270226
2013,Statistische Region Lüneburg,ohne eigener Migrationserfahrung,,%,,35.2689643921896
2013,Ostfriesland-Nordseeküste,ohne eigener Migrationserfahrung,,%,RA_09,32.6679435429907
2013,Oldenburger Raum,ohne eigener Migrationserfahrung,,%,RA_10,27.9993133572144
2013,Westniedersachsen,ohne eigener Migrationserfahrung,,%,RA_11,31.1069273649277
2013,Statistische Region Weser-Ems,ohne eigener Migrationserfahrung,,%,,30.6590998917698
2013,Niedersachsen,ohne eigener Migrationserfahrung,,%,,32.3220393983105
2012,Ostniedersachsen,ohne eigener Migrationserfahrung,,%,RA_01,33.9802769854743
2012,Südniedersachsen,ohne eigener Migrationserfahrung,,%,RA_02,31.8738157861348
2012,Statistische Region Braunschweig,ohne eigener Migrationserfahrung,,%,,33.4531087426667
2012,Region Hannover,ohne eigener Migrationserfahrung,,%,,32.1839026015221
2012,"dav. Hannover, Landeshauptstadt",ohne eigener Migrationserfahrung,,%,RA_03,29.7032760279286
2012,"dav. Hannover, Umland",ohne eigener Migrationserfahrung,,%,RA_04,35.458083755209
2012,Weser-Leine-Bergland,ohne eigener Migrationserfahrung,,%,RA_05,32.20749080347
2012,Mittelniedersachsen,ohne eigener Migrationserfahrung,,%,RA_06,28.119167869893
2012,Statistische Region Hannover,ohne eigener Migrationserfahrung,,%,,31.5023430238562
2012,Nordniedersachsen,ohne eigener Migrationserfahrung,,%,RA_07,36.9315181614115
2012,Nordostniedersachsen,ohne eigener Migrationserfahrung,,%,RA_08,35.0164957996784
2012,Statistische Region Lüneburg,ohne eigener Migrationserfahrung,,%,,35.975049150941
2012,Ostfriesland-Nordseeküste,ohne eigener Migrationserfahrung,,%,RA_09,29.1397978857448
2012,Oldenburger Raum,ohne eigener Migrationserfahrung,,%,RA_10,30.5660105977199
2012,Westniedersachsen,ohne eigener Migrationserfahrung,,%,RA_11,30.4617915137618
2012,Statistische Region Weser-Ems,ohne eigener Migrationserfahrung,,%,,30.2638508571498
2012,Niedersachsen,ohne eigener Migrationserfahrung,,%,,32.2081742801084
2011,Ostniedersachsen,ohne eigener Migrationserfahrung,,%,RA_01,33.8980274894717
2011,Südniedersachsen,ohne eigener Migrationserfahrung,,%,RA_02,31.1849650385942
2011,Statistische Region Braunschweig,ohne eigener Migrationserfahrung,,%,,33.1350930751225
2011,Region Hannover,ohne eigener Migrationserfahrung,,%,,31.5141475199187
2011,"dav. Hannover, Landeshauptstadt",ohne eigener Migrationserfahrung,,%,RA_03,27.959038920967
2011,"dav. Hannover, Umland",ohne eigener Migrationserfahrung,,%,RA_04,36.3830997560576
2011,Weser-Leine-Bergland,ohne eigener Migrationserfahrung,,%,RA_05,30.5810205196136
2011,Mittelniedersachsen,ohne eigener Migrationserfahrung,,%,RA_06,31.7225640685675
2011,Statistische Region Hannover,ohne eigener Migrationserfahrung,,%,,31.3827451232078
2011,Nordniedersachsen,ohne eigener Migrationserfahrung,,%,RA_07,35.5155173313469
2011,Nordostniedersachsen,ohne eigener Migrationserfahrung,,%,RA_08,36.2077562130898
2011,Statistische Region Lüneburg,ohne eigener Migrationserfahrung,,%,,35.8619533892417
2011,Ostfriesland-Nordseeküste,ohne eigener Migrationserfahrung,,%,RA_09,34.7721780151162
2011,Oldenburger Raum,ohne eigener Migrationserfahrung,,%,RA_10,30.3645777797404
2011,Westniedersachsen,ohne eigener Migrationserfahrung,,%,RA_11,31.5990156245369
2011,Statistische Region Weser-Ems,ohne eigener Migrationserfahrung,,%,,31.8143033731859
2011,Niedersachsen,ohne eigener Migrationserfahrung,,%,,32.5689618489428
2019,Ostniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_01,104.65288
2019,Südniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_02,42.70598
2019,Statistische Region Braunschweig,,Ausländerinnen und Ausländer,in 1000,,147.35886
2019,Region Hannover,,Ausländerinnen und Ausländer,in 1000,,158.67304
2019,"dav. Hannover, Landeshauptstadt",,Ausländerinnen und Ausländer,in 1000,RA_03,90.59088
2019,"dav. Hannover, Umland",,Ausländerinnen und Ausländer,in 1000,RA_04,68.08216
2019,Weser-Leine-Bergland,,Ausländerinnen und Ausländer,in 1000,RA_05,41.70749
2019,Mittelniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_06,43.66345
2019,Statistische Region Hannover,,Ausländerinnen und Ausländer,in 1000,,244.04398
2019,Nordniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_07,67.59133
2019,Nordostniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_08,55.00087
2019,Statistische Region Lüneburg,,Ausländerinnen und Ausländer,in 1000,,122.5922
2019,Ostfriesland-Nordseeküste,,Ausländerinnen und Ausländer,in 1000,RA_09,54.10312
2019,Oldenburger Raum,,Ausländerinnen und Ausländer,in 1000,RA_10,55.29236
2019,Westniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_11,135.44643
2019,Statistische Region Weser-Ems,,Ausländerinnen und Ausländer,in 1000,,244.84191
2019,Niedersachsen,,Ausländerinnen und Ausländer,in 1000,,758.83695
2018,Ostniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_01,103.07277
2018,Südniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_02,42.4289
2018,Statistische Region Braunschweig,,Ausländerinnen und Ausländer,in 1000,,145.50167
2018,Region Hannover,,Ausländerinnen und Ausländer,in 1000,,159.72075
2018,"dav. Hannover, Landeshauptstadt",,Ausländerinnen und Ausländer,in 1000,RA_03,91.84605
2018,"dav. Hannover, Umland",,Ausländerinnen und Ausländer,in 1000,RA_04,67.8747
2018,Weser-Leine-Bergland,,Ausländerinnen und Ausländer,in 1000,RA_05,43.48157
2018,Mittelniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_06,38.96731
2018,Statistische Region Hannover,,Ausländerinnen und Ausländer,in 1000,,242.16964
2018,Nordniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_07,65.02128
2018,Nordostniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_08,56.90699
2018,Statistische Region Lüneburg,,Ausländerinnen und Ausländer,in 1000,,121.92827
2018,Ostfriesland-Nordseeküste,,Ausländerinnen und Ausländer,in 1000,RA_09,54.56932
2018,Oldenburger Raum,,Ausländerinnen und Ausländer,in 1000,RA_10,51.99844
2018,Westniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_11,134.04888
2018,Statistische Region Weser-Ems,,Ausländerinnen und Ausländer,in 1000,,240.61664
2018,Niedersachsen,,Ausländerinnen und Ausländer,in 1000,,750.21622
2017,Ostniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_01,91.8377
2017,Südniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_02,47.77837
2017,Statistische Region Braunschweig,,Ausländerinnen und Ausländer,in 1000,,139.61607
2017,Region Hannover,,Ausländerinnen und Ausländer,in 1000,,148.27964
2017,"dav. Hannover, Landeshauptstadt",,Ausländerinnen und Ausländer,in 1000,RA_03,83.649
2017,"dav. Hannover, Umland",,Ausländerinnen und Ausländer,in 1000,RA_04,64.63064
2017,Weser-Leine-Bergland,,Ausländerinnen und Ausländer,in 1000,RA_05,41.24492
2017,Mittelniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_06,40.8411
2017,Statistische Region Hannover,,Ausländerinnen und Ausländer,in 1000,,230.36566
2017,Nordniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_07,69.0118
2017,Nordostniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_08,51.3437
2017,Statistische Region Lüneburg,,Ausländerinnen und Ausländer,in 1000,,120.3555
2017,Ostfriesland-Nordseeküste,,Ausländerinnen und Ausländer,in 1000,RA_09,44.13902
2017,Oldenburger Raum,,Ausländerinnen und Ausländer,in 1000,RA_10,54.28118
2017,Westniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_11,123.5822
2017,Statistische Region Weser-Ems,,Ausländerinnen und Ausländer,in 1000,,222.00241
2017,Niedersachsen,,Ausländerinnen und Ausländer,in 1000,,712.33964
2016,Ostniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_01,83.47477
2016,Südniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_02,47.60669
2016,Statistische Region Braunschweig,,Ausländerinnen und Ausländer,in 1000,,131.08146
2016,Region Hannover,,Ausländerinnen und Ausländer,in 1000,,145.38465
2016,"dav. Hannover, Landeshauptstadt",,Ausländerinnen und Ausländer,in 1000,RA_03,88.87478
2016,"dav. Hannover, Umland",,Ausländerinnen und Ausländer,in 1000,RA_04,56.50987
2016,Weser-Leine-Bergland,,Ausländerinnen und Ausländer,in 1000,RA_05,36.51895
2016,Mittelniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_06,30.49755
2016,Statistische Region Hannover,,Ausländerinnen und Ausländer,in 1000,,212.40115
2016,Nordniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_07,60.39272
2016,Nordostniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_08,50.02443
2016,Statistische Region Lüneburg,,Ausländerinnen und Ausländer,in 1000,,110.41714
2016,Ostfriesland-Nordseeküste,,Ausländerinnen und Ausländer,in 1000,RA_09,36.29123
2016,Oldenburger Raum,,Ausländerinnen und Ausländer,in 1000,RA_10,49.11408
2016,Westniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_11,120.45812
2016,Statistische Region Weser-Ems,,Ausländerinnen und Ausländer,in 1000,,205.86343
2016,Niedersachsen,,Ausländerinnen und Ausländer,in 1000,,659.76318
2015,Ostniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_01,77.73018
2015,Südniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_02,30.07384
2015,Statistische Region Braunschweig,,Ausländerinnen und Ausländer,in 1000,,107.80403
2015,Region Hannover,,Ausländerinnen und Ausländer,in 1000,,128.52501
2015,"dav. Hannover, Landeshauptstadt",,Ausländerinnen und Ausländer,in 1000,RA_03,79.01471
2015,"dav. Hannover, Umland",,Ausländerinnen und Ausländer,in 1000,RA_04,49.5103
2015,Weser-Leine-Bergland,,Ausländerinnen und Ausländer,in 1000,RA_05,30.73387
2015,Mittelniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_06,22.98583
2015,Statistische Region Hannover,,Ausländerinnen und Ausländer,in 1000,,182.24471
2015,Nordniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_07,43.58521
2015,Nordostniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_08,41.89066
2015,Statistische Region Lüneburg,,Ausländerinnen und Ausländer,in 1000,,85.47587
2015,Ostfriesland-Nordseeküste,,Ausländerinnen und Ausländer,in 1000,RA_09,41.07761
2015,Oldenburger Raum,,Ausländerinnen und Ausländer,in 1000,RA_10,37.8999
2015,Westniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_11,89.28329
2015,Statistische Region Weser-Ems,,Ausländerinnen und Ausländer,in 1000,,168.2608
2015,Niedersachsen,,Ausländerinnen und Ausländer,in 1000,,543.78541
2014,Ostniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_01,73.54798
2014,Südniedersachsen,,Ausländerinnen und Ausländer,in 1000,RA_02,25.11859
