Year,Gebietseinheit,Migrationshintergrund,Units,GeoCode,Value
2014,Uelzen Lüchow-Dannenberg,Anteil der Personen ohne Migrationshintergrund,%,MZ03354360,90.02
2014,Verden,Anteil der Personen ohne Migrationshintergrund,%,MZ03361,80.08
2014,Statistische Region Lüneburg,Anteil der Personen ohne Migrationshintergrund,%,MZ033,86.3
2014,Delmenhorst  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03401,72.75
2014,Emden  Stadt / Leer,Anteil der Personen ohne Migrationshintergrund,%,MZ03402457,87.36
2014,Oldenburg(Oldb)  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03403,85.5
2014,Osnabrück  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03404,71.46
2014,Wilhelmshaven  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03405,83.74
2014,Ammerland,Anteil der Personen ohne Migrationshintergrund,%,MZ03451,90.98
2014,Aurich,Anteil der Personen ohne Migrationshintergrund,%,MZ03452,92.72
2014,Cloppenburg,Anteil der Personen ohne Migrationshintergrund,%,MZ03453,69.09
2014,Emsland,Anteil der Personen ohne Migrationshintergrund,%,MZ03454,82.73
2014,Friesland / Wittmund,Anteil der Personen ohne Migrationshintergrund,%,MZ03455462,93.86
2014,Grafschaft Bentheim,Anteil der Personen ohne Migrationshintergrund,%,MZ03456,77.06
2014,Emden  Stadt / Leer,Anteil der Personen ohne Migrationshintergrund,%,MZ03402457,87.36
2014,Oldenburg,Anteil der Personen ohne Migrationshintergrund,%,MZ03458,87.74
2014,Osnabrück,Anteil der Personen ohne Migrationshintergrund,%,MZ03459,78.85
2014,Vechta,Anteil der Personen ohne Migrationshintergrund,%,MZ03460,78.93
2014,Wesermarsch,Anteil der Personen ohne Migrationshintergrund,%,MZ03461,87.4
2014,Friesland / Wittmund,Anteil der Personen ohne Migrationshintergrund,%,MZ03455462,93.86
2014,Statistische Region Weser-Ems,Anteil der Personen ohne Migrationshintergrund,%,MZ034,82.53
2014,Niedersachsen,Anteil der Personen ohne Migrationshintergrund,%,MZ030,82.6
2013,Braunschweig  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03101,78.92
2013,Salzgitter  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03102,72.21
2013,Wolfsburg  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03103,62.73
2013,Gifhorn,Anteil der Personen ohne Migrationshintergrund,%,MZ03151,76.4
2013,Goslar,Anteil der Personen ohne Migrationshintergrund,%,MZ03153,87.3
2013,Helmstedt,Anteil der Personen ohne Migrationshintergrund,%,MZ03154,85.53
2013,Northeim,Anteil der Personen ohne Migrationshintergrund,%,MZ03155,90.32
2013,Peine,Anteil der Personen ohne Migrationshintergrund,%,MZ03157,83.93
2013,Göttingen,Anteil der Personen ohne Migrationshintergrund,%,MZ03159,87.05
2013,Wolfenbüttel,Anteil der Personen ohne Migrationshintergrund,%,MZ03158,84.85
2013,Statistische Region Braunschweig,Anteil der Personen ohne Migrationshintergrund,%,MZ031,81.6
2013,Hannover  Region,Anteil der Personen ohne Migrationshintergrund,%,MZ03241,74.47
2013,dav. Hannover  Lhst.,Anteil der Personen ohne Migrationshintergrund,%,MZ03241001,67.03
2013,dav. Hannover  Umland,Anteil der Personen ohne Migrationshintergrund,%,MZ03241999,80.76
2013,Diepholz,Anteil der Personen ohne Migrationshintergrund,%,MZ03251,86.69
2013,Hameln-Pyrmont,Anteil der Personen ohne Migrationshintergrund,%,MZ03252,79.59
2013,Hildesheim,Anteil der Personen ohne Migrationshintergrund,%,MZ03254,81.83
2013,Holzminden,Anteil der Personen ohne Migrationshintergrund,%,MZ03255,91.51
2013,Nienburg (Weser),Anteil der Personen ohne Migrationshintergrund,%,MZ03256,84.05
2013,Schaumburg,Anteil der Personen ohne Migrationshintergrund,%,MZ03257,86.33
2013,Statistische Region Hannover,Anteil der Personen ohne Migrationshintergrund,%,MZ032,79.01
2013,Celle,Anteil der Personen ohne Migrationshintergrund,%,MZ03351,82.23
2013,Cuxhaven,Anteil der Personen ohne Migrationshintergrund,%,MZ03352,86.28
2013,Harburg,Anteil der Personen ohne Migrationshintergrund,%,MZ03353,86.07
2013,Uelzen Lüchow-Dannenberg,Anteil der Personen ohne Migrationshintergrund,%,MZ03354360,89.93
2013,Lüneburg,Anteil der Personen ohne Migrationshintergrund,%,MZ03355,87.19
2013,Osterholz,Anteil der Personen ohne Migrationshintergrund,%,MZ03356,92.62
2013,Rotenburg (Wümme),Anteil der Personen ohne Migrationshintergrund,%,MZ03357,89.22
2013,Heidekreis,Anteil der Personen ohne Migrationshintergrund,%,MZ03358,81.31
2013,Stade,Anteil der Personen ohne Migrationshintergrund,%,MZ03359,89.15
2013,Uelzen Lüchow-Dannenberg,Anteil der Personen ohne Migrationshintergrund,%,MZ03354360,89.93
2013,Verden,Anteil der Personen ohne Migrationshintergrund,%,MZ03361,78.07
2013,Statistische Region Lüneburg,Anteil der Personen ohne Migrationshintergrund,%,MZ033,86.11
2013,Delmenhorst  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03401,74.89
2013,Emden  Stadt / Leer,Anteil der Personen ohne Migrationshintergrund,%,MZ03402457,85.03
2013,Oldenburg(Oldb)  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03403,84.31
2013,Osnabrück  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03404,68.38
2013,Wilhelmshaven  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03405,83.45
2013,Ammerland,Anteil der Personen ohne Migrationshintergrund,%,MZ03451,93.16
2013,Aurich,Anteil der Personen ohne Migrationshintergrund,%,MZ03452,90.55
2013,Cloppenburg,Anteil der Personen ohne Migrationshintergrund,%,MZ03453,73.07
2013,Emsland,Anteil der Personen ohne Migrationshintergrund,%,MZ03454,82.32
2013,Friesland / Wittmund,Anteil der Personen ohne Migrationshintergrund,%,MZ03455462,93.23
2013,Grafschaft Bentheim,Anteil der Personen ohne Migrationshintergrund,%,MZ03456,77.09
2013,Emden  Stadt / Leer,Anteil der Personen ohne Migrationshintergrund,%,MZ03402457,85.03
2013,Oldenburg,Anteil der Personen ohne Migrationshintergrund,%,MZ03458,88.38
2013,Osnabrück,Anteil der Personen ohne Migrationshintergrund,%,MZ03459,77.57
2013,Vechta,Anteil der Personen ohne Migrationshintergrund,%,MZ03460,78.95
2013,Wesermarsch,Anteil der Personen ohne Migrationshintergrund,%,MZ03461,85.79
2013,Friesland / Wittmund,Anteil der Personen ohne Migrationshintergrund,%,MZ03455462,93.23
2013,Statistische Region Weser-Ems,Anteil der Personen ohne Migrationshintergrund,%,MZ034,81.97
2013,Niedersachsen,Anteil der Personen ohne Migrationshintergrund,%,MZ030,81.99
2012,Braunschweig  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03101,79.45
2012,Salzgitter  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03102,74.56
2012,Wolfsburg  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03103,64.05
2012,Gifhorn,Anteil der Personen ohne Migrationshintergrund,%,MZ03151,78.65
2012,Goslar,Anteil der Personen ohne Migrationshintergrund,%,MZ03153,89.86
2012,Helmstedt,Anteil der Personen ohne Migrationshintergrund,%,MZ03154,90.14
2012,Northeim,Anteil der Personen ohne Migrationshintergrund,%,MZ03155,91.1
2012,Peine,Anteil der Personen ohne Migrationshintergrund,%,MZ03157,85.45
2012,Göttingen,Anteil der Personen ohne Migrationshintergrund,%,MZ03159,87.74
2012,Wolfenbüttel,Anteil der Personen ohne Migrationshintergrund,%,MZ03158,86.35
2012,Statistische Region Braunschweig,Anteil der Personen ohne Migrationshintergrund,%,MZ031,83.12
2012,Hannover  Region,Anteil der Personen ohne Migrationshintergrund,%,MZ03241,76.76
2012,dav. Hannover  Lhst.,Anteil der Personen ohne Migrationshintergrund,%,MZ03241001,71.13
2012,dav. Hannover  Umland,Anteil der Personen ohne Migrationshintergrund,%,MZ03241999,81.51
2012,Diepholz,Anteil der Personen ohne Migrationshintergrund,%,MZ03251,86.76
2012,Hameln-Pyrmont,Anteil der Personen ohne Migrationshintergrund,%,MZ03252,82.49
2012,Hildesheim,Anteil der Personen ohne Migrationshintergrund,%,MZ03254,83.99
2012,Holzminden,Anteil der Personen ohne Migrationshintergrund,%,MZ03255,90.61
2012,Nienburg (Weser),Anteil der Personen ohne Migrationshintergrund,%,MZ03256,82.93
2012,Schaumburg,Anteil der Personen ohne Migrationshintergrund,%,MZ03257,87.2
2012,Statistische Region Hannover,Anteil der Personen ohne Migrationshintergrund,%,MZ032,80.75
2012,Celle,Anteil der Personen ohne Migrationshintergrund,%,MZ03351,86.95
2012,Cuxhaven,Anteil der Personen ohne Migrationshintergrund,%,MZ03352,88.53
2012,Harburg,Anteil der Personen ohne Migrationshintergrund,%,MZ03353,87.46
2012,Uelzen Lüchow-Dannenberg,Anteil der Personen ohne Migrationshintergrund,%,MZ03354360,89.75
2012,Lüneburg,Anteil der Personen ohne Migrationshintergrund,%,MZ03355,88.96
2012,Osterholz,Anteil der Personen ohne Migrationshintergrund,%,MZ03356,94.39
2012,Rotenburg (Wümme),Anteil der Personen ohne Migrationshintergrund,%,MZ03357,85.11
2012,Heidekreis,Anteil der Personen ohne Migrationshintergrund,%,MZ03358,82.63
2012,Stade,Anteil der Personen ohne Migrationshintergrund,%,MZ03359,90.05
2012,Uelzen Lüchow-Dannenberg,Anteil der Personen ohne Migrationshintergrund,%,MZ03354360,89.75
2012,Verden,Anteil der Personen ohne Migrationshintergrund,%,MZ03361,82.64
2012,Statistische Region Lüneburg,Anteil der Personen ohne Migrationshintergrund,%,MZ033,87.63
2012,Delmenhorst  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03401,75.06
2012,Emden  Stadt / Leer,Anteil der Personen ohne Migrationshintergrund,%,MZ03402457,89.92
2012,Oldenburg(Oldb)  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03403,83.92
2012,Osnabrück  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03404,71.84
2012,Wilhelmshaven  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03405,85.81
2012,Ammerland,Anteil der Personen ohne Migrationshintergrund,%,MZ03451,88.29
2012,Aurich,Anteil der Personen ohne Migrationshintergrund,%,MZ03452,91.54
2012,Cloppenburg,Anteil der Personen ohne Migrationshintergrund,%,MZ03453,74.2
2012,Emsland,Anteil der Personen ohne Migrationshintergrund,%,MZ03454,81.41
2012,Friesland / Wittmund,Anteil der Personen ohne Migrationshintergrund,%,MZ03455462,94.31
2012,Grafschaft Bentheim,Anteil der Personen ohne Migrationshintergrund,%,MZ03456,77.43
2012,Emden  Stadt / Leer,Anteil der Personen ohne Migrationshintergrund,%,MZ03402457,89.92
2012,Oldenburg,Anteil der Personen ohne Migrationshintergrund,%,MZ03458,90.17
2012,Osnabrück,Anteil der Personen ohne Migrationshintergrund,%,MZ03459,78.29
2012,Vechta,Anteil der Personen ohne Migrationshintergrund,%,MZ03460,77.44
2012,Wesermarsch,Anteil der Personen ohne Migrationshintergrund,%,MZ03461,84.77
2012,Friesland / Wittmund,Anteil der Personen ohne Migrationshintergrund,%,MZ03455462,94.31
2012,Statistische Region Weser-Ems,Anteil der Personen ohne Migrationshintergrund,%,MZ034,82.66
2012,Niedersachsen,Anteil der Personen ohne Migrationshintergrund,%,MZ030,83.3
2011,Braunschweig  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03101,80.2
2011,Salzgitter  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03102,77.25
2011,Wolfsburg  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03103,69.69
2011,Gifhorn,Anteil der Personen ohne Migrationshintergrund,%,MZ03151,80.57
2011,Goslar,Anteil der Personen ohne Migrationshintergrund,%,MZ03153,88.2
2011,Helmstedt,Anteil der Personen ohne Migrationshintergrund,%,MZ03154,91.04
2011,Northeim,Anteil der Personen ohne Migrationshintergrund,%,MZ03155,90.58
2011,Peine,Anteil der Personen ohne Migrationshintergrund,%,MZ03157,84.54
2011,Göttingen,Anteil der Personen ohne Migrationshintergrund,%,MZ03159,87.01
2011,Wolfenbüttel,Anteil der Personen ohne Migrationshintergrund,%,MZ03158,86.01
2011,Statistische Region Braunschweig,Anteil der Personen ohne Migrationshintergrund,%,MZ031,83.76
2011,Hannover  Region,Anteil der Personen ohne Migrationshintergrund,%,MZ03241,77.34
2011,dav. Hannover  Lhst.,Anteil der Personen ohne Migrationshintergrund,%,MZ03241001,71.43
2011,dav. Hannover  Umland,Anteil der Personen ohne Migrationshintergrund,%,MZ03241999,82.33
2011,Diepholz,Anteil der Personen ohne Migrationshintergrund,%,MZ03251,87.28
2011,Hameln-Pyrmont,Anteil der Personen ohne Migrationshintergrund,%,MZ03252,85.97
2011,Hildesheim,Anteil der Personen ohne Migrationshintergrund,%,MZ03254,83.96
2011,Holzminden,Anteil der Personen ohne Migrationshintergrund,%,MZ03255,90.64
2011,Nienburg (Weser),Anteil der Personen ohne Migrationshintergrund,%,MZ03256,82.77
2011,Schaumburg,Anteil der Personen ohne Migrationshintergrund,%,MZ03257,83.59
2011,Statistische Region Hannover,Anteil der Personen ohne Migrationshintergrund,%,MZ032,81.05
2011,Celle,Anteil der Personen ohne Migrationshintergrund,%,MZ03351,86.17
2011,Cuxhaven,Anteil der Personen ohne Migrationshintergrund,%,MZ03352,88.29
2011,Harburg,Anteil der Personen ohne Migrationshintergrund,%,MZ03353,89.05
2011,Uelzen Lüchow-Dannenberg,Anteil der Personen ohne Migrationshintergrund,%,MZ03354360,87.81
2011,Lüneburg,Anteil der Personen ohne Migrationshintergrund,%,MZ03355,90.97
2011,Osterholz,Anteil der Personen ohne Migrationshintergrund,%,MZ03356,94.49
2011,Rotenburg (Wümme),Anteil der Personen ohne Migrationshintergrund,%,MZ03357,87.74
2011,Heidekreis,Anteil der Personen ohne Migrationshintergrund,%,MZ03358,87.13
2011,Stade,Anteil der Personen ohne Migrationshintergrund,%,MZ03359,88.93
2011,Uelzen Lüchow-Dannenberg,Anteil der Personen ohne Migrationshintergrund,%,MZ03354360,87.81
2011,Verden,Anteil der Personen ohne Migrationshintergrund,%,MZ03361,83.48
2011,Statistische Region Lüneburg,Anteil der Personen ohne Migrationshintergrund,%,MZ033,88.36
2011,Delmenhorst  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03401,75.95
2011,Emden  Stadt / Leer,Anteil der Personen ohne Migrationshintergrund,%,MZ03402457,88.07
2011,Oldenburg(Oldb)  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03403,83.88
2011,Osnabrück  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03404,74.99
2011,Wilhelmshaven  Stadt,Anteil der Personen ohne Migrationshintergrund,%,MZ03405,87.54
2011,Ammerland,Anteil der Personen ohne Migrationshintergrund,%,MZ03451,86.48
2011,Aurich,Anteil der Personen ohne Migrationshintergrund,%,MZ03452,92.91
2011,Cloppenburg,Anteil der Personen ohne Migrationshintergrund,%,MZ03453,74.84
2011,Emsland,Anteil der Personen ohne Migrationshintergrund,%,MZ03454,80.17
2011,Friesland / Wittmund,Anteil der Personen ohne Migrationshintergrund,%,MZ03455462,94.32
2011,Grafschaft Bentheim,Anteil der Personen ohne Migrationshintergrund,%,MZ03456,77.54
2011,Emden  Stadt / Leer,Anteil der Personen ohne Migrationshintergrund,%,MZ03402457,88.07
2011,Oldenburg,Anteil der Personen ohne Migrationshintergrund,%,MZ03458,91.11
2011,Osnabrück,Anteil der Personen ohne Migrationshintergrund,%,MZ03459,79.35
2011,Vechta,Anteil der Personen ohne Migrationshintergrund,%,MZ03460,74.66
2011,Wesermarsch,Anteil der Personen ohne Migrationshintergrund,%,MZ03461,85.03
2011,Friesland / Wittmund,Anteil der Personen ohne Migrationshintergrund,%,MZ03455462,94.32
2011,Statistische Region Weser-Ems,Anteil der Personen ohne Migrationshintergrund,%,MZ034,82.76
2011,Niedersachsen,Anteil der Personen ohne Migrationshintergrund,%,MZ030,83.7
2021,Niedersachsen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ030,23.9004044489383
2020,Niedersachsen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ030,22.7808028365202
2019,Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03101,25.6
2019,Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03102,35.74
2019,Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03103,38.23
2019,Gifhorn,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03151,26.75
2019,Goslar,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03153,19.12
2019,Helmstedt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03154,15.92
2019,Northeim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03155,16.28
2019,Peine,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03157,20.29
2019,Göttingen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03159,16.98
2019,Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03158,15.51
2019,Statistische Region Braunschweig,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ031,22.55
2019,Hannover  Region,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03241,30.46
2019,dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03241001,37.32
2019,dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03241999,24.5
2019,Diepholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03251,17.42
2019,Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03252,26.62
2019,Hildesheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03254,22.82
2019,Holzminden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03255,20.21
2019,Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03256,26.22
2019,Schaumburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03257,18.5
2019,Statistische Region Hannover,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ032,26.42
2019,Celle,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03351,19.3
2019,Cuxhaven,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03352,15.62
2019,Harburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03353,21.1
2019,Uelzen Lüchow-Dannenberg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03354360,16.24
2019,Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03355,16.66
2019,Osterholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03356,14.25
2019,Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03357,15.38
2019,Heidekreis,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03358,21.78
2019,Stade,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03359,17.78
2019,Uelzen Lüchow-Dannenberg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03354360,16.24
2019,Verden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03361,19.86
2019,Statistische Region Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ033,17.98
2019,Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03401,33.89
2019,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03402457,17.09
2019,Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03403,17.4
2019,Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03404,29.4
2019,Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03405,24.31
2019,Ammerland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03451,16.34
2019,Aurich,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03452,13.03
2019,Cloppenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03453,29.67
2019,Emsland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03454,22.65
2019,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03455462,11.43
2019,Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03456,27.82
2019,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03402457,17.09
2019,Oldenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03458,15.72
2019,Osnabrück,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03459,23.25
2019,Vechta,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03460,34.55
2019,Wesermarsch,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03461,13.12
2019,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03455462,11.43
2019,Statistische Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ034,21.63
2019,Niedersachsen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ030,22.32
2018,Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03101,26.07
2018,Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03102,36.5
2018,Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03103,37.23
2018,Gifhorn,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03151,22.75
2018,Goslar,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03153,16.03
2018,Helmstedt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03154,17.36
2018,Northeim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03155,18.95
2018,Peine,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03157,18.26
2018,Göttingen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03159,18.06
2018,Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03158,14.93
2018,Statistische Region Braunschweig,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ031,22.12
2018,Hannover  Region,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03241,30.72
2018,dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03241001,38.3
2018,dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03241999,24.09
2018,Diepholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03251,17.17
2018,Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03252,28.98
2018,Hildesheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03254,19.89
2018,Holzminden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03255,19.41
2018,Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03256,21.71
2018,Schaumburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03257,17.63
2018,Statistische Region Hannover,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ032,25.97
2018,Celle,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03351,19.1
2018,Cuxhaven,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03352,15.67
2018,Harburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03353,19.63
2018,Uelzen Lüchow-Dannenberg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03354360,15.7
2018,Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03355,15.1
2018,Osterholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03356,11.31
2018,Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03357,18.84
2018,Heidekreis,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03358,17.9
2018,Stade,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03359,19.51
2018,Uelzen Lüchow-Dannenberg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03354360,15.7
2018,Verden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03361,19.85
2018,Statistische Region Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ033,17.63
2018,Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03401,33.12
2018,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03402457,20.06
2018,Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03403,16.72
2018,Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03404,26.71
2018,Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03405,29.31
2018,Ammerland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03451,15.24
2018,Aurich,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03452,11.97
2018,Cloppenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03453,27.82
2018,Emsland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03454,25.67
2018,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03455462,8.17
2018,Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03456,27.15
2018,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03402457,20.06
2018,Oldenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03458,16.83
2018,Osnabrück,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03459,22.74
2018,Vechta,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03460,32.21
2018,Wesermarsch,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03461,15.09
2018,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03455462,8.17
2018,Statistische Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ034,21.71
2018,Niedersachsen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ030,22.06
2017,Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03101,26.78
2017,Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03102,36.32
2017,Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,%,MZ03103,35.09
