Year,AGS,Gebietseinheit,Kinderbetreuung,Units,GeoCode,Value
2010,151,Gifhorn,ausländische Herkunft mindestens eines Elternteils,%,K03151,14.0460314046031
2010,153,Goslar,ausländische Herkunft mindestens eines Elternteils,%,K03153,17.3899661434287
2010,154,Helmstedt,ausländische Herkunft mindestens eines Elternteils,%,K03154,11.427260211106
2010,155,Northeim,ausländische Herkunft mindestens eines Elternteils,%,K03155,15.4865923470925
2010,157,Peine,ausländische Herkunft mindestens eines Elternteils,%,K03157,18.1050912060986
2010,158,Wolfenbüttel,ausländische Herkunft mindestens eines Elternteils,%,K03158,12.2854561878952
2010,159,Göttingen,ausländische Herkunft mindestens eines Elternteils,%,K03159,20.8141674333027
2010,1,Statistische Region Braunschweig,ausländische Herkunft mindestens eines Elternteils,%,K031,21.1136496208439
2010,241,Hannover  Region,ausländische Herkunft mindestens eines Elternteils,%,K03241,33.6115504997812
2010,241001,dav. Hannover  Lhst.,ausländische Herkunft mindestens eines Elternteils,%,K03241001,44.4193006788817
2010,241999,dav. Hannover  Umland,ausländische Herkunft mindestens eines Elternteils,%,K03241999,24.3661795928563
2010,251,Diepholz,ausländische Herkunft mindestens eines Elternteils,%,K03251,16.7948958528805
2010,252,Hameln-Pyrmont,ausländische Herkunft mindestens eines Elternteils,%,K03252,18.8500135611608
2010,254,Hildesheim,ausländische Herkunft mindestens eines Elternteils,%,K03254,20.1742919389978
2010,255,Holzminden,ausländische Herkunft mindestens eines Elternteils,%,K03255,21.0623841877702
2010,256,Nienburg (Weser),ausländische Herkunft mindestens eines Elternteils,%,K03256,20.5470737913486
2010,257,Schaumburg,ausländische Herkunft mindestens eines Elternteils,%,K03257,18.9087251697259
2010,2,Statistische Region Hannover,ausländische Herkunft mindestens eines Elternteils,%,K032,27.0541266512124
2010,351,Celle,ausländische Herkunft mindestens eines Elternteils,%,K03351,19.2472024415056
2010,352,Cuxhaven,ausländische Herkunft mindestens eines Elternteils,%,K03352,15.3028289348775
2010,353,Harburg,ausländische Herkunft mindestens eines Elternteils,%,K03353,16.5273775216138
2010,354,Lüchow-Dannenberg,ausländische Herkunft mindestens eines Elternteils,%,K03354,8.36148648648649
2010,355,Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K03355,16.7100260156094
2010,356,Osterholz,ausländische Herkunft mindestens eines Elternteils,%,K03356,14.0568099053168
2010,357,Rotenburg (Wümme),ausländische Herkunft mindestens eines Elternteils,%,K03357,15.5092078988241
2010,358,Heidekreis,ausländische Herkunft mindestens eines Elternteils,%,K03358,17.7215189873418
2010,359,Stade,ausländische Herkunft mindestens eines Elternteils,%,K03359,17.8717598908595
2010,360,Uelzen,ausländische Herkunft mindestens eines Elternteils,%,K03360,13.3844073907165
2010,361,Verden,ausländische Herkunft mindestens eines Elternteils,%,K03361,20.8573784006595
2010,3,Statistische Region Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K033,16.6817389769945
2010,401,Delmenhorst  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03401,41.7670682730924
2010,402,Emden  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03402,19.9364575059571
2010,403,Oldenburg(Oldb)  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03403,26.4349416876286
2010,404,Osnabrück  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03404,38.7561038293498
2010,405,Wilhelmshaven  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03405,27.6780185758514
2010,451,Ammerland,ausländische Herkunft mindestens eines Elternteils,%,K03451,12.3058178495279
2010,452,Aurich,ausländische Herkunft mindestens eines Elternteils,%,K03452,12.4564257494771
2010,453,Cloppenburg,ausländische Herkunft mindestens eines Elternteils,%,K03453,25.8220078912758
2010,454,Emsland,ausländische Herkunft mindestens eines Elternteils,%,K03454,17.8291896869245
2010,455,Friesland,ausländische Herkunft mindestens eines Elternteils,%,K03455,9.20998772001637
2010,456,Grafschaft Bentheim,ausländische Herkunft mindestens eines Elternteils,%,K03456,24.7248322147651
2010,457,Leer,ausländische Herkunft mindestens eines Elternteils,%,K03457,12.55
2010,458,Oldenburg,ausländische Herkunft mindestens eines Elternteils,%,K03458,13.3239038189533
2010,459,Osnabrück,ausländische Herkunft mindestens eines Elternteils,%,K03459,24.0723417524166
2010,460,Vechta,ausländische Herkunft mindestens eines Elternteils,%,K03460,27.3773889016809
2010,461,Wesermarsch,ausländische Herkunft mindestens eines Elternteils,%,K03461,21.5513442044954
2010,462,Wittmund,ausländische Herkunft mindestens eines Elternteils,%,K03462,10.6495468277946
2010,4,Statistische Region Weser-Ems,ausländische Herkunft mindestens eines Elternteils,%,K034,21.563014605168
2010,0,Niedersachsen,ausländische Herkunft mindestens eines Elternteils,%,K030,21.848094377393
2009,101,Braunschweig  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03101,26.4349930843707
2009,102,Salzgitter  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03102,40.2629416598192
2009,103,Wolfsburg  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03103,32.6717557251908
2009,151,Gifhorn,ausländische Herkunft mindestens eines Elternteils,%,K03151,16.8688230008985
2009,153,Goslar,ausländische Herkunft mindestens eines Elternteils,%,K03153,15.9342396459058
2009,154,Helmstedt,ausländische Herkunft mindestens eines Elternteils,%,K03154,15.1196172248804
2009,155,Northeim,ausländische Herkunft mindestens eines Elternteils,%,K03155,14.195107218363
2009,157,Peine,ausländische Herkunft mindestens eines Elternteils,%,K03157,17.5310642895732
2009,158,Wolfenbüttel,ausländische Herkunft mindestens eines Elternteils,%,K03158,12.2313048743566
2009,159,Göttingen,ausländische Herkunft mindestens eines Elternteils,%,K03159,21.341250436605
2009,1,Statistische Region Braunschweig,ausländische Herkunft mindestens eines Elternteils,%,K031,21.2103832630975
2009,241,Hannover  Region,ausländische Herkunft mindestens eines Elternteils,%,K03241,32.5686348251222
2009,241001,dav. Hannover  Lhst.,ausländische Herkunft mindestens eines Elternteils,%,K03241001,44.5988820063454
2009,241999,dav. Hannover  Umland,ausländische Herkunft mindestens eines Elternteils,%,K03241999,22.6219474111548
2009,251,Diepholz,ausländische Herkunft mindestens eines Elternteils,%,K03251,15.6150533607939
2009,252,Hameln-Pyrmont,ausländische Herkunft mindestens eines Elternteils,%,K03252,22.5780409041981
2009,254,Hildesheim,ausländische Herkunft mindestens eines Elternteils,%,K03254,18.6707115278544
2009,255,Holzminden,ausländische Herkunft mindestens eines Elternteils,%,K03255,20.3411244472521
2009,256,Nienburg (Weser),ausländische Herkunft mindestens eines Elternteils,%,K03256,21.4736143378692
2009,257,Schaumburg,ausländische Herkunft mindestens eines Elternteils,%,K03257,17.2156459083891
2009,2,Statistische Region Hannover,ausländische Herkunft mindestens eines Elternteils,%,K032,26.260177646188
2009,351,Celle,ausländische Herkunft mindestens eines Elternteils,%,K03351,18.2844243792325
2009,352,Cuxhaven,ausländische Herkunft mindestens eines Elternteils,%,K03352,14.855623100304
2009,353,Harburg,ausländische Herkunft mindestens eines Elternteils,%,K03353,16.1107802263252
2009,354,Lüchow-Dannenberg,ausländische Herkunft mindestens eines Elternteils,%,K03354,8.68878357030016
2009,355,Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K03355,16.7687142010666
2009,356,Osterholz,ausländische Herkunft mindestens eines Elternteils,%,K03356,14.4825150123631
2009,357,Rotenburg (Wümme),ausländische Herkunft mindestens eines Elternteils,%,K03357,14.8460004431642
2009,358,Heidekreis,ausländische Herkunft mindestens eines Elternteils,%,K03358,16.6051660516605
2009,359,Stade,ausländische Herkunft mindestens eines Elternteils,%,K03359,17.0058968993723
2009,360,Uelzen,ausländische Herkunft mindestens eines Elternteils,%,K03360,12.6230975828111
2009,361,Verden,ausländische Herkunft mindestens eines Elternteils,%,K03361,22.2829055161114
2009,3,Statistische Region Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K033,16.3085787170409
2009,401,Delmenhorst  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03401,38.2857142857143
2009,402,Emden  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03402,19.1780821917808
2009,403,Oldenburg(Oldb)  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03403,26.5776699029126
2009,404,Osnabrück  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03404,38.1818181818182
2009,405,Wilhelmshaven  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03405,24.7549019607843
2009,451,Ammerland,ausländische Herkunft mindestens eines Elternteils,%,K03451,11.9640179910045
2009,452,Aurich,ausländische Herkunft mindestens eines Elternteils,%,K03452,11.0153702841174
2009,453,Cloppenburg,ausländische Herkunft mindestens eines Elternteils,%,K03453,24.3125572868928
2009,454,Emsland,ausländische Herkunft mindestens eines Elternteils,%,K03454,16.6647093364651
2009,455,Friesland,ausländische Herkunft mindestens eines Elternteils,%,K03455,8.67802108678021
2009,456,Grafschaft Bentheim,ausländische Herkunft mindestens eines Elternteils,%,K03456,22.7674979887369
2009,457,Leer,ausländische Herkunft mindestens eines Elternteils,%,K03457,11.6675406397483
2009,458,Oldenburg,ausländische Herkunft mindestens eines Elternteils,%,K03458,12.3103349556255
2009,459,Osnabrück,ausländische Herkunft mindestens eines Elternteils,%,K03459,23.6116954143879
2009,460,Vechta,ausländische Herkunft mindestens eines Elternteils,%,K03460,27.5338626809902
2009,461,Wesermarsch,ausländische Herkunft mindestens eines Elternteils,%,K03461,16.2872154115587
2009,462,Wittmund,ausländische Herkunft mindestens eines Elternteils,%,K03462,11.0112359550562
2009,4,Statistische Region Weser-Ems,ausländische Herkunft mindestens eines Elternteils,%,K034,20.4942313688806
2009,0,Niedersachsen,ausländische Herkunft mindestens eines Elternteils,%,K030,21.2302950587958
2008,101,Braunschweig  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03101,27.0159857904085
2008,102,Salzgitter  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03102,35.8024691358025
2008,103,Wolfsburg  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03103,30.6549423893269
2008,151,Gifhorn,ausländische Herkunft mindestens eines Elternteils,%,K03151,14.7404063205418
2008,153,Goslar,ausländische Herkunft mindestens eines Elternteils,%,K03153,17.1241422333125
2008,154,Helmstedt,ausländische Herkunft mindestens eines Elternteils,%,K03154,12.3242736644799
2008,155,Northeim,ausländische Herkunft mindestens eines Elternteils,%,K03155,16.4027487302062
2008,157,Peine,ausländische Herkunft mindestens eines Elternteils,%,K03157,18.8958451906659
2008,158,Wolfenbüttel,ausländische Herkunft mindestens eines Elternteils,%,K03158,12.6597687157638
2008,159,Göttingen,ausländische Herkunft mindestens eines Elternteils,%,K03159,20.2432464039294
2008,1,Statistische Region Braunschweig,ausländische Herkunft mindestens eines Elternteils,%,K031,20.6573595138854
2008,241,Hannover  Region,ausländische Herkunft mindestens eines Elternteils,%,K03241,31.5101153535991
2008,241001,dav. Hannover  Lhst.,ausländische Herkunft mindestens eines Elternteils,%,K03241001,43.9634818196128
2008,241999,dav. Hannover  Umland,ausländische Herkunft mindestens eines Elternteils,%,K03241999,21.5049004110022
2008,251,Diepholz,ausländische Herkunft mindestens eines Elternteils,%,K03251,16.2337662337662
2008,252,Hameln-Pyrmont,ausländische Herkunft mindestens eines Elternteils,%,K03252,23.0320699708455
2008,254,Hildesheim,ausländische Herkunft mindestens eines Elternteils,%,K03254,18.5384926520156
2008,255,Holzminden,ausländische Herkunft mindestens eines Elternteils,%,K03255,17.2068355922216
2008,256,Nienburg (Weser),ausländische Herkunft mindestens eines Elternteils,%,K03256,20.0886766712142
2008,257,Schaumburg,ausländische Herkunft mindestens eines Elternteils,%,K03257,17.5351938750309
2008,2,Statistische Region Hannover,ausländische Herkunft mindestens eines Elternteils,%,K032,25.4955710955711
2008,351,Celle,ausländische Herkunft mindestens eines Elternteils,%,K03351,18.3796104434314
2008,352,Cuxhaven,ausländische Herkunft mindestens eines Elternteils,%,K03352,14.105504587156
2008,353,Harburg,ausländische Herkunft mindestens eines Elternteils,%,K03353,14.7098114887932
2008,354,Lüchow-Dannenberg,ausländische Herkunft mindestens eines Elternteils,%,K03354,7.4685534591195
2008,355,Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K03355,16.2555344718533
2008,356,Osterholz,ausländische Herkunft mindestens eines Elternteils,%,K03356,12.2077028885832
2008,357,Rotenburg (Wümme),ausländische Herkunft mindestens eines Elternteils,%,K03357,13.4663913741684
2008,358,Heidekreis,ausländische Herkunft mindestens eines Elternteils,%,K03358,16.0377358490566
2008,359,Stade,ausländische Herkunft mindestens eines Elternteils,%,K03359,15.8412168428863
2008,360,Uelzen,ausländische Herkunft mindestens eines Elternteils,%,K03360,12.4456048738033
2008,361,Verden,ausländische Herkunft mindestens eines Elternteils,%,K03361,19.9943197955126
2008,3,Statistische Region Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K033,15.2521279196391
2008,401,Delmenhorst  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03401,37.4449339207048
2008,402,Emden  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03402,21.76
2008,403,Oldenburg(Oldb)  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03403,25.5271084337349
2008,404,Osnabrück  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03404,37.5
2008,405,Wilhelmshaven  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03405,24.007561436673
2008,451,Ammerland,ausländische Herkunft mindestens eines Elternteils,%,K03451,12.8407026044821
2008,452,Aurich,ausländische Herkunft mindestens eines Elternteils,%,K03452,10.6697459584296
2008,453,Cloppenburg,ausländische Herkunft mindestens eines Elternteils,%,K03453,23.5090950955561
2008,454,Emsland,ausländische Herkunft mindestens eines Elternteils,%,K03454,15.7339620300285
2008,455,Friesland,ausländische Herkunft mindestens eines Elternteils,%,K03455,9.66420966420966
2008,456,Grafschaft Bentheim,ausländische Herkunft mindestens eines Elternteils,%,K03456,22.3809523809524
2008,457,Leer,ausländische Herkunft mindestens eines Elternteils,%,K03457,11.646790154783
2008,458,Oldenburg,ausländische Herkunft mindestens eines Elternteils,%,K03458,12.7167630057803
2008,459,Osnabrück,ausländische Herkunft mindestens eines Elternteils,%,K03459,23.535745047373
2008,460,Vechta,ausländische Herkunft mindestens eines Elternteils,%,K03460,27.3364485981308
2008,461,Wesermarsch,ausländische Herkunft mindestens eines Elternteils,%,K03461,15.9678102498941
2008,462,Wittmund,ausländische Herkunft mindestens eines Elternteils,%,K03462,8.86075949367089
2008,4,Statistische Region Weser-Ems,ausländische Herkunft mindestens eines Elternteils,%,K034,20.1549527853476
2008,0,Niedersachsen,ausländische Herkunft mindestens eines Elternteils,%,K030,20.5805600206386
2021,101,Braunschweig  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03101,21.5568077578299
2021,102,Salzgitter  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03102,36.4775932309621
2021,103,Wolfsburg  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03103,18.6706948640483
2021,151,Gifhorn,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03151,12.7250534025023
2021,153,Goslar,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03153,12.5467625899281
2021,154,Helmstedt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03154,8.25471698113208
2021,155,Northeim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03155,13.2703907684238
2021,157,Peine,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03157,7.76048421962819
2021,158,Wolfenbüttel,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03158,11.0515569167943
2021,159,Göttingen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03159,19.3751908008548
2021,1,Statistische Region Braunschweig,in der Familie wird vorrangig nicht deutsch gesprochen,%,K031,16.5849160257416
2021,241,Hannover  Region,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241,25.1671856654245
2021,241001,dav. Hannover  Lhst.,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241001,32.7447744774477
2021,241999,dav. Hannover  Umland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241999,18.6065339556148
2021,251,Diepholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03251,15.3196967529681
2021,252,Hameln-Pyrmont,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03252,20.8621484555095
2021,254,Hildesheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03254,19.498705577783
2021,255,Holzminden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03255,13.4549038935436
2021,256,Nienburg (Weser),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03256,12.2834238427722
2021,257,Schaumburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03257,17.6693310896088
2021,2,Statistische Region Hannover,in der Familie wird vorrangig nicht deutsch gesprochen,%,K032,21.6509941856292
2021,351,Celle,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03351,13.4378688248188
2021,352,Cuxhaven,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03352,9.640625
2021,353,Harburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03353,12.0997604007841
2021,354,Lüchow-Dannenberg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03354,7.41017964071856
2021,355,Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03355,11.9285254346426
2021,356,Osterholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03356,11.3316582914573
2021,357,Rotenburg (Wümme),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03357,10.2907854984894
2021,358,Heidekreis,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03358,16.0129960547691
2021,359,Stade,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03359,10.4049574866695
2021,360,Uelzen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03360,9.79703356752537
2021,361,Verden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03361,13.9148073022312
2021,3,Statistische Region Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K033,11.7560488462954
2021,401,Delmenhorst  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03401,33.444976076555
2021,402,Emden  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03402,16.7676767676768
2021,403,Oldenburg(Oldb)  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03403,24.0704500978474
2021,404,Osnabrück  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03404,22.8604923798359
2021,405,Wilhelmshaven  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03405,18.3183183183183
2021,451,Ammerland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03451,12.776062692947
2021,452,Aurich,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03452,8.49140223364652
2021,453,Cloppenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03453,14.7983486821213
2021,454,Emsland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03454,14.7666771061697
2021,455,Friesland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03455,7.66295707472178
2021,456,Grafschaft Bentheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03456,16.7187825724411
2021,457,Leer,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03457,10.2121539014743
2021,458,Oldenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03458,13.3708655876144
2021,459,Osnabrück,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03459,11.9853240929474
2021,460,Vechta,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03460,15.3411099328385
2021,461,Wesermarsch,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03461,13.7166608936612
2021,462,Wittmund,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03462,6.60146699266504
2021,4,Statistische Region Weser-Ems,in der Familie wird vorrangig nicht deutsch gesprochen,%,K034,14.8571629197046
2021,0,Niedersachsen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K030,16.3174955443155
2020,101,Braunschweig  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03101,22.0567097870116
2020,102,Salzgitter  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03102,34.5045900601456
2020,103,Wolfsburg  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03103,17.2911240232418
2020,151,Gifhorn,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03151,8.00879396984925
2020,153,Goslar,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03153,15.2081563296517
2020,154,Helmstedt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03154,7.4329224075417
2020,155,Northeim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03155,13.4146341463415
2020,157,Peine,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03157,10.7150526089757
2020,158,Wolfenbüttel,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03158,9.63793982661907
2020,159,Göttingen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03159,18.4580868855803
2020,1,Statistische Region Braunschweig,in der Familie wird vorrangig nicht deutsch gesprochen,%,K031,15.9707292057043
2020,241,Hannover  Region,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241,25.2172587284647
2020,241001,dav. Hannover  Lhst.,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241001,32.4182434649459
2021,241999,dav. Hannover  Umland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241999,18.9671539775964
2020,251,Diepholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03251,15.7924989222589
2020,252,Hameln-Pyrmont,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03252,21.3447653429603
2020,254,Hildesheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03254,18.5726160788505
2020,255,Holzminden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03255,14.6305418719212
2020,256,Nienburg (Weser),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03256,13.0523627075351
2020,257,Schaumburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03257,18.5853865760408
2020,2,Statistische Region Hannover,in der Familie wird vorrangig nicht deutsch gesprochen,%,K032,21.7934946074851
2020,351,Celle,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03351,15.9769335142469
2020,352,Cuxhaven,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03352,10.0334981655766
2020,353,Harburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03353,12.5369863013699
2020,354,Lüchow-Dannenberg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03354,9.11111111111111
2020,355,Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03355,11.7590515860301
2020,356,Osterholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03356,10.4069050554871
2020,357,Rotenburg (Wümme),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03357,9.57057577508184
2020,358,Heidekreis,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03358,15.2554072710538
2020,359,Stade,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03359,8.59397836889798
2020,360,Uelzen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03360,10.2454226723802
2020,361,Verden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03361,11.1480865224626
2020,3,Statistische Region Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K033,11.5375795953645
2020,401,Delmenhorst  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03401,31.8159569260891
2020,402,Emden  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03402,18.1401440733464
2020,403,Oldenburg(Oldb)  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03403,21.1037210138415
2020,404,Osnabrück  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03404,22.1303406182319
2020,405,Wilhelmshaven  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03405,18.4520758585341
2020,451,Ammerland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03451,13.0312279877906
2020,452,Aurich,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03452,9.03784931022285
2020,453,Cloppenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03453,14.6862057980248
2020,454,Emsland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03454,14.9987962442822
2020,455,Friesland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03455,7.97957229492499
2020,456,Grafschaft Bentheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03456,16.8017057569296
2020,457,Leer,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03457,9.64705882352941
2020,458,Oldenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03458,11.5291262135922
2020,459,Osnabrück,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03459,11.9587800216072
2020,460,Vechta,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03460,16.2733787799336
2020,461,Wesermarsch,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03461,14.9691917361363
2020,462,Wittmund,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03462,6.86512758201701
2020,4,Statistische Region Weser-Ems,in der Familie wird vorrangig nicht deutsch gesprochen,%,K034,14.6656876909595
2020,0,Niedersachsen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K030,16.1427539527542
2019,101,Braunschweig  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03101,21.365376997227
2019,102,Salzgitter  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03102,30.5761184422272
2019,103,Wolfsburg  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03103,27.8001270378996
2019,151,Gifhorn,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03151,8.79462823452342
2019,153,Goslar,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03153,14.7188695908154
2019,154,Helmstedt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03154,7.77014817491868
2019,155,Northeim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03155,13.682252922423
2019,157,Peine,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03157,11.542730299667
2019,158,Wolfenbüttel,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03158,10.3282626100881
2019,159,Göttingen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03159,18.6020293122886
2019,1,Statistische Region Braunschweig,in der Familie wird vorrangig nicht deutsch gesprochen,%,K031,16.9275573352748
2019,241,Hannover  Region,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241,24.8883812688194
2019,241001,dav. Hannover  Lhst.,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241001,31.9889042995839
2019,241999,dav. Hannover  Umland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241999,18.644811942046
2019,251,Diepholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03251,17.0703238984535
2019,252,Hameln-Pyrmont,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03252,19.7867029725437
2019,254,Hildesheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03254,18.3658536585366
2019,255,Holzminden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03255,14.396685655101
2019,256,Nienburg (Weser),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03256,12.3934934159566
2019,257,Schaumburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03257,19.7643979057592
2019,2,Statistische Region Hannover,in der Familie wird vorrangig nicht deutsch gesprochen,%,K032,21.6459713629649
