Year,Kategorie,Migrationsstatus,Geschlecht,Units,Value
2021,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,4.36837908645632
2021,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,2.64812345208611
2021,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,3.55502176850323
2019,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,4.71
2019,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,3.99
2019,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,4.39
2018,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,4.2
2018,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,3.97
2018,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,4.1
2017,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,5.92
2017,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,4.32
2017,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,5.19
2016,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,7.29
2016,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,3.53
2016,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,5.6
2015,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,5.84
2015,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,3.06
2015,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,4.55
2014,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,4.72
2014,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,4.14
2014,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,4.44
2013,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,6.37
2013,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,3.65
2013,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,5.09
2012,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,7.17
2012,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,5.44
2012,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,6.38
2011,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,5.38
2011,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,2.94
2011,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,4.28
2005,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,13.42
2005,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,5.71
2005,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,10.04
