Year,Land der Staatsangehörigkeit,Männer / Frauen,Units,Value
2017,Ungeklärt und ohne Angabe,,Veränderung gegenüber 2005 in Prozentpunkten,25.6391526661797
2017,Insgesamt,,Veränderung gegenüber 2005 in Prozentpunkten,76.1873599632492
2016,Europa,,Veränderung gegenüber 2005 in Prozentpunkten,40.1288149815452
2016,Türkei,,Veränderung gegenüber 2005 in Prozentpunkten,-19.1876198498181
2016,Polen,,Veränderung gegenüber 2005 in Prozentpunkten,178.206275259927
2016,Serbien,,Veränderung gegenüber 2005 in Prozentpunkten,-50.208578457589
2016,Niederlande,,Veränderung gegenüber 2005 in Prozentpunkten,36.4063759290767
2016,Rumänien,,Veränderung gegenüber 2005 in Prozentpunkten,1001.41927853341
2016,Italien,,Veränderung gegenüber 2005 in Prozentpunkten,15.9629119158
2016,Russische Föderation,,Veränderung gegenüber 2005 in Prozentpunkten,16.428610518251
2016,Griechenland,,Veränderung gegenüber 2005 in Prozentpunkten,13.6151983609611
2016,Bulgarien,,Veränderung gegenüber 2005 in Prozentpunkten,984.470094438615
2016,Spanien,,Veränderung gegenüber 2005 in Prozentpunkten,25.5332764505119
2016,Ukraine,,Veränderung gegenüber 2005 in Prozentpunkten,-10.5235962797106
2016,Vereinigtes Königreich,,Veränderung gegenüber 2005 in Prozentpunkten,-3.25226790194944
2016,Portugal,,Veränderung gegenüber 2005 in Prozentpunkten,23.3443708609272
2016,Kroatien,,Veränderung gegenüber 2005 in Prozentpunkten,48.5462418806063
2016,Ungarn,,Veränderung gegenüber 2005 in Prozentpunkten,291.560996939222
2016,EU Staaten,,Veränderung gegenüber 2005 in Prozentpunkten,85.3561689709611
2016,Afrika,,Veränderung gegenüber 2005 in Prozentpunkten,140.135959072114
2016,Amerika,,Veränderung gegenüber 2005 in Prozentpunkten,28.1257946935661
2016,Asien,,Veränderung gegenüber 2005 in Prozentpunkten,157.649522669785
2016,Syrien,,Veränderung gegenüber 2005 in Prozentpunkten,1145.96921949432
2016,Irak,,Veränderung gegenüber 2005 in Prozentpunkten,339.782491944146
2016,Afghanistan,,Veränderung gegenüber 2005 in Prozentpunkten,493.665565896127
2016,China,,Veränderung gegenüber 2005 in Prozentpunkten,62.3916184971098
2016,Vietnam,,Veränderung gegenüber 2005 in Prozentpunkten,-13.5112766397683
2016,Australien und Ozeanien,,Veränderung gegenüber 2005 in Prozentpunkten,41.6791604197901
2016,Staatenlos,,Veränderung gegenüber 2005 in Prozentpunkten,62.3456790123457
2016,Ungeklärt und ohne Angabe,,Veränderung gegenüber 2005 in Prozentpunkten,23.5938641344047
2016,Insgesamt,,Veränderung gegenüber 2005 in Prozentpunkten,61.4751043368596
2015,Europa,,Veränderung gegenüber 2005 in Prozentpunkten,35.5967614825062
2015,Türkei,,Veränderung gegenüber 2005 in Prozentpunkten,-18.534382336601
2015,Polen,,Veränderung gegenüber 2005 in Prozentpunkten,159.001018110018
2015,Serbien,,Veränderung gegenüber 2005 in Prozentpunkten,21.8178414803722
2015,Niederlande,,Veränderung gegenüber 2005 in Prozentpunkten,36.0123578400645
2015,Rumänien,,Veränderung gegenüber 2005 in Prozentpunkten,759.402720283856
2015,Italien,,Veränderung gegenüber 2005 in Prozentpunkten,12.5631708641357
2015,Russische Föderation,,Veränderung gegenüber 2005 in Prozentpunkten,11.5744541126252
2015,Griechenland,,Veränderung gegenüber 2005 in Prozentpunkten,8.78500031042404
2015,Bulgarien,,Veränderung gegenüber 2005 in Prozentpunkten,807.869884575026
2015,Spanien,,Veränderung gegenüber 2005 in Prozentpunkten,22.9948805460751
2015,Ukraine,,Veränderung gegenüber 2005 in Prozentpunkten,-11.3417154667585
2015,Vereinigtes Königreich,,Veränderung gegenüber 2005 in Prozentpunkten,-1.08087241845204
2015,Portugal,,Veränderung gegenüber 2005 in Prozentpunkten,20.0331125827815
2015,Kroatien,,Veränderung gegenüber 2005 in Prozentpunkten,31.5341787813177
2015,Ungarn,,Veränderung gegenüber 2005 in Prozentpunkten,268.823786620026
2015,EU Staaten,,Veränderung gegenüber 2005 in Prozentpunkten,95.5580639644262
2015,Afrika,,Veränderung gegenüber 2005 in Prozentpunkten,105.438362884575
2015,Amerika,,Veränderung gegenüber 2005 in Prozentpunkten,25.1674154446046
2015,Asien,,Veränderung gegenüber 2005 in Prozentpunkten,77.6239562651291
2015,Syrien,,Veränderung gegenüber 2005 in Prozentpunkten,657.127152803225
2015,Irak,,Veränderung gegenüber 2005 in Prozentpunkten,134.613319011815
2015,Afghanistan,,Veränderung gegenüber 2005 in Prozentpunkten,172.74091864305
2015,China,,Veränderung gegenüber 2005 in Prozentpunkten,50.7947976878613
2015,Vietnam,,Veränderung gegenüber 2005 in Prozentpunkten,-15.5286571487689
2015,Australien und Ozeanien,,Veränderung gegenüber 2005 in Prozentpunkten,42.7286356821589
2015,Staatenlos,,Veränderung gegenüber 2005 in Prozentpunkten,28.5185185185185
2015,Ungeklärt und ohne Angabe,,Veränderung gegenüber 2005 in Prozentpunkten,13.4550766983199
2015,Insgesamt,,Veränderung gegenüber 2005 in Prozentpunkten,43.8433668627001
2014,Europa,,Veränderung gegenüber 2005 in Prozentpunkten,24.26705296042
2014,Türkei,,Veränderung gegenüber 2005 in Prozentpunkten,-17.3184107242065
2014,Polen,,Veränderung gegenüber 2005 in Prozentpunkten,131.882269459785
2014,Serbien,,Veränderung gegenüber 2005 in Prozentpunkten,3.57792277248903
2014,Niederlande,,Veränderung gegenüber 2005 in Prozentpunkten,35.3631234888511
2014,Italien,,Veränderung gegenüber 2005 in Prozentpunkten,7.643152487157
2014,Rumänien,,Veränderung gegenüber 2005 in Prozentpunkten,547.338852749852
2014,Russische Föderation,,Veränderung gegenüber 2005 in Prozentpunkten,7.22924533464675
2014,Griechenland,,Veränderung gegenüber 2005 in Prozentpunkten,4.89228285838455
2014,Bulgarien,,Veränderung gegenüber 2005 in Prozentpunkten,582.371458551941
2014,Spanien,,Veränderung gegenüber 2005 in Prozentpunkten,16.7022184300341
2014,Ukraine,,Veränderung gegenüber 2005 in Prozentpunkten,-12.1598346538064
2014,Vereinigtes Königreich,,Veränderung gegenüber 2005 in Prozentpunkten,-1.97838255163096
2014,Portugal,,Veränderung gegenüber 2005 in Prozentpunkten,18.4050772626932
2014,Ungarn,,Veränderung gegenüber 2005 in Prozentpunkten,228.071709663314
2014,Kroatien,,Veränderung gegenüber 2005 in Prozentpunkten,14.8932879678317
2014,Österreich,,Veränderung gegenüber 2005 in Prozentpunkten,4.62873674059787
2014,EU Staaten,,Veränderung gegenüber 2005 in Prozentpunkten,76.9454421070635
2014,Afrika,,Veränderung gegenüber 2005 in Prozentpunkten,45.7495269465274
2014,Amerika,,Veränderung gegenüber 2005 in Prozentpunkten,18.8013901839451
2014,Asien,,Veränderung gegenüber 2005 in Prozentpunkten,21.2119563739223
2014,Syrien,,Veränderung gegenüber 2005 in Prozentpunkten,211.212898497618
2014,Irak,,Veränderung gegenüber 2005 in Prozentpunkten,35.204081632653
2014,Vietnam,,Veränderung gegenüber 2005 in Prozentpunkten,-16.7080488309539
2014,China,,Veränderung gegenüber 2005 in Prozentpunkten,35.2420520231214
2014,Australien und Ozeanien,,Veränderung gegenüber 2005 in Prozentpunkten,45.2773613193403
2014,Staatenlos,,Veränderung gegenüber 2005 in Prozentpunkten,11.9753086419753
2014,Ungeklärt und ohne Angabe,,Veränderung gegenüber 2005 in Prozentpunkten,-15.2812271731191
2014,Insgesamt,,Veränderung gegenüber 2005 in Prozentpunkten,23.705377844615
2013,Europa,,Veränderung gegenüber 2005 in Prozentpunkten,15.7398640412299
2013,Türkei,,Veränderung gegenüber 2005 in Prozentpunkten,-16.0146239179914
2013,Polen,,Veränderung gegenüber 2005 in Prozentpunkten,103.159226236387
2013,Serbien,,Veränderung gegenüber 2005 in Prozentpunkten,-6.60498449031982
2013,Niederlande,,Veränderung gegenüber 2005 in Prozentpunkten,35.4884928808095
2013,Italien,,Veränderung gegenüber 2005 in Prozentpunkten,2.36394770914255
2013,Russische Föderation,,Veränderung gegenüber 2005 in Prozentpunkten,6.16209708312812
2013,Griechenland,,Veränderung gegenüber 2005 in Prozentpunkten,0.931272117712794
2013,Rumänien,,Veränderung gegenüber 2005 in Prozentpunkten,361.679479597871
2013,Spanien,,Veränderung gegenüber 2005 in Prozentpunkten,10.804180887372
2013,Vereinigtes Königreich,,Veränderung gegenüber 2005 in Prozentpunkten,-1.15807759119862
2013,Ukraine,,Veränderung gegenüber 2005 in Prozentpunkten,-14.8811574233551
2013,Bulgarien,,Veränderung gegenüber 2005 in Prozentpunkten,405.823714585519
2013,Portugal,,Veränderung gegenüber 2005 in Prozentpunkten,13.8934878587196
2013,Kroatien,,Veränderung gegenüber 2005 in Prozentpunkten,5.52118775131456
2013,Ungarn,,Veränderung gegenüber 2005 in Prozentpunkten,192.085701792742
2013,Österreich,,Veränderung gegenüber 2005 in Prozentpunkten,3.4715525554484
2013,EU-Staaten,,Veränderung gegenüber 2005 in Prozentpunkten,60.0711475970583
2013,Afrika,,Veränderung gegenüber 2005 in Prozentpunkten,21.9987385240732
2013,Amerika,,Veränderung gegenüber 2005 in Prozentpunkten,14.7495125879461
2013,Asien,,Veränderung gegenüber 2005 in Prozentpunkten,6.93012756004026
2013,Syrien,,Veränderung gegenüber 2005 in Prozentpunkten,75.5588127519238
2013,Irak,,Veränderung gegenüber 2005 in Prozentpunkten,28.1417830290011
2013,Vietnam,,Veränderung gegenüber 2005 in Prozentpunkten,-16.4494103041589
2013,China,,Veränderung gegenüber 2005 in Prozentpunkten,24.2774566473989
2013,Australien und Ozeanien,,Veränderung gegenüber 2005 in Prozentpunkten,47.2263868065967
2013,Staatenlos,,Veränderung gegenüber 2005 in Prozentpunkten,5.37037037037038
2013,Ungeklärt und ohne Angabe,,Veränderung gegenüber 2005 in Prozentpunkten,-24.7918188458729
2013,Insgesamt,,Veränderung gegenüber 2005 in Prozentpunkten,13.9122313569642
2012,Europa,,Veränderung gegenüber 2005 in Prozentpunkten,8.68140403794146
2012,Türkei,,Veränderung gegenüber 2005 in Prozentpunkten,-14.4518718973458
2012,Polen,,Veränderung gegenüber 2005 in Prozentpunkten,72.9367846234535
2012,Serbien2),,Veränderung gegenüber 2005 in Prozentpunkten,-9.74435768531394
2012,Niederlande,,Veränderung gegenüber 2005 in Prozentpunkten,34.5392674845527
2012,Italien,,Veränderung gegenüber 2005 in Prozentpunkten,-2.8024892452909
2012,Russische Föderation,,Veränderung gegenüber 2005 in Prozentpunkten,-0.848246046078913
2012,Griechenland,,Veränderung gegenüber 2005 in Prozentpunkten,-4.22176693363134
2012,Rumänien,,Veränderung gegenüber 2005 in Prozentpunkten,261.827321111768
2012,Vereinigtes Königreich,,Veränderung gegenüber 2005 in Prozentpunkten,-2.99170044392974
2012,Ukraine,,Veränderung gegenüber 2005 in Prozentpunkten,-14.1060971408887
2012,Spanien,,Veränderung gegenüber 2005 in Prozentpunkten,-1.47184300341297
2012,Bulgarien,,Veränderung gegenüber 2005 in Prozentpunkten,306.873032528856
2012,Portugal,,Veränderung gegenüber 2005 in Prozentpunkten,2.59381898454747
2012,Kroatien,,Veränderung gegenüber 2005 in Prozentpunkten,0.44849984534487
2012,Österreich,,Veränderung gegenüber 2005 in Prozentpunkten,1.39826422372226
2012,Bosnien und Herzegowina,,Veränderung gegenüber 2005 in Prozentpunkten,-8.169580690082
2012,EU-Staaten,,Veränderung gegenüber 2005 in Prozentpunkten,39.6989909355225
2012,Afrika,,Veränderung gegenüber 2005 in Prozentpunkten,1.36659892073727
2012,Amerika,,Veränderung gegenüber 2005 in Prozentpunkten,9.85843858608119
2012,Asien,,Veränderung gegenüber 2005 in Prozentpunkten,-0.390295645551717
2012,Irak,,Veränderung gegenüber 2005 in Prozentpunkten,25.9264232008593
2012,Vietnam,,Veränderung gegenüber 2005 in Prozentpunkten,-14.1009724808607
2012,Syrien,,Veränderung gegenüber 2005 in Prozentpunkten,31.916452913155
2012,China,,Veränderung gegenüber 2005 in Prozentpunkten,11.2897398843931
2012,Australien und Ozeanien,,Veränderung gegenüber 2005 in Prozentpunkten,38.5307346326837
2012,Staatenlos,,Veränderung gegenüber 2005 in Prozentpunkten,4.5679012345679
2012,Ungeklärt und ohne Angabe,,Veränderung gegenüber 2005 in Prozentpunkten,-21.0372534696859
2012,Insgesamt,,Veränderung gegenüber 2005 in Prozentpunkten,6.62772001750866
