Year,Gebietseinheit,Erreichter Schulabschluss,Berufsbildende Schule,Nationalität,Units,Value
2020,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Deutsche,Prozent,100.0
2020,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Deutsche,Prozent,100.0
2020,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Deutsche,Prozent,100.0
2020,Niedersachsen,Insgesamt,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2020,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2020,Niedersachsen,Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2020,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2020,Niedersachsen,Realschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2020,Niedersachsen,Hauptschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2020,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2020,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2020,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2020,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2019,Niedersachsen,Insgesamt,Insgesamt,Deutsche,Prozent,100.0
2019,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Deutsche,Prozent,100.0
2019,Niedersachsen,Fachhochschulreife,Insgesamt,Deutsche,Prozent,100.0
2019,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Deutsche,Prozent,100.0
2019,Niedersachsen,Realschulabschluss,Insgesamt,Deutsche,Prozent,100.0
2019,Niedersachsen,Hauptschulabschluss,Insgesamt,Deutsche,Prozent,100.0
2019,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Deutsche,Prozent,100.0
2019,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Deutsche,Prozent,100.0
2019,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Deutsche,Prozent,100.0
2019,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Deutsche,Prozent,100.0
2019,Niedersachsen,Insgesamt,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2019,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2019,Niedersachsen,Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2019,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2019,Niedersachsen,Realschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2019,Niedersachsen,Hauptschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2019,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2019,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2019,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2019,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2018,Niedersachsen,Insgesamt,Insgesamt,Deutsche,Prozent,100.0
2018,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Deutsche,Prozent,100.0
2018,Niedersachsen,Fachhochschulreife,Insgesamt,Deutsche,Prozent,100.0
2018,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Deutsche,Prozent,100.0
2018,Niedersachsen,Realschulabschluss,Insgesamt,Deutsche,Prozent,100.0
2018,Niedersachsen,Hauptschulabschluss,Insgesamt,Deutsche,Prozent,100.0
2018,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Deutsche,Prozent,100.0
2018,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Deutsche,Prozent,100.0
2018,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Deutsche,Prozent,100.0
2018,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Deutsche,Prozent,100.0
2018,Niedersachsen,Insgesamt,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2018,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2018,Niedersachsen,Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2018,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2018,Niedersachsen,Realschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2018,Niedersachsen,Hauptschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2018,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2018,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2018,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2018,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2017,Niedersachsen,Insgesamt,Insgesamt,Deutsche,Prozent,100.0
2017,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Deutsche,Prozent,100.0
2017,Niedersachsen,Fachhochschulreife,Insgesamt,Deutsche,Prozent,100.0
2017,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Deutsche,Prozent,100.0
2017,Niedersachsen,Realschulabschluss,Insgesamt,Deutsche,Prozent,100.0
2017,Niedersachsen,Hauptschulabschluss,Insgesamt,Deutsche,Prozent,100.0
2017,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Deutsche,Prozent,100.0
2017,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Deutsche,Prozent,100.0
2017,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Deutsche,Prozent,100.0
2017,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Deutsche,Prozent,100.0
2017,Niedersachsen,Insgesamt,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2017,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2017,Niedersachsen,Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2017,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2017,Niedersachsen,Realschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2017,Niedersachsen,Hauptschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2017,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2017,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2017,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2017,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2016,Niedersachsen,Insgesamt,Insgesamt,Deutsche,Prozent,100.0
2016,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Deutsche,Prozent,100.0
2016,Niedersachsen,Fachhochschulreife,Insgesamt,Deutsche,Prozent,100.0
2016,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Deutsche,Prozent,100.0
2016,Niedersachsen,Realschulabschluss,Insgesamt,Deutsche,Prozent,100.0
2016,Niedersachsen,Hauptschulabschluss,Insgesamt,Deutsche,Prozent,100.0
2016,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Deutsche,Prozent,100.0
2016,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Deutsche,Prozent,100.0
2016,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Deutsche,Prozent,100.0
2016,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Deutsche,Prozent,100.0
2016,Niedersachsen,Insgesamt,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2016,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2016,Niedersachsen,Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2016,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2016,Niedersachsen,Realschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2016,Niedersachsen,Hauptschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2016,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2016,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2016,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2016,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2015,Niedersachsen,Insgesamt,Insgesamt,Deutsche,Prozent,100.0
2015,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Deutsche,Prozent,100.0
2015,Niedersachsen,Fachhochschulreife,Insgesamt,Deutsche,Prozent,100.0
2015,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Deutsche,Prozent,100.0
2015,Niedersachsen,Realschulabschluss,Insgesamt,Deutsche,Prozent,100.0
2015,Niedersachsen,Hauptschulabschluss,Insgesamt,Deutsche,Prozent,100.0
2015,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Deutsche,Prozent,100.0
2015,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Deutsche,Prozent,100.0
2015,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Deutsche,Prozent,100.0
2015,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Deutsche,Prozent,100.0
2015,Niedersachsen,Insgesamt,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2015,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2015,Niedersachsen,Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2015,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2015,Niedersachsen,Realschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2015,Niedersachsen,Hauptschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2015,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2015,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2015,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2015,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2014,Niedersachsen,Insgesamt,Insgesamt,Deutsche,Prozent,100.0
2014,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Deutsche,Prozent,100.0
2014,Niedersachsen,Fachhochschulreife,Insgesamt,Deutsche,Prozent,100.0
2014,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Deutsche,Prozent,100.0
2014,Niedersachsen,Realschulabschluss,Insgesamt,Deutsche,Prozent,100.0
2014,Niedersachsen,Hauptschulabschluss,Insgesamt,Deutsche,Prozent,100.0
2014,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Deutsche,Prozent,100.0
2014,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Deutsche,Prozent,100.0
2014,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Deutsche,Prozent,100.0
2014,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Deutsche,Prozent,100.0
2014,Niedersachsen,Insgesamt,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2014,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2014,Niedersachsen,Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2014,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2014,Niedersachsen,Realschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2014,Niedersachsen,Hauptschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2014,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2014,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2014,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2014,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2013,Niedersachsen,Insgesamt,Insgesamt,Deutsche,Prozent,100.0
2013,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Deutsche,Prozent,100.0
2013,Niedersachsen,Fachhochschulreife,Insgesamt,Deutsche,Prozent,100.0
2013,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Deutsche,Prozent,100.0
2013,Niedersachsen,Realschulabschluss,Insgesamt,Deutsche,Prozent,100.0
2013,Niedersachsen,Hauptschulabschluss,Insgesamt,Deutsche,Prozent,100.0
2013,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Deutsche,Prozent,100.0
2013,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Deutsche,Prozent,100.0
2013,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Deutsche,Prozent,100.0
2013,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Deutsche,Prozent,100.0
2013,Niedersachsen,Insgesamt,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2013,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2013,Niedersachsen,Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2013,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2013,Niedersachsen,Realschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2013,Niedersachsen,Hauptschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2013,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2013,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2013,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2013,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2012,Niedersachsen,Insgesamt,Insgesamt,Deutsche,Prozent,100.0
2012,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Deutsche,Prozent,100.0
2012,Niedersachsen,Fachhochschulreife,Insgesamt,Deutsche,Prozent,100.0
2012,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Deutsche,Prozent,100.0
2012,Niedersachsen,Realschulabschluss,Insgesamt,Deutsche,Prozent,100.0
2012,Niedersachsen,Hauptschulabschluss,Insgesamt,Deutsche,Prozent,100.0
2012,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Deutsche,Prozent,100.0
2012,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Deutsche,Prozent,100.0
2012,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Deutsche,Prozent,100.0
2012,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Deutsche,Prozent,100.0
2012,Niedersachsen,Insgesamt,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2012,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2012,Niedersachsen,Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2012,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2012,Niedersachsen,Realschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2012,Niedersachsen,Hauptschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2012,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2012,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2012,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2012,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2011,Niedersachsen,Insgesamt,Insgesamt,Deutsche,Prozent,100.0
2011,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Deutsche,Prozent,100.0
2011,Niedersachsen,Fachhochschulreife,Insgesamt,Deutsche,Prozent,100.0
2011,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Deutsche,Prozent,100.0
2011,Niedersachsen,Realschulabschluss,Insgesamt,Deutsche,Prozent,100.0
2011,Niedersachsen,Hauptschulabschluss,Insgesamt,Deutsche,Prozent,100.0
2011,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Deutsche,Prozent,100.0
2011,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Deutsche,Prozent,100.0
2011,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Deutsche,Prozent,100.0
2011,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Deutsche,Prozent,100.0
2011,Niedersachsen,Insgesamt,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2011,Niedersachsen,Allgemeine Hochschulreife¹⁾,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2011,Niedersachsen,Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2011,Niedersachsen,Schulischer Teil der Fachhochschulreife,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2011,Niedersachsen,Realschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2011,Niedersachsen,Hauptschulabschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2011,Niedersachsen,Erfolgreicher Besuch,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2011,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2011,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2011,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,Ausländerinnen und Ausländer,Prozent,100.0
2021,Niedersachsen,Insgesamt,Berufsschule (Teilzeit),Deutsche,Prozent,46.0
2021,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Deutsche,Prozent,
2021,Niedersachsen,Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Prozent,0.9
2021,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Prozent,
2021,Niedersachsen,Realschulabschluss,Berufsschule (Teilzeit),Deutsche,Prozent,83.2
2021,Niedersachsen,Hauptschulabschluss,Berufsschule (Teilzeit),Deutsche,Prozent,14.4
2021,Niedersachsen,Erfolgreicher Besuch,Berufsschule (Teilzeit),Deutsche,Prozent,67.8
2021,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Deutsche,Prozent,22.2
2021,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Deutsche,Prozent,30.0
2021,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Deutsche,Prozent,50.4
2021,Niedersachsen,Insgesamt,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,31.4
2021,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,
2021,Niedersachsen,Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,0.7
2021,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,
2021,Niedersachsen,Realschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,77.7
2021,Niedersachsen,Hauptschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,24.2
2021,Niedersachsen,Erfolgreicher Besuch,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,51.8
2021,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,1.3
2021,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,33.9
2021,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,44.6
2020,Niedersachsen,Insgesamt,Berufsschule (Teilzeit),Deutsche,Prozent,45.7
2020,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Deutsche,Prozent,
2020,Niedersachsen,Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Prozent,0.9
2020,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Prozent,
2020,Niedersachsen,Realschulabschluss,Berufsschule (Teilzeit),Deutsche,Prozent,82.2
2020,Niedersachsen,Hauptschulabschluss,Berufsschule (Teilzeit),Deutsche,Prozent,14.7
2020,Niedersachsen,Erfolgreicher Besuch,Berufsschule (Teilzeit),Deutsche,Prozent,67.1
2020,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Deutsche,Prozent,24.0
2020,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Deutsche,Prozent,34.5
2020,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Deutsche,Prozent,52.7
2020,Niedersachsen,Insgesamt,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,26.2
2020,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,
2020,Niedersachsen,Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,0.6
2020,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,
2020,Niedersachsen,Realschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,70.9
2020,Niedersachsen,Hauptschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,16.0
2020,Niedersachsen,Erfolgreicher Besuch,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,49.6
2020,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,1.5
2020,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,30.9
2020,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,49.1
2019,Niedersachsen,Insgesamt,Berufsschule (Teilzeit),Deutsche,Prozent,45.4
2019,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Deutsche,Prozent,
2019,Niedersachsen,Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Prozent,0.8
2019,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Prozent,
2019,Niedersachsen,Realschulabschluss,Berufsschule (Teilzeit),Deutsche,Prozent,81.0
2019,Niedersachsen,Hauptschulabschluss,Berufsschule (Teilzeit),Deutsche,Prozent,17.8
2019,Niedersachsen,Erfolgreicher Besuch,Berufsschule (Teilzeit),Deutsche,Prozent,66.7
2019,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Deutsche,Prozent,22.1
2019,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Deutsche,Prozent,33.2
2019,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Deutsche,Prozent,50.7
2019,Niedersachsen,Insgesamt,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,21.0
2019,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,
2019,Niedersachsen,Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,0.4
2019,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,
2019,Niedersachsen,Realschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,69.4
2019,Niedersachsen,Hauptschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Prozent,15.3
